Drug Name,Age,Degree
Pilocarpine,1690,176
Physostigmine,1714,172
Neostigmine,1042,349
Butabarbital,1030,357
Pentobarbital,1054,1016
Secobarbital,1006,762
Thiopental,1006,641
Methylphenobarbital,1030,639
Phenobarbital,1282,1171
Amobarbital,1126,604
Aprobarbital,1174,0
Butethal,1138,357
Hexobarbital,1030,700
Barbital,1378,604
Morphine,2410,899
Codeine,2230,623
Hydromorphone,1102,639
Oxycodone,1210,617
Menthol,2926,0
Hydrocodone,1126,611
Heroin,1438,527
Dihydromorphine,1258,527
Caffeine,1294,539
Theophylline,1390,511
Papaverine,1246,183
Aminophylline,1318,332
Quinine,2290,989
Quinidine,1198,878
Benzocaine,1390,532
Ouabain,1318,610
Ethanol,3058,578
Amphetamine,1030,383
Epinephrine,1402,228
Ergotamine,1162,727
Apomorphine,1786,344
Procaine,1354,362
Cocaine,1606,587
Ergonovine,946,674
Ephedra,1582,118
Ephedrine,1102,86
Atropine,1690,189
Homatropine Methylbromide,1654,0
Scopolamine,1390,634
Suramin,1174,23
Progesterone,994,598
Diethylstilbestrol,922,516
Testosterone,970,416
Estradiol,982,581
Podofilox,2374,122
Acetaminophen,1582,471
Salicylic acid,1714,844
Acetylsalicylic acid,1426,826
Salicylate-sodium,1714,0
Antipyrine,1594,659
