Drug Name,Age,Degree
Levamisole,561,4
Nicotine,477,308
Cevimeline,213,187
Succinylcholine,789,138
Carbachol,801,58
Bethanechol,837,58
Ambenonium,813,155
Decamethonium,825,222
Varenicline,141,95
Methacholine,381,58
Cytisine,645,0
Pyridostigmine,753,158
Isoflurophate,825,226
Malathion,429,194
Hexafluronium,753,0
Demecarium,705,155
Rivastigmine,249,188
Edrophonium,801,161
Echothiophate,705,155
Dimetacrine,609,0
Tubocurarine,873,311
Butalbital,573,329
Talbutal,753,0
Metharbital,837,3
Heptabarbital,837,0
Levallorphan,801,2
Naltrexone,405,225
Anileridine,717,0
Naloxone,585,282
Alvimopan,117,42
Methylnaltrexone,117,20
Glycine,477,0
Dextromethorphan,777,429
Levorphanol,801,443
Memantine,417,176
Pentolinium,789,296
Trimethaphan,777,296
Phencyclidine,813,0
Vapreotide,153,12
Ifenprodil,549,127
Tadalafil,189,235
Avanafil,69,87
Milrinone,369,125
Pentostatin,321,36
Dyphylline,837,225
Pentoxifylline,549,281
Levosimendan,213,184
Primaquine,789,324
Oxtriphylline,801,25
Amrinone,429,119
Roflumilast,93,184
Enoximone,345,0
Ibudilast,345,125
Tofisopam,513,1
Acarbose,273,196
Miglitol,261,196
Voglibose,285,112
Cetuximab,177,21
Indecainide,345,0
Oxiconazole,417,111
Terconazole,369,74
Ibutilide,273,161
Mexiletine,501,288
Hexylcaine,789,0
Cinchocaine,885,328
Mephenytoin,873,142
Dyclonine,741,328
Moricizine,333,127
Riluzole,273,30
Prilocaine,657,350
Ethotoin,729,337
Oxcarbazepine,333,60
Proparacaine,777,328
Benzonatate,717,0
Oxybuprocaine,777,328
Mepivacaine,705,357
Cromoglicic acid,597,0
Tioconazole,441,78
Procainamide,753,212
Tocainide,441,0
Miconazole,561,320
Phenacemide,825,3
Econazole,525,81
Sertaconazole,177,74
Flecainide,429,206
Halofantrine,405,165
Encainide,369,64
Ajmaline,717,67
Aprindine,501,64
Phenazopyridine,693,4
Bifonazole,417,75
Permethrin,381,96
LULICONAZOLE,57,0
Adenosine,345,9
Regadenoson,117,4
Drotaverine,633,0
Ethoxzolamide,729,84
Trimethadione,861,138
Methocarbamol,729,328
Benzthiazide,693,2
Ethosuximide,693,425
Cyclothiazide,657,212
Methazolamide,705,262
Acetazolamide,777,265
Ethacrynic acid,621,0
Ethinamate,753,0
Butenafine,261,74
Diazoxide,573,225
Diclofenamide,717,224
Bretylium,537,285
Brinzolamide,213,107
Quinethazone,657,415
Piretanide,453,334
Cyclandelate,717,0
Methsuximide,729,359
Mafenide,837,6
Cinnarizine,681,246
Succinic acid,117,0
Chlormerodrin,789,0
Pyridoxal Phosphate,945,0
Pyruvic acid,333,0
L-Alanine,561,0
Baclofen,561,327
Enflurane,549,343
Progabide,393,3
Methyprylon,753,64
Chlormezanone,717,327
Glutethimide,765,333
Arbaclofen,81,0
Phenformin,705,166
Glisoxepide,525,72
Phentermine,705,278
Midodrine,489,145
Isoetarine,921,103
Guanadrel,417,171
Reboxetine,249,244
Etomidate,549,360
Zolmitriptan,249,173
Norepinephrine,813,161
Alseroxylon,789,0
Phenylpropanolamine,957,151
Methylphenidate,753,334
Dipivefrin,477,112
Fenfluramine,657,65
Mazindol,513,0
Lisuride,597,162
Metaraminol,765,109
Guanabenz,429,240
Methoxamine,825,109
Fenoldopam,285,268
Orciprenaline,681,143
Phenmetrazine,765,44
Dobutamine,489,153
Pseudoephedrine,717,364
Benzphetamine,693,393
Ritodrine,513,142
Terbutaline,573,213
Amantadine,621,266
Oxymetazoline,681,106
Diethylpropion,705,232
Salmeterol,333,247
Naratriptan,249,148
Rizatriptan,237,172
Apraclonidine,357,235
Formoterol,381,270
Dopamine,525,170
Frovatriptan,213,171
Salbutamol,585,174
Isoprenaline,825,153
Deserpidine,729,171
Arbutamine,249,103
Sibutramine,273,87
Chloroprocaine,789,328
Pergolide,429,170
Dexfenfluramine,393,84
L-DOPA,609,0
Hydralazine,789,377
Fenoterol,561,143
Pirbuterol,429,104
Mephentermine,849,298
Procaterol,453,142
Ginkgo biloba,537,173
Clenbuterol,489,167
Bambuterol,333,81
