Drug Name,Age,Degree
Levamisole,582,2
Carbachol,822,0
Bethanechol,858,43
Pilocarpine,1710,193
Ambenonium,834,156
Methacholine,402,43
Cytisine,666,0
Pyridostigmine,774,310
Isoflurophate,846,157
Malathion,450,0
Demecarium,726,156
Physostigmine,1734,156
Echothiophate,726,1
Neostigmine,1062,592
Butethal,1158,0
Levallorphan,822,54
Anileridine,738,80
Methadyl Acetate,318,0
Alvimopan,138,54
Glycine,498,0
Pethidine,918,0
Menthol,2946,0
Levomethadyl Acetate,318,0
Heroin,1458,0
Vapreotide,174,115
Papaverine,1266,607
Oxtriphylline,822,565
Enoximone,366,6
Miglitol,282,481
Voglibose,306,478
Cetuximab,198,283
Indecainide,366,0
Oxiconazole,438,1
Terconazole,390,0
Hexylcaine,810,0
Cinchocaine,906,158
Prilocaine,678,34
Proparacaine,798,1
Benzonatate,738,0
Oxybuprocaine,798,1
Cromoglicic acid,618,0
Tioconazole,462,0
Tocainide,462,421
Benzocaine,1410,323
Econazole,546,0
Sertaconazole,198,0
Ajmaline,738,433
Aprindine,522,490
Phenazopyridine,714,32
Bifonazole,438,229
Permethrin,402,0
LULICONAZOLE,78,0
Regadenoson,138,38
Drotaverine,654,1
Acetyldigitoxin,786,427
Naftifine,378,0
Dorzolamide,306,172
Ethacrynic acid,642,0
Ethinamate,774,0
Butenafine,282,0
Ouabain,1338,548
Brinzolamide,234,0
Mafenide,858,0
Succinic acid,138,86
Chlormerodrin,810,0
Pyridoxal Phosphate,966,0
Pyruvic acid,354,0
L-Alanine,582,0
Clorazepate,630,0
Arbaclofen,102,0
Alseroxylon,810,0
Dipivefrin,498,1
Apraclonidine,378,33
Chloroprocaine,810,353
L-DOPA,630,0
Ergonovine,966,0
Ephedra,1602,0
Ginkgo biloba,558,445
Fencamfamine,690,0
Methamphetamine,918,0
Propylhexedrine,846,0
Carteolol,474,279
Metipranolol,366,279
Levobunolol,414,0
Betazole,798,0
Ipratropium bromide,546,0
Ethopropazine,810,0
Methylscopolamine bromide,870,0
Anisotropine Methylbromide,690,0
Histamine Phosphate,966,0
Homatropine Methylbromide,1674,0
Tropicamide,822,222
Glycopyrrolate,702,0
Carphenazine,690,25
Doxacurium chloride,330,0
Alizapride,462,25
Propericiazine,606,0
Betahistine,618,183
Bromopride,510,26
Cisatracurium Besylate,294,0
Diphemanil Methylsulfate,810,0
Cyclopentolate,798,223
Lindane,822,0
Gadopentetate dimeglumine,390,0
Epinastine,198,0
Tripelennamine,882,275
Methdilazine,714,119
Ketotifen,498,402
Emedastine,318,0
Diphenylpyraline,822,34
Phenindamine,870,34
Pheniramine,858,399
Clofedanol,738,24
Bepotastine,234,0
Mepyramine,858,534
Alcaftadine,114,0
Antazoline,858,402
Isothipendyl,750,34
Roxatidine acetate,402,112
Chlorcyclizine,846,401
Travoprost,222,281
Carboprost Tromethamine,486,0
Latanoprost,294,281
Alprostadil,462,167
Bimatoprost,222,283
Dinoprostone,570,297
Misoprostol,402,23
Dinoprost Tromethamine,534,0
Tafluprost,90,110
Hirulog,234,0
Suramin,1194,0
Amlexanox,282,0
Flavopiridol,150,0
Cefdinir,342,327
Fulvestrant,210,475
Zalcitabine,330,120
Chlorotrianisene,810,423
Conjugated Estrogens,942,0
Dydrogesterone,702,542
Fluticasone Propionate,354,0
Medroxyprogesterone Acetate,738,0
Oxandrolone,666,340
Estrone,822,273
Norethindrone,750,0
Ethynodiol,654,0
Drostanolone,702,0
Dienestrol,822,273
Nandrolone phenpropionate,726,164
Fluoxymesterone,762,160
Danazol,570,287
Testosterone Propionate,990,0
Estropipate,618,0
Quinestrol,618,423
Nandrolone decanoate,690,174
Diflorasone,498,0
Alclometasone,414,0
Medrysone,594,0
Amcinonide,498,0
Fluorometholone,726,0
Beclomethasone,570,0
Desoximetasone,618,0
Azelaic Acid,282,0
Fluocinolone Acetonide,702,0
Halobetasol Propionate,342,0
Flumethasone (pivalate),666,0
Hydrocortamate,762,161
Clocortolone,510,0
Flurandrenolide,690,0
Loteprednol,258,381
Clobetasol propionate,558,1
Fluocinonide,594,0
Prednicarbate,342,1
Desonide,570,1
Difluprednate,498,0
Stavudine,306,349
Acetohydroxamic Acid,438,0
Fondaparinux sodium,222,0
Lymecycline,678,365
Oxytetracycline,834,427
Demeclocycline,726,366
Spectinomycin,582,66
Methacycline,678,0
Rolitetracycline,726,299
Valrubicin,258,0
Podofilox,2394,0
Sodium stibogluconate,954,0
Besifloxacin,126,0
Probucol,510,369
Crofelemer,90,0
Clofibrate,678,383
Masoprocol,330,1
Indomethacin,678,0
Diethylcarbamazine,846,156
Suprofen,378,125
Bromfenac,270,121
Salicylate-sodium,1734,0
Niflumic Acid,618,0
Acetylcysteine,618,56
Nepafenac,174,121
