Drug Name,Age,Degree
Levamisole,567,5
Nicotine,483,330
Cevimeline,219,201
Succinylcholine,795,169
Carbachol,807,73
Bethanechol,843,69
Ambenonium,819,185
Decamethonium,831,269
Varenicline,147,108
Methacholine,387,69
Cytisine,651,0
Tacrine,303,228
Pyridostigmine,759,189
Isoflurophate,831,256
Malathion,435,231
Hexafluronium,759,1
Demecarium,711,185
Rivastigmine,255,247
Edrophonium,807,199
Echothiophate,711,185
Dimetacrine,615,1
Tubocurarine,879,372
Butalbital,579,362
Talbutal,759,1
Metharbital,843,5
Heptabarbital,843,1
Levallorphan,807,2
Naltrexone,411,64
Anileridine,723,0
Naloxone,591,106
Alvimopan,123,48
Methylnaltrexone,123,27
Glycine,483,0
Dextromethorphan,783,348
Loperamide,519,271
Memantine,423,219
Pentolinium,795,357
Trimethaphan,783,357
Phencyclidine,819,1
Vapreotide,159,27
Ifenprodil,555,157
Milrinone,375,152
Pentostatin,327,62
Dyphylline,843,252
Pentoxifylline,555,336
Levosimendan,219,183
Dipyridamole,687,400
Primaquine,795,384
Oxtriphylline,807,30
Amrinone,435,122
Roflumilast,99,192
Enoximone,351,0
Ibudilast,351,153
Tofisopam,519,33
Acarbose,279,221
Miglitol,267,221
Voglibose,291,117
Cetuximab,183,47
Indecainide,351,0
Oxiconazole,423,133
Terconazole,375,91
Ibutilide,279,166
Gefitinib,195,223
Mexiletine,507,303
Hexylcaine,795,0
Cinchocaine,891,360
Erlotinib,171,228
Mephenytoin,879,155
Dyclonine,747,360
Moricizine,339,155
Riluzole,279,35
Prilocaine,663,382
Ethotoin,735,373
Oxcarbazepine,339,62
Proparacaine,783,360
Benzonatate,723,0
Oxybuprocaine,783,360
Mepivacaine,711,396
Cromoglicic acid,603,0
Tioconazole,447,125
Procainamide,759,225
Tocainide,447,0
Miconazole,567,234
Phenacemide,831,5
Econazole,531,129
Sertaconazole,183,91
Propafenone,495,354
Flecainide,435,215
Halofantrine,411,177
Encainide,375,69
Ajmaline,723,72
Aprindine,507,69
Phenazopyridine,699,4
Bifonazole,423,120
Permethrin,387,95
LULICONAZOLE,63,0
Adenosine,351,9
Regadenoson,123,4
Drotaverine,639,0
Ethoxzolamide,735,103
Trimethadione,867,254
Methocarbamol,735,361
Benzthiazide,699,2
Cyclothiazide,663,255
Methazolamide,711,309
Acetazolamide,783,137
Ethacrynic acid,627,0
Ethinamate,759,0
Butenafine,267,89
Diazoxide,579,267
Diclofenamide,723,234
Bretylium,543,319
Brinzolamide,219,112
Cyclandelate,723,122
Mafenide,843,6
Cinnarizine,687,266
Succinic acid,123,0
Chlormerodrin,795,0
Pyridoxal Phosphate,951,0
Pyruvic acid,339,0
L-Alanine,567,0
Baclofen,567,360
Enflurane,555,374
Meprobamate,759,418
Progabide,399,7
Methyprylon,759,70
Chlormezanone,723,361
Glutethimide,771,369
Arbaclofen,87,0
Phenformin,711,176
Glisoxepide,531,88
Phentermine,711,333
Midodrine,495,190
Isoetarine,927,117
Guanadrel,423,207
Reboxetine,255,106
Etomidate,555,403
Zolmitriptan,255,194
Norepinephrine,819,194
Alseroxylon,795,0
Phenylpropanolamine,963,160
Methylphenidate,759,409
Dipivefrin,483,136
Fenfluramine,663,75
Mazindol,519,0
Lisuride,603,348
Metaraminol,771,135
Guanabenz,435,284
Sumatriptan,339,193
Methoxamine,831,135
Modafinil,387,273
Fenoldopam,291,302
Orciprenaline,687,164
Phenmetrazine,771,50
Dobutamine,495,174
Pseudoephedrine,723,430
Benzphetamine,699,450
Ritodrine,519,160
Terbutaline,579,234
Amantadine,627,120
Oxymetazoline,687,125
Diethylpropion,711,279
Salmeterol,339,278
Naratriptan,255,168
Rizatriptan,243,193
Apraclonidine,363,244
Formoterol,387,299
Dopamine,531,191
Frovatriptan,219,192
Salbutamol,591,214
Isoprenaline,831,177
Deserpidine,735,207
Arbutamine,255,115
Sibutramine,279,87
Chloroprocaine,795,360
Dexfenfluramine,399,87
L-DOPA,615,0
Hydralazine,795,471
Fenoterol,567,164
Pirbuterol,435,121
Mephentermine,855,363
Procaterol,459,164
Ginkgo biloba,543,212
Clenbuterol,495,188
Bambuterol,339,93
Fencamfamine,675,410
Methamphetamine,903,411
Phendimetrazine,687,1
Pargyline,663,442
Lofexidine,447,346
Droxidopa,351,156
Xylometazoline,711,246
Dexmethylphenidate,207,165
Isometheptene,843,34
Levonordefrin,699,95
Naphazoline,915,81
Propylhexedrine,831,0
Captodiame,723,2
Chlorphenamine,831,487
Practolol,579,338
Betazole,783,0
Palonosetron,183,189
Atracurium,423,247
Dolasetron,255,298
Granisetron,327,277
Alosetron,219,131
Terazosin,399,339
Dextroamphetamine,507,339
Dalfampridine,99,8
Cinitapride,339,0
Methysergide,711,256
Ipratropium bromide,531,295
Metixene,699,164
Methylergometrine,867,465
Thiethylperazine,687,156
Trihexyphenidyl,831,164
Oxyphencyclimine,711,0
Procyclidine,759,164
Ethopropazine,795,189
Hyoscyamine,699,183
Cyproheptadine,687,410
Methylscopolamine bromide,855,164
Gallamine Triethiodide,807,371
Tridihexethyl,771,0
Anisotropine Methylbromide,675,164
Histamine Phosphate,951,0
Phentolamine,795,302
Nicergoline,555,291
Rocuronium,291,86
Benzquinamide,531,0
Clidinium,687,358
Propiomazine,699,1
Propantheline,783,164
Cryptenamine,771,207
Tolazoline,843,302
Dicyclomine,819,164
Tropicamide,807,164
Phenoxybenzamine,783,377
Glycopyrrolate,687,0
Carphenazine,675,0
Ergoloid mesylate,783,445
Oxybutynin,519,281
Acetophenazine,687,91
Tegaserod,195,71
Doxacurium chloride,315,86
Flavoxate,579,0
Domperidone,471,297
Mivacurium,291,203
Diphenidol,615,0
