Drug Name,Age,Degree
Tacrine,288,343
Galantamine,192,358
Donepezil,252,330
Primidone,804,1037
Alfentanil,408,705
Nalbuphine,456,451
Buprenorphine,468,714
Oxymorphone,696,568
Dezocine,372,450
Methadyl Acetate,288,448
Tramadol,480,612
Methadone,840,889
Pethidine,888,674
Butorphanol,468,451
Dextropropoxyphene,720,525
Pentazocine,636,451
Aprepitant,168,655
Sufentanil,456,679
Fentanyl,648,733
Loperamide,504,400
Remifentanil,252,594
Felbamate,288,478
Diphenoxylate,684,448
Halothane,732,587
Ketamine,648,563
Levomethadyl Acetate,288,521
Ketobemidone,780,561
Sildenafil,228,750
Anagrelide,240,320
Mefloquine,336,507
Chloroquine,840,925
Vardenafil,168,293
Dipyridamole,672,614
Cilostazol,216,346
Udenafil,144,234
Fluconazole,348,707
Dofetilide,216,308
Ranolazine,132,752
Phenytoin,948,1073
Clotrimazole,528,781
Lidocaine,828,690
Ropivacaine,252,570
Bupivacaine,624,583
Gefitinib,180,423
Erlotinib,156,344
Lamotrigine,324,623
Carbamazepine,648,1099
Voriconazole,180,755
Propofol,336,624
Levobupivacaine,216,546
Ketoconazole,432,926
Itraconazole,348,724
Propafenone,480,432
Lapatinib,120,385
Posaconazole,144,711
Fosphenytoin,252,998
Afatinib,48,335
Vandetanib,72,233
Torasemide,288,673
Pregabalin,156,458
Methyclothiazide,684,572
Isradipine,336,819
Topiramate,252,513
Chlorthalidone,684,646
Diltiazem,516,974
Amlodipine,324,558
Nimodipine,384,469
Nisoldipine,324,550
Bendroflumethiazide,696,664
Acetyldigitoxin,756,550
Metolazone,528,646
Lercanidipine,240,428
Verapamil,648,917
Furosemide,636,551
Naftifine,348,484
Hydroflumethiazide,696,646
Indapamide,480,760
Terbinafine,324,392
Dorzolamide,276,294
Chlorothiazide,720,646
Bumetanide,540,548
Zonisamide,336,406
Gabapentin,288,443
Hydrochlorothiazide,696,646
Trichlormethiazide,684,567
Felodipine,348,618
Nitrendipine,384,549
Nifedipine,504,613
Levetiracetam,216,508
Bepridil,432,546
Polythiazide,672,567
Mibefradil,240,485
Digitoxin,816,751
Valproic Acid,600,614
Meprobamate,744,517
Eszopiclone,156,434
Zolpidem,348,508
Clorazepate,600,412
Isoflurane,456,539
Methoxyflurane,660,468
Vigabatrin,336,331
Thiamylal,792,593
Desflurane,300,525
Zopiclone,360,441
Sevoflurane,324,709
Flunitrazepam,516,451
Ketazolam,444,544
Perampanel,60,418
Fluvoxamine,408,992
Reserpine,768,817
Citalopram,336,937
Eletriptan,192,422
Cabergoline,288,418
Ropinirole,252,770
Venlafaxine,288,1040
Dihydroergotamine,852,830
Protriptyline,612,737
Pramipexole,240,457
Fluoxetine,360,870
Duloxetine,156,777
Brimonidine,252,1018
Clonidine,612,785
Cisapride,324,400
Dexmedetomidine,216,521
Sumatriptan,324,324
Tizanidine,252,617
Modafinil,372,566
Tranylcypromine,684,821
Phenelzine,696,503
Minaprine,456,528
Almotriptan,204,287
Pindolol,468,580
Guanfacine,444,674
Selegiline,420,743
Sertraline,312,850
Bupropion,420,391
Moclobemide,336,581
Acebutolol,528,716
Bromocriptine,504,770
Clomipramine,588,932
Isocarboxazid,696,500
Lisdexamfetamine,120,232
Arformoterol,132,258
Rasagiline,144,518
Zimelidine,432,615
Milnacipran,96,561
Indacaterol,96,444
Rotigotine,132,559
Tapentadol,108,578
Vilazodone,72,267
Desvenlafaxine,108,626
Mirabegron,60,509
Levomilnacipran,48,775
Trimipramine,636,789
Nefazodone,276,1000
Escitalopram,180,633
Betaxolol,408,715
Timolol,516,732
Sotalol,516,579
Carteolol,444,580
Amiodarone,660,930
Metipranolol,336,495
Esmolol,372,461
Metoprolol,504,930
Atenolol,504,775
Propranolol,636,835
Labetalol,480,638
Bisoprolol,372,630
Alprenolol,600,502
Nadolol,468,693
Levobunolol,384,413
Penbutolol,444,537
Oxprenolol,564,773
Nebivolol,240,378
Bupranolol,576,457
Doxazosin,348,559
Dolasetron,240,289
Ondansetron,324,569
Terazosin,384,443
Dronedarone,96,732
Agomelatine,96,339
Ziprasidone,192,883
Disopyramide,480,379
Dapiprazole,324,374
Amitriptyline,672,871
Olanzapine,252,704
Alfuzosin,348,427
Clozapine,540,937
Sulpiride,588,471
Loxapine,504,409
Remoxipride,336,412
Promazine,732,700
Prochlorperazine,732,536
Droperidol,648,482
Prazosin,516,630
Imipramine,696,979
Chlorpromazine,780,922
Buspirone,372,667
Darifenacin,156,424
Haloperidol,696,914
Triflupromazine,720,593
Nortriptyline,648,687
Amoxapine,444,467
Nicardipine,432,888
Fluphenazine,696,618
Thioridazine,696,803
Tamsulosin,288,398
Paroxetine,312,781
Risperidone,288,787
Trifluoperazine,708,610
Brompheniramine,744,484
Perphenazine,720,572
Flupentixol,624,614
Cyclobenzaprine,480,636
Mesoridazine,564,477
Maprotiline,540,601
Tolterodine,228,337
