Drug Name,Age,Degree
Pilocarpine,1695,186
Physostigmine,1719,185
Neostigmine,1047,202
Butabarbital,1035,359
Pentobarbital,1059,1058
Secobarbital,1011,784
Thiopental,1011,658
Methylphenobarbital,1035,656
Phenobarbital,1287,1154
Amobarbital,1131,615
Aprobarbital,1179,1
Butethal,1143,359
Hexobarbital,1035,716
Barbital,1383,615
Morphine,2415,767
Codeine,2235,641
Hydromorphone,1107,658
Oxycodone,1215,637
Menthol,2931,0
Hydrocodone,1131,638
Heroin,1443,538
Dihydromorphine,1263,538
Caffeine,1299,360
Theophylline,1395,525
Papaverine,1251,188
Aminophylline,1323,344
Quinine,2295,903
Quinidine,1203,746
Benzocaine,1395,380
Ouabain,1323,630
Ethanol,3063,595
Amphetamine,1035,672
Epinephrine,1407,270
Ergotamine,1167,665
Apomorphine,1791,348
Procaine,1359,360
Cocaine,1611,601
Ergonovine,951,611
Ephedra,1587,124
Ephedrine,1107,87
Atropine,1695,193
Homatropine Methylbromide,1659,0
Scopolamine,1395,489
Suramin,1179,25
Progesterone,999,392
Estradiol,987,447
Podofilox,2379,130
Acetaminophen,1587,248
Salicylic acid,1719,729
Acetylsalicylic acid,1431,695
Salicylate-sodium,1719,0
Antipyrine,1599,695
