Drug Name,Age,Degree
Pilocarpine,1677,147
Physostigmine,1701,139
Phenobarbital,1269,1045
Barbital,1365,474
Morphine,2397,757
Codeine,2217,522
Oxycodone,1197,539
Menthol,2913,0
Heroin,1425,421
Dihydromorphine,1245,421
Caffeine,1281,513
Theophylline,1377,455
Papaverine,1233,113
Aminophylline,1305,287
Quinine,2277,864
Quinidine,1185,783
Benzocaine,1377,479
Ouabain,1305,445
Ethanol,3045,501
Epinephrine,1389,188
Ergotamine,1149,477
Apomorphine,1773,150
Procaine,1341,319
Cocaine,1593,521
Ephedra,1569,100
Atropine,1677,163
Homatropine Methylbromide,1641,0
Scopolamine,1377,562
Podofilox,2361,115
Acetaminophen,1569,440
Salicylic acid,1701,694
Acetylsalicylic acid,1413,678
Salicylate-sodium,1701,0
Antipyrine,1581,519
