Drug Name,Age,Degree
Levamisole,560,4
Nicotine,476,308
Cevimeline,212,187
Succinylcholine,788,138
Carbachol,800,58
Bethanechol,836,58
Ambenonium,812,155
Decamethonium,824,222
Varenicline,140,95
Methacholine,380,58
Cytisine,644,0
Pyridostigmine,752,158
Isoflurophate,824,226
Malathion,428,194
Hexafluronium,752,0
Demecarium,704,155
Rivastigmine,248,188
Edrophonium,800,161
Echothiophate,704,155
Dimetacrine,608,0
Tubocurarine,872,311
Butalbital,572,329
Talbutal,752,0
Metharbital,836,3
Heptabarbital,836,0
Levallorphan,800,2
Naltrexone,404,225
Anileridine,716,0
Naloxone,584,282
Alvimopan,116,42
Methylnaltrexone,116,20
Glycine,476,0
Dextromethorphan,776,429
Levorphanol,800,443
Memantine,416,176
Pentolinium,788,296
Trimethaphan,776,296
Phencyclidine,812,0
Vapreotide,152,12
Ifenprodil,548,127
Tadalafil,188,235
Avanafil,68,87
Milrinone,368,125
Pentostatin,320,36
Dyphylline,836,225
Pentoxifylline,548,281
Levosimendan,212,184
Primaquine,788,324
Oxtriphylline,800,25
Amrinone,428,119
Roflumilast,92,184
Enoximone,344,0
Ibudilast,344,125
Tofisopam,512,1
Acarbose,272,196
Miglitol,260,196
Voglibose,284,112
Cetuximab,176,21
Indecainide,344,0
Oxiconazole,416,111
Terconazole,368,74
Ibutilide,272,161
Mexiletine,500,288
Hexylcaine,788,0
Cinchocaine,884,328
Mephenytoin,872,142
Dyclonine,740,328
Moricizine,332,127
Riluzole,272,30
Prilocaine,656,350
Ethotoin,728,337
Oxcarbazepine,332,60
Proparacaine,776,328
Benzonatate,716,0
Oxybuprocaine,776,328
Mepivacaine,704,357
Cromoglicic acid,596,0
Tioconazole,440,78
Procainamide,752,212
Tocainide,440,0
Miconazole,560,320
Phenacemide,824,3
Econazole,524,81
Sertaconazole,176,74
Flecainide,428,206
Halofantrine,404,165
Encainide,368,64
Ajmaline,716,67
Aprindine,500,64
Phenazopyridine,692,4
Bifonazole,416,75
Permethrin,380,96
LULICONAZOLE,56,0
Adenosine,344,9
Regadenoson,116,4
Drotaverine,632,0
Ethoxzolamide,728,84
Trimethadione,860,138
Methocarbamol,728,328
Benzthiazide,692,2
Ethosuximide,692,425
Cyclothiazide,656,212
Methazolamide,704,262
Acetazolamide,776,265
Ethacrynic acid,620,0
Ethinamate,752,0
Butenafine,260,74
Diazoxide,572,225
Diclofenamide,716,224
Bretylium,536,285
Brinzolamide,212,107
Quinethazone,656,415
Piretanide,452,334
Cyclandelate,716,0
Methsuximide,728,359
Mafenide,836,6
Cinnarizine,680,246
Succinic acid,116,0
Chlormerodrin,788,0
Pyridoxal Phosphate,944,0
Pyruvic acid,332,0
L-Alanine,560,0
Baclofen,560,327
Enflurane,548,343
Progabide,392,3
Methyprylon,752,64
Chlormezanone,716,327
Glutethimide,764,333
Arbaclofen,80,0
Phenformin,704,166
Glisoxepide,524,72
Phentermine,704,278
Midodrine,488,145
Isoetarine,920,103
Guanadrel,416,171
Reboxetine,248,244
Etomidate,548,360
Zolmitriptan,248,173
Norepinephrine,812,161
Alseroxylon,788,0
Phenylpropanolamine,956,151
Methylphenidate,752,334
Dipivefrin,476,112
Fenfluramine,656,65
Mazindol,512,0
Lisuride,596,162
Metaraminol,764,109
Guanabenz,428,240
Methoxamine,824,109
Fenoldopam,284,268
Orciprenaline,680,143
Phenmetrazine,764,44
Dobutamine,488,153
Pseudoephedrine,716,364
Benzphetamine,692,393
Ritodrine,512,142
Terbutaline,572,213
Amantadine,620,266
Oxymetazoline,680,106
Diethylpropion,704,232
Salmeterol,332,247
Naratriptan,248,148
Rizatriptan,236,172
Apraclonidine,356,235
Formoterol,380,270
Dopamine,524,170
Frovatriptan,212,171
Salbutamol,584,174
Isoprenaline,824,153
Deserpidine,728,171
Arbutamine,248,103
Sibutramine,272,87
Chloroprocaine,788,328
Pergolide,428,170
Dexfenfluramine,392,84
L-DOPA,608,0
Hydralazine,788,377
Fenoterol,560,143
Pirbuterol,428,104
Mephentermine,848,298
Procaterol,452,142
Ginkgo biloba,536,173
Clenbuterol,488,167
Bambuterol,332,81
Fencamfamine,668,372
Methamphetamine,896,349
Phendimetrazine,680,1
Pargyline,656,361
Lofexidine,440,304
Droxidopa,344,131
Xylometazoline,704,314
Dexmethylphenidate,200,137
Isometheptene,836,30
Levonordefrin,692,26
Naphazoline,908,67
Propylhexedrine,824,0
Captodiame,716,1
Chlorphenamine,824,446
Practolol,572,279
Betazole,776,0
Palonosetron,176,185
Atracurium,416,0
Granisetron,320,272
Alosetron,212,124
Dextroamphetamine,500,287
Dalfampridine,92,9
Cinitapride,332,0
Methysergide,704,0
Ipratropium bromide,524,266
Metixene,692,138
Methylergometrine,860,8
Thiethylperazine,680,127
Trihexyphenidyl,824,138
Oxyphencyclimine,704,0
Procyclidine,752,138
Ethopropazine,788,159
Hyoscyamine,692,146
Cyproheptadine,680,371
Methylscopolamine bromide,848,0
Gallamine Triethiodide,800,311
Tridihexethyl,764,0
Anisotropine Methylbromide,668,138
Histamine Phosphate,944,0
Phentolamine,788,268
