Drug Name,Age,Degree
Tacrine,297,339
Galantamine,201,354
Donepezil,261,326
Primidone,813,1033
Alfentanil,417,699
Nalbuphine,465,446
Buprenorphine,477,709
Oxymorphone,705,563
Dezocine,381,445
Methadyl Acetate,297,443
Tramadol,489,607
Methadone,849,884
Pethidine,897,667
Butorphanol,477,446
Dextropropoxyphene,729,520
Pentazocine,645,446
Aprepitant,177,653
Sufentanil,465,674
Fentanyl,657,728
Loperamide,513,398
Remifentanil,261,589
Felbamate,297,476
Diphenoxylate,693,443
Halothane,741,585
Ketamine,657,561
Levomethadyl Acetate,297,516
Ketobemidone,789,556
Sildenafil,237,747
Anagrelide,249,315
Mefloquine,345,503
Chloroquine,849,920
Vardenafil,177,293
Dipyridamole,681,607
Cilostazol,225,340
Udenafil,153,234
Fluconazole,357,705
Dofetilide,225,307
Ranolazine,141,749
Phenytoin,957,1067
Clotrimazole,537,780
Lidocaine,837,688
Ropivacaine,261,568
Bupivacaine,633,581
Gefitinib,189,420
Erlotinib,165,341
Lamotrigine,333,618
Carbamazepine,657,1092
Voriconazole,189,753
Propofol,345,622
Levobupivacaine,225,544
Ketoconazole,441,922
Itraconazole,357,721
Propafenone,489,432
Lapatinib,129,385
Posaconazole,153,709
Fosphenytoin,261,993
Afatinib,57,333
Vandetanib,81,233
Torasemide,297,671
Pregabalin,165,454
Methyclothiazide,693,568
Isradipine,345,817
Topiramate,261,509
Chlorthalidone,693,642
Diltiazem,525,969
Amlodipine,333,556
Nimodipine,393,467
Nisoldipine,333,548
Bendroflumethiazide,705,660
Acetyldigitoxin,765,535
Metolazone,537,642
Lercanidipine,249,426
Verapamil,657,912
Furosemide,645,549
Naftifine,357,480
Hydroflumethiazide,705,642
Indapamide,489,756
Terbinafine,333,392
Dorzolamide,285,293
Chlorothiazide,729,642
Bumetanide,549,546
Zonisamide,345,404
Gabapentin,297,438
Hydrochlorothiazide,705,642
Trichlormethiazide,693,563
Felodipine,357,616
Nitrendipine,393,547
Nifedipine,513,610
Levetiracetam,225,504
Bepridil,441,544
Polythiazide,681,563
Mibefradil,249,483
Digitoxin,825,735
Valproic Acid,609,610
Meprobamate,753,515
Eszopiclone,165,432
Zolpidem,357,505
Clorazepate,609,410
Isoflurane,465,537
Methoxyflurane,669,466
Vigabatrin,345,329
Thiamylal,801,591
Desflurane,309,523
Zopiclone,369,439
Sevoflurane,333,702
Flunitrazepam,525,449
Ketazolam,453,540
Perampanel,69,416
Fluvoxamine,417,989
Reserpine,777,813
Citalopram,345,933
Eletriptan,201,420
Cabergoline,297,414
Ropinirole,261,768
Venlafaxine,297,1036
Dihydroergotamine,861,826
Protriptyline,621,733
Pramipexole,249,455
Fluoxetine,369,868
Duloxetine,165,775
Brimonidine,261,1014
Clonidine,621,781
Cisapride,333,396
Dexmedetomidine,225,519
Sumatriptan,333,324
Tizanidine,261,615
Modafinil,381,565
Tranylcypromine,693,819
Phenelzine,705,502
Minaprine,465,523
Almotriptan,213,287
Pindolol,477,578
Guanfacine,453,672
Selegiline,429,742
Sertraline,321,848
Bupropion,429,391
Moclobemide,345,580
Acebutolol,537,712
Bromocriptine,513,765
Clomipramine,597,928
Isocarboxazid,705,499
Lisdexamfetamine,129,231
Arformoterol,141,258
Rasagiline,153,517
Zimelidine,441,613
Milnacipran,105,559
Indacaterol,105,441
Rotigotine,141,557
Tapentadol,117,573
Vilazodone,81,267
Desvenlafaxine,117,624
Mirabegron,69,505
Levomilnacipran,57,771
Trimipramine,645,785
Nefazodone,285,994
Escitalopram,189,631
Betaxolol,417,713
Timolol,525,728
Sotalol,525,576
Carteolol,453,578
Amiodarone,669,928
Metipranolol,345,493
Esmolol,381,459
Metoprolol,513,926
Atenolol,513,771
Propranolol,645,831
Labetalol,489,636
Bisoprolol,381,628
Alprenolol,609,500
Nadolol,477,689
Levobunolol,393,411
Penbutolol,453,535
Oxprenolol,573,769
Nebivolol,249,378
Bupranolol,585,455
Doxazosin,357,559
Dolasetron,249,289
Ondansetron,333,567
Terazosin,393,443
Dronedarone,105,731
Agomelatine,105,337
Ziprasidone,201,880
Disopyramide,489,377
Dapiprazole,333,372
Amitriptyline,681,865
Olanzapine,261,700
Alfuzosin,357,425
Clozapine,549,933
Sulpiride,597,466
Loxapine,513,406
Remoxipride,345,410
Promazine,741,697
Prochlorperazine,741,533
Droperidol,657,480
Prazosin,525,628
Imipramine,705,973
Chlorpromazine,789,917
Buspirone,381,663
Darifenacin,165,422
Haloperidol,705,909
Triflupromazine,729,590
Nortriptyline,657,683
Amoxapine,453,465
Nicardipine,441,885
Fluphenazine,705,615
Thioridazine,705,800
Tamsulosin,297,398
Paroxetine,321,779
Risperidone,297,783
Trifluoperazine,717,607
Brompheniramine,753,482
Perphenazine,729,569
Flupentixol,633,612
Cyclobenzaprine,489,632
Mesoridazine,573,474
Maprotiline,549,599
Tolterodine,237,335
Promethazine,825,652
