Drug Name,Age,Degree
Nicotine,510,1201
Cevimeline,246,1066
Succinylcholine,822,1226
Decamethonium,858,955
Varenicline,174,867
Tacrine,330,656
Galantamine,234,830
Donepezil,294,1300
Hexafluronium,786,970
Edrophonium,834,984
Tubocurarine,906,1196
Talbutal,786,861
Metharbital,870,983
Aprobarbital,1206,1041
Heptabarbital,870,861
Naltrexone,438,738
Nalbuphine,498,895
Naloxone,618,1008
Oxymorphone,738,1112
Dezocine,414,895
Methylnaltrexone,150,794
Butorphanol,510,895
Dextropropoxyphene,762,1213
Pentazocine,678,897
Aprepitant,210,590
Levorphanol,834,895
Hydrocodone,1158,1096
Memantine,450,1164
Diphenoxylate,726,897
Pentolinium,822,1023
Trimethaphan,810,1028
Dihydromorphine,1290,895
Phencyclidine,846,762
Ketobemidone,822,1240
Ifenprodil,582,1231
Sildenafil,270,1160
Milrinone,402,919
Anagrelide,282,1143
Mefloquine,378,955
Pentostatin,354,1130
Dyphylline,870,986
Vardenafil,210,933
Levosimendan,246,645
Dipyridamole,714,1079
Primaquine,822,866
Aminophylline,1350,862
Amrinone,462,744
Roflumilast,126,1258
Ibudilast,378,648
Tofisopam,546,873
Acarbose,306,1182
Miglitol,294,584
Voglibose,318,581
Dofetilide,258,836
Lidocaine,870,921
Ropivacaine,294,1168
Bupivacaine,666,663
Ibutilide,306,1088
Gefitinib,222,859
Mexiletine,534,742
Erlotinib,198,1243
Voriconazole,222,944
Dyclonine,774,730
Moricizine,366,1138
Riluzole,306,1115
Ethotoin,762,1037
Oxcarbazepine,366,1116
Mepivacaine,738,774
Levobupivacaine,258,1171
Ketoconazole,474,1276
Miconazole,594,699
Phenacemide,858,853
Itraconazole,390,1026
Flecainide,462,932
Halofantrine,438,910
Encainide,402,649
Lapatinib,162,888
Posaconazole,186,727
Phenazopyridine,726,767
Vandetanib,114,871
Adenosine,378,669
Ethoxzolamide,762,782
Amlodipine,366,1253
Nimodipine,426,1226
Methocarbamol,762,730
Methazolamide,738,998
Terbinafine,366,911
Gabapentin,330,868
Diazoxide,606,1223
Diclofenamide,750,974
Bretylium,570,973
Levetiracetam,258,854
Quinethazone,690,1096
Digitoxin,858,1106
Piretanide,486,973
Cyclandelate,750,692
Enflurane,582,841
Meprobamate,786,732
Progabide,426,867
Vigabatrin,378,853
Methyprylon,786,729
Chlormezanone,750,732
Zopiclone,402,1208
Glutethimide,798,743
Flunitrazepam,558,1130
Phenformin,738,869
Glisoxepide,558,1012
Midodrine,522,819
Guanadrel,450,633
Reboxetine,282,876
Ropinirole,294,1141
Norepinephrine,846,993
Phenylpropanolamine,990,893
Brimonidine,294,802
Fenfluramine,690,890
Mazindol,546,789
Metaraminol,798,746
Guanabenz,462,1008
Methoxamine,858,746
Modafinil,414,654
Fenoldopam,318,1190
Orciprenaline,714,810
Phenmetrazine,798,721
Pseudoephedrine,750,1083
Ritodrine,546,808
Oxymetazoline,714,743
Salmeterol,366,1273
Naratriptan,282,1138
Isoprenaline,858,809
Deserpidine,762,633
Arbutamine,282,742
Pergolide,462,1213
Dexfenfluramine,426,711
Lisdexamfetamine,162,1168
Fenoterol,594,1001
Pirbuterol,462,743
Ephedrine,1134,962
Mephentermine,882,1016
Procaterol,486,808
Ginkgo biloba,570,568
Clenbuterol,522,809
Bambuterol,366,847
Phendimetrazine,714,676
Zimelidine,474,1292
Indacaterol,138,1176
Tapentadol,150,1280
Xylometazoline,738,997
Dexmethylphenidate,234,1190
Isometheptene,870,701
Levonordefrin,726,792
Naphazoline,942,869
Captodiame,750,742
Atracurium,450,1090
Dolasetron,282,1160
Granisetron,354,1011
Alosetron,246,1147
Terazosin,426,701
Dextroamphetamine,534,1172
Agomelatine,138,1086
Dalfampridine,126,862
Cinitapride,366,1125
Metixene,726,956
Alfuzosin,390,829
Methylergometrine,894,763
Trihexyphenidyl,858,956
Oxyphencyclimine,738,955
Procyclidine,786,956
Sulpiride,630,1209
Loxapine,546,958
Remoxipride,378,991
Hyoscyamine,726,1244
Cyproheptadine,714,1208
Prazosin,558,842
Darifenacin,198,1164
Tridihexethyl,798,955
Triflupromazine,762,1170
Fluphenazine,738,981
Phentolamine,822,1203
Nicergoline,582,897
Rocuronium,318,1232
Scopolamine,1422,957
Benzquinamide,558,962
Clidinium,714,958
Cryptenamine,798,627
Tolazoline,870,703
Perphenazine,762,1244
Cyclobenzaprine,522,1024
Phenoxybenzamine,810,737
Mesoridazine,606,1245
Ergoloid mesylate,810,1209
Acetophenazine,714,872
Tegaserod,222,1098
Domperidone,498,1087
Mivacurium,318,1189
Diphenidol,642,955
Chlorprothixene,726,1243
Pipecuronium,366,1240
Alverine,294,741
Molindone,558,787
Pipotiazine,486,1118
Thiothixene,642,1218
Isopropamide,762,954
Mepenzolate,774,955
Tetrabenazine,726,770
Sertindole,294,1024
Amisulpride,414,1044
Vecuronium,438,1091
Trospium,366,1075
Pirenzepine,438,955
Biperiden,738,1075
Cycrimine,810,955
