Drug Name,Age,Degree
Nicotine,491,1528
Cevimeline,227,1536
Galantamine,215,1728
Donepezil,275,1664
Dimetacrine,623,1598
Butabarbital,1043,1436
Butalbital,587,1548
Pentobarbital,1067,2003
Secobarbital,1019,2017
Thiopental,1019,1593
Primidone,827,1711
Methylphenobarbital,1043,1646
Phenobarbital,1295,1853
Amobarbital,1139,1548
Aprobarbital,1187,1362
Hexobarbital,1043,1741
Barbital,1391,1581
Alfentanil,431,1808
Buprenorphine,491,1773
Naloxone,599,1428
Oxymorphone,719,1604
Tramadol,503,2108
Morphine,2423,1734
Codeine,2243,1636
Hydromorphone,1115,1694
Methadone,863,2227
Oxycodone,1223,1604
Dextromethorphan,791,1639
Dextropropoxyphene,743,1621
Sufentanil,479,1824
Fentanyl,671,2151
Loperamide,527,1621
Felbamate,311,1549
Hydrocodone,1139,1619
Halothane,755,1689
Ketamine,671,2054
Ketobemidone,803,1630
Tadalafil,203,1525
Caffeine,1307,1376
Sildenafil,251,1460
Anagrelide,263,1432
Theophylline,1403,1393
Mefloquine,359,1422
Chloroquine,863,1861
Pentoxifylline,563,1493
Cilostazol,239,1973
Roflumilast,107,1513
Quinine,2303,2086
Fluconazole,371,1610
Phenytoin,971,1854
Ropivacaine,275,1584
Lamotrigine,347,2405
Carbamazepine,671,2338
Oxcarbazepine,347,1374
Propofol,359,1845
Quinidine,1211,2319
Levobupivacaine,239,1579
Ketoconazole,455,1535
Procainamide,767,1459
Itraconazole,371,1429
Propafenone,503,1736
Fosphenytoin,275,1627
Torasemide,311,1410
Pregabalin,179,2088
Isradipine,359,1956
Topiramate,275,1957
Diltiazem,539,1754
Trimethadione,875,1918
Amlodipine,347,1972
Nimodipine,407,1642
Nisoldipine,347,1837
Bendroflumethiazide,719,1439
Metolazone,551,1388
Lercanidipine,263,1530
Ethosuximide,707,1882
Verapamil,671,2175
Methazolamide,719,1388
Hydroflumethiazide,719,1374
Indapamide,503,1997
Acetazolamide,791,1728
Chlorothiazide,743,1394
Zonisamide,359,2264
Gabapentin,311,1860
Hydrochlorothiazide,719,1566
Felodipine,371,1689
Nitrendipine,407,1656
Nifedipine,527,2164
Levetiracetam,239,1908
Bepridil,455,1676
Mibefradil,263,1686
Digitoxin,839,1345
Methsuximide,743,1490
Cinnarizine,695,1628
Baclofen,575,1358
Valproic Acid,623,1670
Eszopiclone,179,1849
Zolpidem,371,1539
Clorazepate,623,1849
Ethanol,3071,1613
Methoxyflurane,683,1679
Zopiclone,383,1407
Sevoflurane,347,1898
Flunitrazepam,539,1457
Ketazolam,467,1882
Perampanel,83,1460
Fluvoxamine,431,2174
Amphetamine,1043,1604
Reserpine,791,1813
Citalopram,359,1883
Eletriptan,215,1738
Reboxetine,263,1428
Cabergoline,311,1434
Ropinirole,275,1566
Venlafaxine,311,2328
Etomidate,563,1528
Dihydroergotamine,875,1698
Protriptyline,635,1602
Pramipexole,263,1370
Methylphenidate,767,1599
Fluoxetine,383,1921
Duloxetine,179,2294
Clonidine,635,1953
Lisuride,611,1643
Cisapride,347,1572
Dexmedetomidine,239,1709
Epinephrine,1415,1391
Sumatriptan,347,1783
Ergotamine,1175,1685
Tizanidine,275,1497
Tranylcypromine,707,1768
Phenelzine,719,2074
Minaprine,479,1590
Benzphetamine,707,1771
Terbutaline,587,1486
Cocaine,1619,1591
Almotriptan,227,2009
Salmeterol,347,1555
Rizatriptan,251,1483
Pindolol,491,1913
Salbutamol,599,1732
Guanfacine,467,2066
Selegiline,443,2016
Sertraline,335,1864
Sibutramine,287,2059
Bupropion,443,2109
Moclobemide,359,1550
Pergolide,443,1695
Acebutolol,551,1511
Bromocriptine,527,1764
Clomipramine,611,2276
Arformoterol,155,1648
Hydralazine,803,1435
Rasagiline,167,1850
Zimelidine,455,1596
Milnacipran,119,2122
Lofexidine,455,1859
Indacaterol,119,1590
Rotigotine,155,1679
Vilazodone,95,1631
Desvenlafaxine,131,2123
Mirabegron,83,1942
Levomilnacipran,71,2206
Trimipramine,659,1804
Chlorphenamine,839,1528
Nefazodone,299,2208
Escitalopram,203,1783
Betaxolol,431,1399
Timolol,539,1805
Amiodarone,683,1789
Metoprolol,527,1448
Atenolol,527,1372
Propranolol,659,2150
Labetalol,503,1584
Bisoprolol,395,2032
Alprenolol,623,1508
Nadolol,491,1670
Penbutolol,467,1905
Oxprenolol,587,1649
Nebivolol,263,1695
Palonosetron,191,1876
Doxazosin,371,1484
Dolasetron,263,1561
Granisetron,335,1461
Ondansetron,347,1661
Alosetron,227,1476
Dronedarone,119,1498
Ziprasidone,215,1882
Methysergide,719,1600
Disopyramide,503,2075
Amitriptyline,695,2449
Olanzapine,275,2401
Alfuzosin,371,1439
Clozapine,563,2461
Thiethylperazine,695,1386
Promazine,755,2045
Prochlorperazine,755,1465
Imipramine,719,2455
Chlorpromazine,803,2481
Buspirone,395,2047
Darifenacin,179,1374
Haloperidol,719,2164
Triflupromazine,743,1346
Nortriptyline,671,2075
Amoxapine,467,1813
Nicardipine,455,2001
Thioridazine,719,1557
Tamsulosin,311,1714
Paroxetine,335,2333
Risperidone,311,1869
Trifluoperazine,731,1561
Brompheniramine,767,1729
Perphenazine,743,1622
Flupentixol,647,1705
Cyclobenzaprine,503,1852
Maprotiline,563,1930
Tolterodine,251,1941
Ergoloid mesylate,791,1608
Oxybutynin,527,1374
Promethazine,839,2045
Pimozide,575,1683
Carvedilol,335,1760
Doxepin,599,2203
Desipramine,671,2413
Domperidone,479,1382
Quetiapine,275,2354
Metoclopramide,659,1639
Aripiprazole,203,2019
Chlorprothixene,707,1404
Paliperidone,155,2244
Methotrimeprazine,731,1682
Tiotropium,203,1805
Solifenacin,179,1658
Pipotiazine,467,1504
Zuclopenthixol,287,1772
Fluspirilene,563,1852
Iloperidone,119,1834
Sertindole,275,1446
Mianserin,527,1785
Asenapine,119,1913
Fesoterodine,143,1854
Lurasidone,107,1798
Methohexital,707,1412
Orphenadrine,743,1778
Mirtazapine,299,1833
Loratadine,371,1674
Cimetidine,503,1949
Trazodone,563,1965
Carbinoxamine,791,1482
Olopatadine,263,1447
Ranitidine,455,1832
Azelastine,395,1630
Diphenhydramine,875,1462
Alimemazine,731,1410
Flunarizine,503,1896
Butriptyline,527,1359
Sorafenib,167,2002
Imatinib,215,1635
Dasatinib,155,1506
Sunitinib,155,1541
Ponatinib,83,1401
Progesterone,1007,1427
Tamoxifen,551,1423
Eplerenone,203,1691
Flutamide,431,1517
Zidovudine,383,1458
Efavirenz,251,1627
Rifampicin,611,1355
Sitagliptin,155,1728
Alogliptin,71,1702
Saxagliptin,119,1657
Diethylstilbestrol,935,1461
Etonogestrel,251,1581
Spironolactone,719,1433
Testosterone,983,1705
Estradiol,995,2082
Mifepristone,371,1564
Ethinylestradiol,971,1472
Budesonide,455,1764
Mestranol,743,1418
Drospirenone,227,1749
Allylestrenol,695,1481
Methyltestosterone,995,1510
Enzalutamide,83,1603
Flunisolide,491,1381
Megestrol acetate,671,1661
Betamethasone,695,1537
Triamcinolone,731,1472
Prednisone,779,1898
Fludrocortisone,779,1442
Hydrocortisone,935,1561
Mometasone,383,1451
Prednisolone,767,1511
Methylprednisolone,767,1505
Dexamethasone,731,1666
Cortisone acetate,827,1445
Paramethasone,695,1443
Ciclesonide,167,1439
Fluticasone furoate,143,1535
Rivaroxaban,131,1734
Apixaban,83,1460
Enalapril,419,1592
Perindopril,371,1475
Captopril,467,1375
Doxycycline,623,1615
Tetracycline,491,1730
Paclitaxel,323,1561
Teniposide,419,1392
Ciprofloxacin,395,1850
Etoposide,455,1431
Doxorubicin,575,1701
Norfloxacin,431,1382
Levofloxacin,311,1832
Grepafloxacin,263,1626
Vincristine,671,1644
Topotecan,275,1631
Colchicine,695,1788
Glyburide,575,1422
Tolbutamide,755,1376
Rosiglitazone,239,1772
Nateglinide,227,1715
Fenofibrate,527,1554
Glipizide,575,1689
Gemfibrozil,443,1559
Celecoxib,239,1943
Losartan,299,1742
Irbesartan,263,1382
Ibuprofen,599,1738
Valdecoxib,215,1875
Mesalazine,371,1508
Acetaminophen,1595,1763
Nabumetone,299,1502
Tenoxicam,383,1544
Rofecoxib,239,1944
Piroxicam,479,1620
Diclofenac,539,1971
Sulindac,515,1356
Flurbiprofen,383,1595
Etodolac,407,1568
Mefenamic acid,671,1583
Naproxen,551,1686
Sulfasalazine,827,1780
Phenylbutazone,803,1814
Meloxicam,275,1891
Carprofen,455,1379
Diflunisal,491,1494
Suprofen,371,1540
Salicylic acid,1727,1640
Meclofenamic acid,467,1380
Acetylsalicylic acid,1439,1955
Oxaprozin,431,1364
Ketoprofen,551,1609
Balsalazide,227,1464
Lumiracoxib,191,1528
Magnesium salicylate,479,1389
Antipyrine,1607,1982
Etoricoxib,203,1948
Niflumic Acid,611,1372
Nimesulide,407,2072
Lornoxicam,263,1520
Pomalidomide,71,2149
