Drug Name,Age,Degree
Galantamine,231,1420
Dimetacrine,639,1722
Butabarbital,1059,1458
Pentobarbital,1083,1854
Secobarbital,1035,1842
Thiopental,1035,1423
Primidone,843,1566
Methylphenobarbital,1059,1449
Phenobarbital,1311,1679
Amobarbital,1155,1256
Hexobarbital,1059,1416
Barbital,1407,1348
Alfentanil,447,1675
Buprenorphine,507,1513
Tramadol,519,1951
Morphine,2439,1376
Codeine,2259,1638
Hydromorphone,1131,1619
Methadone,879,2085
Oxycodone,1239,1248
Dextromethorphan,807,1349
Sufentanil,495,1328
Fentanyl,687,2024
Loperamide,543,1379
Remifentanil,291,1332
Felbamate,327,1331
Halothane,771,1424
Ketamine,687,1863
Tadalafil,219,1339
Anagrelide,279,1493
Theophylline,1419,1287
Chloroquine,879,1580
Pentoxifylline,579,1559
Cilostazol,255,1856
Quinine,2319,2124
Fluconazole,387,1512
Ranolazine,171,1485
Phenytoin,987,1841
Mephenytoin,903,1474
Lamotrigine,363,2139
Carbamazepine,687,2267
Propofol,375,1766
Quinidine,1227,2477
Procainamide,783,1533
Propafenone,519,1533
Fosphenytoin,291,1658
Torasemide,327,1607
Pregabalin,195,1829
Methyclothiazide,723,1477
Isradipine,375,1738
Topiramate,291,1557
Chlorthalidone,723,1437
Diltiazem,555,1648
Trimethadione,891,1794
Nisoldipine,363,1804
Bendroflumethiazide,735,1688
Metolazone,567,1540
Lercanidipine,279,1356
Benzthiazide,723,1420
Ethosuximide,723,1854
Cyclothiazide,687,1508
Verapamil,687,1949
Furosemide,675,1520
Hydroflumethiazide,735,1630
Indapamide,519,1734
Acetazolamide,807,1533
Chlorothiazide,759,1650
Bumetanide,579,1354
Zonisamide,375,2205
Hydrochlorothiazide,735,1910
Trichlormethiazide,723,1630
Felodipine,387,1693
Nitrendipine,423,1405
Nifedipine,543,1934
Bepridil,471,1379
Polythiazide,711,1628
Mibefradil,279,1562
Methsuximide,759,1652
Cinnarizine,711,1372
Baclofen,591,1600
Eszopiclone,195,1685
Zolpidem,387,1343
Isoflurane,495,1568
Ethanol,3087,1521
Methoxyflurane,699,1474
Thiamylal,831,1337
Desflurane,339,1363
Sevoflurane,363,1690
Ketazolam,483,1481
Fluvoxamine,447,2021
Amphetamine,1059,2036
Phentermine,735,1479
Reserpine,807,1881
Citalopram,375,1644
Eletriptan,231,1625
Venlafaxine,327,2036
Etomidate,579,1592
Zolmitriptan,279,1351
Dihydroergotamine,891,1561
Protriptyline,651,1620
Pramipexole,279,1470
Methylphenidate,783,1278
Fluoxetine,399,1731
Duloxetine,195,2208
Clonidine,651,1813
Lisuride,627,1363
Cisapride,363,1539
Dexmedetomidine,255,1767
Epinephrine,1431,1248
Sumatriptan,363,1790
Ergotamine,1191,1577
Tizanidine,291,1527
Apomorphine,1815,1193
Procaine,1383,1406
Tranylcypromine,723,1632
Phenelzine,735,1985
Minaprine,495,1596
Dobutamine,519,1330
Benzphetamine,723,1399
Terbutaline,603,1566
Cocaine,1635,1276
Amantadine,651,1446
Almotriptan,243,1830
Diethylpropion,735,1287
Rizatriptan,267,1589
Pindolol,507,2052
Formoterol,411,1366
Dopamine,555,1295
Frovatriptan,243,1347
Salbutamol,615,1464
Guanfacine,483,1723
Selegiline,459,1810
Sertraline,351,1468
Sibutramine,303,1606
Bupropion,459,1668
Moclobemide,375,1622
Acebutolol,567,1453
Bromocriptine,543,1835
Clomipramine,627,2269
Isocarboxazid,735,1379
Arformoterol,171,1696
Rasagiline,183,1933
Pargyline,687,1397
Milnacipran,135,1855
Lofexidine,471,2005
Rotigotine,171,1357
Droxidopa,375,1315
Vilazodone,111,1379
Desvenlafaxine,147,1821
Mirabegron,99,1661
Levomilnacipran,87,1949
Trimipramine,675,1736
Nefazodone,315,2086
Escitalopram,219,1651
Betaxolol,447,1517
Timolol,555,1856
Sotalol,555,1377
Amiodarone,699,1722
Esmolol,411,1373
Metoprolol,543,1922
Atenolol,543,1333
Propranolol,675,2011
Labetalol,519,1830
Bisoprolol,411,1662
Alprenolol,639,1711
Nadolol,507,1680
Practolol,603,1294
Penbutolol,483,2048
Oxprenolol,603,1812
Nebivolol,279,1364
Bupranolol,615,1425
Palonosetron,207,1564
Doxazosin,387,1345
Ondansetron,363,1437
Dronedarone,135,1488
Ziprasidone,231,1949
Methysergide,735,1491
Disopyramide,519,2178
Amitriptyline,711,2338
Olanzapine,291,1805
Clozapine,579,2324
Thiethylperazine,711,1483
Promazine,771,1847
Prochlorperazine,771,1484
Droperidol,687,1388
Imipramine,735,2260
Chlorpromazine,819,2431
Buspirone,411,1505
Darifenacin,195,1436
Haloperidol,735,2269
Nortriptyline,687,2066
Amoxapine,483,1753
Atropine,1719,1500
Nicardipine,471,1996
Thioridazine,735,1650
Tamsulosin,327,1398
Paroxetine,351,1773
Risperidone,327,1743
Propiomazine,723,1314
Propantheline,807,1543
Dicyclomine,843,1539
Trifluoperazine,747,1482
Brompheniramine,783,1263
Flupentixol,663,1516
Cyclobenzaprine,519,1307
Maprotiline,579,1967
Tolterodine,267,1941
Oxybutynin,543,1365
Promethazine,855,2023
Pimozide,591,1574
Carvedilol,351,1693
Doxepin,615,2273
Flavoxate,603,1541
Desipramine,687,2345
Quetiapine,291,2174
Metoclopramide,675,1960
Aripiprazole,219,1966
Paliperidone,171,2136
Pancuronium,579,1321
Methotrimeprazine,747,1742
Tiotropium,219,1709
Solifenacin,195,1549
Thioproperazine,723,1280
Zuclopenthixol,303,1753
Fluspirilene,579,1522
Iloperidone,135,1791
Mianserin,543,1507
Asenapine,135,1695
Fesoterodine,159,1724
Lurasidone,123,1738
Aclidinium,99,1543
Mecamylamine,771,1480
Dacarbazine,543,1309
Orphenadrine,759,1432
Benzatropine,795,1864
Cetirizine,399,1592
Terfenadine,447,1682
Mirtazapine,315,1631
Cimetidine,519,1531
Trazodone,579,1745
Ranitidine,471,1323
Azelastine,411,1423
Diphenhydramine,891,1483
Flunarizine,519,1769
Butriptyline,543,1504
Epoprostenol,303,1503
Sorafenib,183,1887
Imatinib,231,1474
Dasatinib,171,1397
Tamoxifen,567,1313
Eplerenone,219,1601
Efavirenz,267,1586
Sitagliptin,171,1474
Alogliptin,87,1412
Saxagliptin,135,1400
Testosterone,999,1424
