Drug Name,Age,Degree
Tacrine,298,370
Galantamine,202,369
Donepezil,262,345
Primidone,814,1077
Alfentanil,418,771
Nalbuphine,466,531
Buprenorphine,478,799
Oxymorphone,706,619
Dezocine,382,529
Methadyl Acetate,298,527
Tramadol,490,693
Methadone,850,986
Pethidine,898,745
Butorphanol,478,531
Dextropropoxyphene,730,622
Pentazocine,646,531
Aprepitant,178,673
Sufentanil,466,734
Fentanyl,658,817
Loperamide,514,409
Levorphanol,802,527
Remifentanil,262,655
Felbamate,298,499
Diphenoxylate,694,527
Halothane,742,615
Ketamine,658,604
Levomethadyl Acetate,298,594
Ketobemidone,790,643
Sildenafil,238,829
Anagrelide,250,345
Mefloquine,346,553
Chloroquine,850,1022
Vardenafil,178,319
Dipyridamole,682,650
Cilostazol,226,382
Fluconazole,358,742
Ranolazine,142,771
Phenytoin,958,1145
Clotrimazole,538,825
Lidocaine,838,746
Ropivacaine,262,597
Bupivacaine,634,618
Gefitinib,190,449
Erlotinib,166,367
Lamotrigine,334,681
Carbamazepine,658,1140
Voriconazole,190,796
Propofol,346,675
Levobupivacaine,226,571
Ketoconazole,442,917
Itraconazole,358,772
Propafenone,490,456
Lapatinib,130,413
Posaconazole,154,748
Fosphenytoin,262,1071
Afatinib,58,349
Torasemide,298,766
Pregabalin,166,512
Methyclothiazide,694,637
Isradipine,346,895
Topiramate,262,555
Chlorthalidone,694,737
Diltiazem,526,1066
Amlodipine,334,618
Nimodipine,394,467
Nisoldipine,334,612
Bendroflumethiazide,706,755
Acetyldigitoxin,766,608
Metolazone,538,737
Lercanidipine,250,485
Verapamil,658,986
Furosemide,646,618
Naftifine,358,535
Hydroflumethiazide,706,737
Indapamide,490,845
Terbinafine,334,396
Chlorothiazide,730,737
Bumetanide,550,615
Zonisamide,346,429
Gabapentin,298,507
Hydrochlorothiazide,706,737
Trichlormethiazide,694,659
Felodipine,358,681
Nitrendipine,394,617
Nifedipine,514,655
Levetiracetam,226,544
Bepridil,442,607
Polythiazide,682,659
Quinethazone,658,485
Mibefradil,250,554
Digitoxin,826,810
Piretanide,454,399
Valproic Acid,610,690
Meprobamate,754,557
Eszopiclone,166,462
Zolpidem,358,549
Clorazepate,610,434
Isoflurane,466,566
Methoxyflurane,670,498
Vigabatrin,346,360
Thiamylal,802,641
Desflurane,310,553
Zopiclone,370,466
Sevoflurane,334,748
Flunitrazepam,526,483
Ketazolam,454,592
Perampanel,70,437
Fluvoxamine,418,1073
Reserpine,778,895
Citalopram,346,1001
Eletriptan,202,446
Cabergoline,298,622
Ropinirole,262,816
Venlafaxine,298,1134
Dihydroergotamine,862,948
Protriptyline,622,802
Pramipexole,250,486
Fluoxetine,370,954
Duloxetine,166,842
Brimonidine,262,630
Clonidine,622,860
Cisapride,334,444
Dexmedetomidine,226,559
Sumatriptan,334,352
Tizanidine,262,663
Tranylcypromine,694,901
Phenelzine,706,597
Minaprine,466,601
Pindolol,478,635
Guanfacine,454,739
Selegiline,430,828
Sertraline,322,931
Bupropion,430,405
Moclobemide,346,664
Acebutolol,538,804
Bromocriptine,514,899
Clomipramine,598,1002
Isocarboxazid,706,575
Rasagiline,154,595
Zimelidine,442,666
Milnacipran,106,619
Indacaterol,106,451
Rotigotine,142,587
Tapentadol,118,642
Vilazodone,82,282
Desvenlafaxine,118,675
Mirabegron,70,531
Levomilnacipran,58,839
Trimipramine,646,856
Nefazodone,286,1074
Escitalopram,190,680
Betaxolol,418,801
Timolol,526,820
Sotalol,526,621
Carteolol,454,659
Amiodarone,670,964
Metipranolol,346,569
Esmolol,382,511
Metoprolol,514,1037
Atenolol,514,860
Propranolol,646,900
Labetalol,490,736
Bisoprolol,382,702
Alprenolol,610,582
Nadolol,478,752
Levobunolol,394,459
Penbutolol,454,614
Oxprenolol,574,877
Nebivolol,250,411
Bupranolol,586,535
Doxazosin,358,619
Ondansetron,334,601
Terazosin,394,476
Dronedarone,106,770
Agomelatine,106,372
Ziprasidone,202,955
Dapiprazole,334,406
Amitriptyline,682,935
Olanzapine,262,770
Alfuzosin,358,471
Clozapine,550,1005
Sulpiride,598,528
Loxapine,514,440
Remoxipride,346,446
Promazine,742,761
Prochlorperazine,742,583
Droperidol,658,513
Prazosin,526,684
Imipramine,706,1047
Chlorpromazine,790,987
Buspirone,382,720
Darifenacin,166,449
Haloperidol,706,1010
Triflupromazine,730,653
Nortriptyline,658,743
Amoxapine,454,500
Nicardipine,442,958
Fluphenazine,706,680
Thioridazine,706,869
Tamsulosin,298,410
Paroxetine,322,848
Risperidone,298,850
Trifluoperazine,718,674
Brompheniramine,754,519
Perphenazine,730,625
Flupentixol,634,656
Cyclobenzaprine,490,687
Mesoridazine,574,530
Maprotiline,550,652
Tolterodine,238,362
Promethazine,826,741
Pimozide,562,849
Carvedilol,322,909
Doxepin,586,878
Desipramine,658,924
Domperidone,466,424
Quetiapine,262,848
Aripiprazole,190,747
Chlorprothixene,694,577
Paliperidone,142,611
Methotrimeprazine,718,715
Solifenacin,166,360
Molindone,526,409
Pipotiazine,454,572
Thiothixene,610,480
Zuclopenthixol,274,565
Tetrabenazine,694,531
Iloperidone,106,654
Sertindole,262,502
Silodosin,142,424
Asenapine,106,642
Amisulpride,382,421
Fesoterodine,130,555
Lurasidone,94,549
Mecamylamine,742,564
Vecuronium,406,458
Methohexital,694,604
Orphenadrine,730,522
Clemastine,610,868
Cetirizine,370,381
Mirtazapine,286,761
Loratadine,358,662
Cimetidine,490,663
Trazodone,550,670
Carbinoxamine,778,503
Epinastine,178,485
Olopatadine,250,905
Ranitidine,442,462
Fexofenadine,262,675
Desloratadine,202,659
Azelastine,382,1156
Diphenhydramine,862,629
Levocabastine,298,381
Flunarizine,490,596
Travoprost,202,340
Latanoprost,274,340
Bimatoprost,202,340
Treprostinil,190,561
Iloprost,310,521
Epoprostenol,274,598
Lepirudin,250,380
Bivalirudin,214,380
Argatroban,214,443
Dabigatran etexilate,118,563
Sorafenib,154,610
Imatinib,202,747
Dasatinib,142,827
Sunitinib,142,524
Bosutinib,70,397
Axitinib,70,308
Crizotinib,82,765
Vemurafenib,82,354
Regorafenib,70,310
Ponatinib,70,419
Dabrafenib,58,810
Tamoxifen,538,549
Eplerenone,190,477
Abiraterone,82,528
Leflunomide,238,818
Pravastatin,346,592
Lovastatin,370,872
Nevirapine,238,764
Cerivastatin,250,504
Zidovudine,370,408
Rifabutin,310,753
Efavirenz,238,710
Simvastatin,358,590
Delavirdine,250,789
Rifampicin,598,964
Atorvastatin,262,574
Fluvastatin,286,549
Rosuvastatin,178,490
Sitagliptin,142,505
Alogliptin,58,384
Saxagliptin,106,422
Pitavastatin,178,499
Rilpivirine,82,352
Teriflunomide,70,773
Linagliptin,82,406
Spironolactone,706,637
Estrone,802,795
Mifepristone,358,887
Estramustine,538,415
Drospirenone,214,363
Enzalutamide,70,614
Alclometasone,394,389
Betamethasone,682,603
Prednisone,766,723
Hydrocortisone,922,709
Prednisolone,754,640
Methylprednisolone,754,638
Prednicarbate,322,346
Dexamethasone,718,719
Ciclesonide,154,388
Fondaparinux sodium,202,315
Enoxaparin,298,356
