Drug Name,Age,Degree
Pilocarpine,1674,3
Physostigmine,1698,8
Phenobarbital,1266,227
Barbital,1362,0
Morphine,2394,184
Codeine,2214,83
Oxycodone,1194,120
Menthol,2910,0
Heroin,1422,0
Dihydromorphine,1242,0
Caffeine,1278,159
Theophylline,1374,187
Papaverine,1230,14
Aminophylline,1302,134
Quinine,2274,207
Quinidine,1182,146
Benzocaine,1374,4
Ouabain,1302,0
Ethanol,3042,276
Epinephrine,1386,114
Apomorphine,1770,20
Procaine,1338,1
Cocaine,1590,72
Ephedra,1566,4
Atropine,1674,38
Homatropine Methylbromide,1638,0
Scopolamine,1374,52
Podofilox,2358,0
Acetaminophen,1566,98
Salicylic acid,1698,0
Acetylsalicylic acid,1410,255
Salicylate-sodium,1698,0
Antipyrine,1578,1
