Drug Name,Age,Degree
Nicotine,498,1330
Galantamine,222,1534
Donepezil,282,1480
Dimetacrine,630,1652
Butabarbital,1050,1454
Pentobarbital,1074,1815
Secobarbital,1026,1845
Thiopental,1026,1391
Primidone,834,1551
Methylphenobarbital,1050,1423
Phenobarbital,1302,1793
Hexobarbital,1050,1443
Barbital,1398,1318
Alfentanil,438,1672
Buprenorphine,498,1631
Naloxone,606,1484
Oxymorphone,726,1312
Tramadol,510,2094
Morphine,2430,1645
Codeine,2250,1782
Hydromorphone,1122,1796
Methadone,870,2045
Oxycodone,1230,1360
Dextromethorphan,798,1524
Sufentanil,486,1482
Fentanyl,678,2011
Loperamide,534,1398
Hydrocodone,1146,1505
Halothane,762,1602
Ketamine,678,1756
Ketobemidone,810,1388
Tadalafil,210,1481
Caffeine,1314,1323
Anagrelide,270,1493
Chloroquine,870,1789
Pentoxifylline,570,1541
Dipyridamole,702,1293
Cilostazol,246,1963
Quinine,2310,2080
Fluconazole,378,1471
Ranolazine,162,1634
Phenytoin,978,1879
Ropivacaine,282,1442
Mephenytoin,894,1395
Lamotrigine,354,2251
Carbamazepine,678,2386
Propofol,366,1816
Quinidine,1218,2429
Levobupivacaine,246,1397
Ketoconazole,462,1335
Procainamide,774,1465
Propafenone,510,1667
Fosphenytoin,282,1619
Torasemide,318,1541
Pregabalin,186,1961
Methyclothiazide,714,1306
Isradipine,366,1776
Topiramate,282,1793
Chlorthalidone,714,1382
Diltiazem,546,1677
Trimethadione,882,1830
Amlodipine,354,1722
Nimodipine,414,1591
Nisoldipine,354,1803
Bendroflumethiazide,726,1527
Metolazone,558,1485
Ethosuximide,714,1728
Verapamil,678,1979
Hydroflumethiazide,726,1467
Indapamide,510,1854
Acetazolamide,798,1406
Chlorothiazide,750,1488
Zonisamide,366,2204
Gabapentin,318,1668
Hydrochlorothiazide,726,1725
Trichlormethiazide,714,1466
Felodipine,378,1785
Nitrendipine,414,1633
Nifedipine,534,2235
Levetiracetam,246,1839
Bepridil,462,1627
Polythiazide,702,1464
Mibefradil,270,1516
Methsuximide,750,1547
Cinnarizine,702,1442
Baclofen,582,1591
Valproic Acid,630,1580
Eszopiclone,186,1853
Zolpidem,378,1389
Isoflurane,486,1463
Ethanol,3078,1366
Methoxyflurane,690,1622
Thiamylal,822,1467
Desflurane,330,1366
Zopiclone,390,1429
Sevoflurane,354,1855
Flunitrazepam,546,1341
Ketazolam,474,1709
Fluvoxamine,438,1956
Amphetamine,1050,2024
Phentermine,726,1354
Reserpine,798,1923
Citalopram,366,1855
Eletriptan,222,1725
Cabergoline,318,1468
Venlafaxine,318,2177
Etomidate,570,1584
Dihydroergotamine,882,1569
Protriptyline,642,1686
Pramipexole,270,1458
Methylphenidate,774,1299
Fluoxetine,390,1740
Duloxetine,186,2235
Clonidine,642,1859
Lisuride,618,1525
Cisapride,354,1455
Dexmedetomidine,246,1755
Sumatriptan,354,1897
Ergotamine,1182,1572
Tizanidine,282,1450
Procaine,1374,1343
Tranylcypromine,714,1546
Phenelzine,726,1858
Minaprine,486,1539
Dobutamine,510,1317
Benzphetamine,714,1604
Terbutaline,594,1544
Cocaine,1626,1580
Almotriptan,234,1917
Salmeterol,354,1542
Rizatriptan,258,1528
Pindolol,498,1915
Formoterol,402,1340
Salbutamol,606,1512
Guanfacine,474,1862
Selegiline,450,1923
Sertraline,342,1643
Sibutramine,294,1815
Bupropion,450,1991
Moclobemide,366,1569
Pergolide,450,1334
Acebutolol,558,1563
Bromocriptine,534,1915
Clomipramine,618,2222
Isocarboxazid,726,1316
Arformoterol,162,1700
Rasagiline,174,1854
Pargyline,678,1331
Milnacipran,126,1818
Lofexidine,462,1976
Indacaterol,126,1517
Rotigotine,162,1512
Vilazodone,102,1488
Desvenlafaxine,138,1780
Mirabegron,90,1865
Levomilnacipran,78,2192
Trimipramine,666,1921
Chlorphenamine,846,1398
Nefazodone,306,2033
Escitalopram,210,1660
Betaxolol,438,1409
Timolol,546,1899
Amiodarone,690,1717
Esmolol,402,1334
Metoprolol,534,1926
Propranolol,666,2100
Labetalol,510,1584
Bisoprolol,402,1880
Alprenolol,630,1561
Nadolol,498,1768
Penbutolol,474,1909
Oxprenolol,594,1724
Nebivolol,270,1416
Bupranolol,606,1332
Palonosetron,198,1714
Doxazosin,378,1323
Dolasetron,270,1426
Ondansetron,354,1631
Dronedarone,126,1410
Ziprasidone,222,1719
Methysergide,726,1399
Disopyramide,510,2140
Amitriptyline,702,2419
Olanzapine,282,1967
Clozapine,570,2401
Thiethylperazine,702,1471
Promazine,762,1947
Prochlorperazine,762,1439
Droperidol,678,1382
Imipramine,726,2407
Chlorpromazine,810,2409
Buspirone,402,1957
Haloperidol,726,2105
Triflupromazine,750,1313
Nortriptyline,678,2065
Amoxapine,474,1876
Atropine,1710,1438
Nicardipine,462,2006
Thioridazine,726,1662
Tamsulosin,318,1494
Paroxetine,342,2226
Risperidone,318,1863
Propiomazine,714,1314
Propantheline,798,1398
Dicyclomine,834,1394
Trifluoperazine,738,1689
Brompheniramine,774,1573
Perphenazine,750,1553
Flupentixol,654,1769
Cyclobenzaprine,510,1737
Maprotiline,570,1942
Tolterodine,258,1976
Ergoloid mesylate,798,1397
Promethazine,846,2071
Pimozide,582,1617
Carvedilol,342,1641
Doxepin,606,2423
Flavoxate,594,1396
Desipramine,678,2268
Domperidone,486,1321
Quetiapine,282,2338
Metoclopramide,666,1614
Aripiprazole,210,2059
Chlorprothixene,714,1429
Paliperidone,162,2247
Methotrimeprazine,738,1740
Tiotropium,210,1783
Solifenacin,186,1539
Pipotiazine,474,1355
Zuclopenthixol,294,1697
Fluspirilene,570,1593
Iloperidone,126,1896
Mianserin,534,1661
Asenapine,126,1834
Fesoterodine,150,1939
Lurasidone,114,1694
Aclidinium,90,1398
Mecamylamine,762,1472
Vecuronium,426,1423
Orphenadrine,750,1557
Benzatropine,786,1762
Cetirizine,390,1837
Mirtazapine,306,1671
Loratadine,378,1488
Cimetidine,510,1883
Trazodone,570,1905
Carbinoxamine,798,1377
Ranitidine,462,1591
Fexofenadine,282,1374
Desloratadine,222,1446
Azelastine,402,1603
Diphenhydramine,882,1490
Flunarizine,510,1808
Butriptyline,534,1431
Epoprostenol,294,1526
Dabigatran etexilate,138,1494
Sorafenib,174,1903
Imatinib,222,1508
Dasatinib,162,1427
Sunitinib,162,1338
Ponatinib,90,1348
Eplerenone,210,1350
Zidovudine,390,1486
Efavirenz,258,1531
Sitagliptin,162,1644
Alogliptin,78,1523
Saxagliptin,126,1480
Etonogestrel,258,1390
Spironolactone,726,1348
Testosterone,990,1475
Estradiol,1002,1990
Mifepristone,378,1505
Ethinylestradiol,978,1470
Budesonide,462,1572
Mestranol,750,1312
Drospirenone,234,1331
Methyltestosterone,1002,1296
Enzalutamide,90,1395
Megestrol acetate,678,1536
Prednisone,786,1631
Hydrocortisone,942,1294
Dexamethasone,738,1455
Rivaroxaban,138,1641
Apixaban,90,1465
Fosinopril,354,1330
Enalapril,426,1442
Lisinopril,390,1330
Perindopril,378,1423
Captopril,474,1397
Tetracycline,498,1448
Paclitaxel,330,1519
Ciprofloxacin,402,1767
Doxorubicin,582,1466
Levofloxacin,318,1707
Grepafloxacin,270,1536
Vincristine,678,1396
Topotecan,282,1493
Colchicine,702,1692
Tolbutamide,762,1376
Rosiglitazone,246,1662
Chlorpropamide,738,1328
Nateglinide,234,1613
Fenofibrate,534,1386
Glipizide,582,1529
Gemfibrozil,450,1363
Lenalidomide,174,1444
Celecoxib,246,1845
Losartan,306,1566
Ibuprofen,606,1990
Valdecoxib,222,1725
Icosapent,186,1379
Mesalazine,378,1559
Acetaminophen,1602,1602
Nabumetone,306,1648
Ketorolac,366,1399
Tenoxicam,390,1580
Rofecoxib,246,1728
Piroxicam,486,1658
Fenoprofen,546,1385
Diclofenac,546,1940
Sulindac,522,1396
Flurbiprofen,390,1630
Etodolac,414,1609
Mefenamic acid,678,1620
Naproxen,558,1803
Sulfasalazine,834,1859
Phenylbutazone,810,1645
Meloxicam,282,1763
Carprofen,462,1420
Diflunisal,498,1542
Salicylic acid,1734,1697
Meclofenamic acid,474,1438
Acetylsalicylic acid,1446,2143
Oxaprozin,438,1405
Ketoprofen,558,1676
Balsalazide,234,1512
Lumiracoxib,198,1566
Magnesium salicylate,486,1444
Antrafenine,510,1384
Antipyrine,1614,1892
Tiaprofenic acid,534,1386
Etoricoxib,210,1719
Nimesulide,414,1889
Lornoxicam,270,1555
Pomalidomide,78,2180
