Drug Name,Age,Degree
Levamisole,594,2
Carbachol,834,0
Bethanechol,870,124
Pilocarpine,1722,332
Ambenonium,846,282
Methacholine,414,124
Cytisine,678,0
Pyridostigmine,786,288
Isoflurophate,858,282
Malathion,462,8
Demecarium,738,282
Physostigmine,1746,282
Rivastigmine,282,380
Echothiophate,738,8
Neostigmine,1074,282
Butethal,1170,0
Levallorphan,834,53
Anileridine,750,38
Methadyl Acetate,330,0
Alvimopan,150,53
Glycine,510,8
Pethidine,930,0
Menthol,2958,0
Levomethadyl Acetate,330,0
Heroin,1470,0
Vapreotide,186,184
Avanafil,102,276
Caffeine,1326,649
Papaverine,1278,599
Oxtriphylline,834,579
Enoximone,378,7
Udenafil,186,476
Cetuximab,210,333
Indecainide,378,0
Oxiconazole,450,8
Terconazole,402,0
Clotrimazole,570,21
Hexylcaine,822,0
Cinchocaine,918,284
Prilocaine,690,38
Proparacaine,810,3
Benzonatate,750,0
Oxybuprocaine,810,3
Cromoglicic acid,630,0
Tioconazole,474,16
Tocainide,474,457
Benzocaine,1422,36
Econazole,558,27
Sertaconazole,210,0
Ajmaline,750,427
Aprindine,534,472
Bifonazole,450,304
Permethrin,414,2
Afatinib,90,321
LULICONAZOLE,90,0
Regadenoson,150,39
Drotaverine,666,2
Acetyldigitoxin,798,499
Naftifine,390,0
Dorzolamide,318,208
Ethacrynic acid,654,0
Ethinamate,786,0
Butenafine,294,0
Ouabain,1350,545
Brinzolamide,246,10
Mafenide,870,4
Succinic acid,150,88
Chlormerodrin,822,0
Pyridoxal Phosphate,978,0
Pyruvic acid,366,0
L-Alanine,594,0
Valproic Acid,642,0
Clorazepate,642,0
Arbaclofen,114,0
Isoetarine,954,0
Alseroxylon,822,0
Dipivefrin,510,3
Apraclonidine,390,40
Chloroprocaine,822,367
L-DOPA,642,0
Ergonovine,978,0
Ephedra,1614,0
Fencamfamine,702,0
Methamphetamine,930,0
Propylhexedrine,858,0
Chlorphenamine,858,0
Carteolol,486,296
Metipranolol,378,292
Levobunolol,426,9
Betazole,810,0
Dapiprazole,366,8
Ipratropium bromide,558,0
Ethopropazine,822,0
Methylscopolamine bromide,882,0
Gallamine Triethiodide,834,0
Anisotropine Methylbromide,702,0
Histamine Phosphate,978,0
Homatropine Methylbromide,1686,0
Tropicamide,834,222
Glycopyrrolate,714,0
Carphenazine,702,25
Doxacurium chloride,342,0
Alizapride,474,25
Propericiazine,618,0
Silodosin,174,465
Betahistine,630,199
Bromopride,522,26
Cisatracurium Besylate,306,0
Diphemanil Methylsulfate,822,0
Cyclopentolate,810,223
Lindane,834,2
Gadopentetate dimeglumine,402,0
Loratadine,390,405
Nizatidine,402,482
Azatadine,630,473
Epinastine,210,21
Olopatadine,282,0
Tripelennamine,894,278
Methdilazine,726,126
Ketotifen,510,392
Fexofenadine,294,371
Emedastine,330,7
Levocabastine,330,501
Diphenylpyraline,834,35
Phenindamine,882,38
Pheniramine,870,389
Clofedanol,750,24
Bepotastine,246,0
Alcaftadine,126,7
Antazoline,870,392
Isothipendyl,762,38
Roxatidine acetate,414,115
Chlorcyclizine,858,391
Travoprost,234,289
Carboprost Tromethamine,498,0
Latanoprost,306,113
Alprostadil,474,170
Bimatoprost,234,293
Dinoprostone,582,306
Misoprostol,414,21
Dinoprost Tromethamine,546,0
Tafluprost,102,112
Hirulog,246,0
Suramin,1206,4
Amlexanox,294,0
Pentosan Polysulfate,330,0
Cabozantinib,102,433
Flavopiridol,162,0
Fulvestrant,222,52
Clomifene,654,189
Rifabutin,342,431
Zalcitabine,342,123
Atovaquone,342,251
Rifaximin,198,486
Chlorotrianisene,822,495
Conjugated Estrogens,954,0
Dydrogesterone,714,111
Raloxifene,270,447
Fluticasone Propionate,366,0
Medroxyprogesterone Acetate,750,0
Oxandrolone,678,357
Estrone,834,360
Norethindrone,762,0
Ethynodiol,666,0
Drostanolone,714,0
Dienestrol,834,354
Nandrolone phenpropionate,738,184
Fluoxymesterone,774,160
Estramustine,570,336
Danazol,582,377
Testosterone Propionate,1002,0
Estropipate,630,0
Quinestrol,630,504
Norelgestromin,234,412
Nandrolone decanoate,702,195
Diflorasone,510,124
Alclometasone,426,128
Medrysone,606,185
Amcinonide,510,128
Fluorometholone,738,185
Beclomethasone,582,0
Desoximetasone,630,124
Azelaic Acid,294,0
Fluocinolone Acetonide,714,0
Halobetasol Propionate,354,0
Flumethasone (pivalate),678,0
Hydrocortamate,774,216
Clocortolone,522,124
Flurandrenolide,702,128
Clobetasol propionate,570,131
Fluocinonide,606,128
Prednicarbate,354,136
Desonide,582,136
Difluprednate,510,184
Stavudine,318,349
Acetohydroxamic Acid,450,0
Fondaparinux sodium,234,0
Lymecycline,690,328
Oxytetracycline,846,377
Demeclocycline,738,312
Spectinomycin,594,17
Methacycline,690,0
Rolitetracycline,738,245
Amsacrine,450,470
Valrubicin,270,5
Podofilox,2406,0
Epirubicin,258,478
Sodium stibogluconate,966,0
Besifloxacin,138,9
Probucol,522,358
Crofelemer,102,0
Clofibrate,690,403
Bezafibrate,522,325
Masoprocol,342,4
Aminosalicylic Acid,870,0
Diethylcarbamazine,858,282
Suprofen,390,124
Bromfenac,282,124
Salicylate-sodium,1746,0
Niflumic Acid,630,0
Acetylcysteine,630,54
Nepafenac,186,124
