Drug Name,Age,Degree
Levamisole,549,4
Nicotine,465,306
Cevimeline,201,183
Varenicline,129,69
Methacholine,369,55
Tacrine,285,338
Galantamine,189,377
Malathion,417,178
Donepezil,249,319
Rivastigmine,237,175
Butalbital,561,324
Naltrexone,393,223
Naloxone,573,284
Dezocine,369,453
Methadyl Acetate,285,451
Alvimopan,105,41
Methylnaltrexone,105,20
Glycine,465,0
Remifentanil,249,451
Felbamate,285,482
Memantine,405,161
Vapreotide,141,11
Ifenprodil,537,134
Tadalafil,177,230
Avanafil,57,86
Milrinone,357,132
Anagrelide,237,319
Pentostatin,309,26
Pentoxifylline,537,264
Vardenafil,165,299
Levosimendan,201,0
Cilostazol,213,348
Amrinone,417,97
Roflumilast,81,168
Enoximone,333,0
Ibudilast,333,132
Udenafil,141,228
Tofisopam,501,2
Acarbose,261,176
Miglitol,249,175
Voglibose,273,116
Cetuximab,165,13
Indecainide,333,0
Dofetilide,213,307
Oxiconazole,405,108
Terconazole,357,66
Ropivacaine,249,460
Ibutilide,261,161
Gefitinib,177,465
Mexiletine,489,296
Erlotinib,153,343
Moricizine,321,121
Riluzole,261,30
Oxcarbazepine,321,35
Levobupivacaine,213,415
Tioconazole,429,70
Tocainide,429,0
Miconazole,549,337
Econazole,513,73
Sertaconazole,165,66
Flecainide,417,229
Halofantrine,393,167
Encainide,357,64
Lapatinib,117,424
Aprindine,489,64
Bifonazole,405,68
Permethrin,369,96
Afatinib,45,360
LULICONAZOLE,45,0
Vandetanib,69,233
Adenosine,333,8
Regadenoson,105,4
Pregabalin,153,439
Topiramate,249,490
Nimodipine,381,412
Lercanidipine,237,329
Naftifine,345,341
Terbinafine,321,397
Dorzolamide,273,280
Zonisamide,333,407
Gabapentin,285,429
Butenafine,249,66
Diazoxide,561,224
Bretylium,525,261
Brinzolamide,201,99
Mibefradil,237,486
Piretanide,441,271
Succinic acid,105,0
Pyruvic acid,321,0
L-Alanine,549,0
Baclofen,549,322
Enflurane,537,338
Eszopiclone,153,434
Isoflurane,453,410
Progabide,381,3
Vigabatrin,333,327
Desflurane,297,390
Zopiclone,357,441
Perampanel,57,414
Arbaclofen,69,0
Glisoxepide,513,69
Midodrine,477,134
Eletriptan,189,466
Guanadrel,405,164
Reboxetine,237,266
Cabergoline,285,355
Etomidate,537,365
Zolmitriptan,237,180
Pramipexole,237,294
Dipivefrin,465,110
Duloxetine,153,516
Mazindol,501,0
Cisapride,321,385
Guanabenz,417,217
Dexmedetomidine,213,487
Sumatriptan,321,334
Fenoldopam,273,164
Dobutamine,477,120
Ritodrine,501,117
Terbutaline,561,188
Almotriptan,201,312
Salmeterol,321,236
Naratriptan,237,153
Rizatriptan,225,179
Apraclonidine,345,165
Formoterol,369,268
Dopamine,513,168
Frovatriptan,201,178
Salbutamol,573,150
Arbutamine,237,78
Sibutramine,261,86
Bupropion,417,406
Pergolide,417,166
Dexfenfluramine,381,86
Lisdexamfetamine,117,222
Arformoterol,129,257
Fenoterol,549,117
Pirbuterol,417,78
