Drug Name,Age,Degree
Pilocarpine,1686,150
Physostigmine,1710,155
Neostigmine,1038,321
Butabarbital,1026,326
Pentobarbital,1050,942
Secobarbital,1002,709
Thiopental,1002,567
Methylphenobarbital,1026,590
Phenobarbital,1278,1118
Amobarbital,1122,557
Aprobarbital,1170,0
Butethal,1134,326
Hexobarbital,1026,652
Barbital,1374,557
Morphine,2406,854
Codeine,2226,541
Hydromorphone,1098,579
Oxycodone,1206,561
Menthol,2922,0
Hydrocodone,1122,589
Heroin,1434,443
Dihydromorphine,1254,443
Caffeine,1290,509
Theophylline,1386,483
Papaverine,1242,184
Aminophylline,1314,316
Quinine,2286,892
Quinidine,1194,790
Benzocaine,1386,491
Ouabain,1314,537
Ethanol,3054,514
Amphetamine,1026,331
Epinephrine,1398,210
Ergotamine,1158,560
Apomorphine,1782,334
Procaine,1350,331
Cocaine,1602,535
Ergonovine,942,514
Ephedra,1578,104
Ephedrine,1098,74
Atropine,1686,164
Homatropine Methylbromide,1650,0
Scopolamine,1386,574
Suramin,1170,16
Progesterone,990,548
Estradiol,978,550
Podofilox,2370,116
Acetaminophen,1578,440
Salicylic acid,1710,767
Acetylsalicylic acid,1422,744
Salicylate-sodium,1710,0
Antipyrine,1590,583
