Drug Name,Age,Degree
Levamisole,562,4
Nicotine,478,321
Cevimeline,214,193
Succinylcholine,790,164
Carbachol,802,68
Bethanechol,838,68
Ambenonium,814,172
Decamethonium,826,254
Varenicline,142,107
Methacholine,382,68
Cytisine,646,0
Pyridostigmine,754,175
Isoflurophate,826,247
Malathion,430,215
Hexafluronium,754,0
Demecarium,706,172
Rivastigmine,250,231
Edrophonium,802,185
Echothiophate,706,172
Dimetacrine,610,0
Tubocurarine,874,356
Butalbital,574,360
Talbutal,754,0
Metharbital,838,3
Heptabarbital,838,0
Levallorphan,802,2
Naltrexone,406,241
Anileridine,718,0
Naloxone,586,285
Alvimopan,118,48
Methylnaltrexone,118,25
Glycine,478,0
Dextromethorphan,778,461
Memantine,418,204
Pentolinium,790,348
Trimethaphan,778,348
Phencyclidine,814,0
Vapreotide,154,23
Ifenprodil,550,150
Tadalafil,190,286
Avanafil,70,78
Milrinone,370,148
Pentostatin,322,50
Dyphylline,838,245
Pentoxifylline,550,329
Levosimendan,214,183
Primaquine,790,369
Oxtriphylline,802,25
Amrinone,430,146
Roflumilast,94,191
Enoximone,346,0
Ibudilast,346,148
Udenafil,154,262
Tofisopam,514,27
Acarbose,274,208
Miglitol,262,208
Voglibose,286,113
Cetuximab,178,36
Indecainide,346,0
Dofetilide,226,290
Oxiconazole,418,128
Terconazole,370,89
Ibutilide,274,161
Mexiletine,502,292
Hexylcaine,790,0
Cinchocaine,886,359
Mephenytoin,874,149
Dyclonine,742,359
Moricizine,334,151
Riluzole,274,30
Prilocaine,658,381
Ethotoin,730,371
Oxcarbazepine,334,59
Proparacaine,778,359
Benzonatate,718,0
Oxybuprocaine,778,359
Mepivacaine,706,393
Cromoglicic acid,598,0
Tioconazole,442,112
Procainamide,754,219
Tocainide,442,0
Miconazole,562,350
Phenacemide,826,3
Econazole,526,116
Sertaconazole,178,89
Flecainide,430,208
Halofantrine,406,160
Encainide,370,67
Ajmaline,718,70
Aprindine,502,67
Phenazopyridine,694,4
Bifonazole,418,107
Permethrin,382,89
LULICONAZOLE,58,0
Vandetanib,82,231
Adenosine,346,9
Regadenoson,118,4
Drotaverine,634,0
Ethoxzolamide,730,98
Trimethadione,862,140
Methocarbamol,730,359
Benzthiazide,694,2
Ethosuximide,694,452
Cyclothiazide,658,248
Methazolamide,706,300
Acetazolamide,778,126
Dorzolamide,286,326
Ethacrynic acid,622,0
Ethinamate,754,0
Butenafine,262,80
Diazoxide,574,259
Diclofenamide,718,230
Bretylium,538,313
Brinzolamide,214,103
Cyclandelate,718,0
Methsuximide,730,392
Mafenide,838,6
Cinnarizine,682,281
Succinic acid,118,0
Chlormerodrin,790,0
Pyridoxal Phosphate,946,0
Pyruvic acid,334,0
L-Alanine,562,0
Baclofen,562,358
Enflurane,550,373
Progabide,394,3
Methyprylon,754,67
Chlormezanone,718,358
Glutethimide,766,367
Arbaclofen,82,0
Phenformin,706,170
Glisoxepide,526,83
Phentermine,706,327
Midodrine,490,170
Isoetarine,922,111
Guanadrel,418,200
Reboxetine,250,248
Etomidate,550,399
Zolmitriptan,250,191
Norepinephrine,814,183
Alseroxylon,790,0
Phenylpropanolamine,958,170
Methylphenidate,754,400
Dipivefrin,478,126
Fenfluramine,658,70
Mazindol,514,0
Lisuride,598,324
Metaraminol,766,123
Guanabenz,430,275
Methoxamine,826,123
Modafinil,382,243
Fenoldopam,286,296
Orciprenaline,682,157
Phenmetrazine,766,50
Dobutamine,490,172
Pseudoephedrine,718,422
Benzphetamine,694,439
Ritodrine,514,156
Terbutaline,574,228
Amantadine,622,276
Almotriptan,214,306
Oxymetazoline,682,122
Diethylpropion,706,275
Salmeterol,334,247
Naratriptan,250,166
Rizatriptan,238,190
Apraclonidine,358,242
Formoterol,382,288
Dopamine,526,186
Frovatriptan,214,189
Salbutamol,586,203
Isoprenaline,826,170
Deserpidine,730,200
Arbutamine,250,111
Sibutramine,274,80
Chloroprocaine,790,359
Pergolide,430,360
Dexfenfluramine,394,85
L-DOPA,610,0
Lisdexamfetamine,130,274
Arformoterol,142,273
Hydralazine,790,462
Fenoterol,562,157
Pirbuterol,430,112
Mephentermine,850,350
Procaterol,454,156
Ginkgo biloba,538,197
Clenbuterol,490,180
Bambuterol,334,86
Fencamfamine,670,406
Methamphetamine,898,404
Phendimetrazine,682,1
Pargyline,658,427
Lofexidine,442,339
Droxidopa,346,146
Xylometazoline,706,374
Dexmethylphenidate,202,160
Isometheptene,838,32
Levonordefrin,694,85
Naphazoline,910,78
Propylhexedrine,826,0
Captodiame,718,1
Chlorphenamine,826,476
Practolol,574,332
Betazole,778,0
Palonosetron,178,183
Atracurium,418,0
Dolasetron,250,290
Granisetron,322,268
Alosetron,214,125
Dextroamphetamine,502,333
Dalfampridine,94,8
Cinitapride,334,0
Methysergide,706,242
Disopyramide,490,393
Ipratropium bromide,526,286
Metixene,694,162
Methylergometrine,862,455
Thiethylperazine,682,151
Trihexyphenidyl,826,162
Oxyphencyclimine,706,0
Procyclidine,754,162
Ethopropazine,790,186
Hyoscyamine,694,181
Cyproheptadine,682,407
Methylscopolamine bromide,850,0
Gallamine Triethiodide,802,356
Tridihexethyl,766,0
Anisotropine Methylbromide,670,162
Histamine Phosphate,946,0
Phentolamine,790,296
Nicergoline,550,276
Rocuronium,286,83
Benzquinamide,526,0
Clidinium,682,357
Propiomazine,694,0
Propantheline,778,162
Cryptenamine,766,200
Tolazoline,838,296
Dicyclomine,814,162
Tropicamide,802,162
Phenoxybenzamine,778,365
Glycopyrrolate,682,0
Carphenazine,670,0
Ergoloid mesylate,778,435
Oxybutynin,514,269
Acetophenazine,682,88
