Drug Name,Age,Degree
Nicotine,457,17
Cevimeline,193,3
Varenicline,121,15
Methacholine,361,20
Tacrine,277,142
Galantamine,181,65
Malathion,409,0
Donepezil,241,56
Rivastigmine,229,73
Naltrexone,385,20
Alfentanil,397,93
Nalbuphine,445,60
Buprenorphine,457,226
Dezocine,361,0
Methadyl Acetate,277,0
Alvimopan,97,20
Methylnaltrexone,97,4
Glycine,457,0
Tramadol,469,220
Butorphanol,457,78
Aprepitant,157,210
Sufentanil,445,113
Remifentanil,241,65
Felbamate,277,84
Memantine,397,14
Levomethadyl Acetate,277,0
Vapreotide,133,0
Tadalafil,169,139
Avanafil,49,64
Sildenafil,217,91
Milrinone,349,1
Anagrelide,229,51
Mefloquine,325,100
Pentostatin,301,15
Vardenafil,157,133
Levosimendan,193,0
Cilostazol,205,118
Amrinone,409,51
Roflumilast,73,150
Enoximone,325,0
Ibudilast,325,1
Udenafil,133,0
Acarbose,253,17
Miglitol,241,15
Voglibose,265,0
Cetuximab,157,0
Indecainide,325,0
Fluconazole,337,257
Dofetilide,205,217
Oxiconazole,397,0
Ranolazine,121,149
Terconazole,349,1
Ropivacaine,241,11
Ibutilide,253,10
Gefitinib,169,62
Mexiletine,481,59
Erlotinib,145,66
Lamotrigine,313,103
Voriconazole,169,242
Moricizine,313,0
Riluzole,253,3
Oxcarbazepine,313,36
Propofol,325,47
Levobupivacaine,205,18
Tioconazole,421,3
Ketoconazole,421,261
Tocainide,421,0
Sertaconazole,157,0
Itraconazole,337,255
Propafenone,469,105
Flecainide,409,35
Halofantrine,385,30
Encainide,349,0
Lapatinib,109,80
Posaconazole,133,205
Fosphenytoin,241,300
Aprindine,481,0
Bifonazole,397,0
Permethrin,361,0
Afatinib,37,55
LULICONAZOLE,37,0
Vandetanib,61,45
Adenosine,325,8
Regadenoson,97,4
Torasemide,277,209
Pregabalin,145,48
Isradipine,325,111
Topiramate,241,151
Amlodipine,313,120
Nimodipine,373,179
