Drug Name,Age,Degree
Levamisole,591,2
Carbachol,831,0
Bethanechol,867,124
Pilocarpine,1719,313
Ambenonium,843,282
Methacholine,411,124
Cytisine,675,0
Pyridostigmine,783,286
Isoflurophate,855,282
Malathion,459,9
Demecarium,735,282
Physostigmine,1743,282
Rivastigmine,279,381
Echothiophate,735,7
Neostigmine,1071,282
Butethal,1167,0
Levallorphan,831,53
Anileridine,747,38
Methadyl Acetate,327,0
Alvimopan,147,53
Glycine,507,8
Pethidine,927,0
Menthol,2955,0
Levomethadyl Acetate,327,0
Heroin,1467,0
Vapreotide,183,160
Avanafil,99,276
Caffeine,1323,647
Papaverine,1275,597
Oxtriphylline,831,579
Enoximone,375,7
Udenafil,183,474
Cetuximab,207,333
Indecainide,375,0
Oxiconazole,447,6
Terconazole,399,0
Clotrimazole,567,19
Hexylcaine,819,0
Cinchocaine,915,284
Prilocaine,687,38
Proparacaine,807,3
Benzonatate,747,0
Oxybuprocaine,807,3
Cromoglicic acid,627,0
Tioconazole,471,14
Tocainide,471,456
Benzocaine,1419,36
Econazole,555,23
Sertaconazole,207,0
Ajmaline,747,424
Aprindine,531,476
Bifonazole,447,276
Permethrin,411,2
Afatinib,87,316
LULICONAZOLE,87,0
Regadenoson,147,39
Drotaverine,663,2
Acetyldigitoxin,795,498
Naftifine,387,0
Dorzolamide,315,205
Ethacrynic acid,651,0
Ethinamate,783,0
Butenafine,291,0
Ouabain,1347,543
Brinzolamide,243,5
Mafenide,867,5
Succinic acid,147,88
Chlormerodrin,819,0
Pyridoxal Phosphate,975,0
Pyruvic acid,363,0
L-Alanine,591,0
Valproic Acid,639,0
Clorazepate,639,0
Arbaclofen,111,0
Isoetarine,951,0
Alseroxylon,819,0
Dipivefrin,507,3
Apraclonidine,387,39
Chloroprocaine,819,367
L-DOPA,639,0
Ergonovine,975,0
Ephedra,1611,0
Fencamfamine,699,0
Methamphetamine,927,0
Propylhexedrine,855,0
Chlorphenamine,855,0
Carteolol,483,295
Metipranolol,375,291
Levobunolol,423,8
Betazole,807,0
Dapiprazole,363,6
Ipratropium bromide,555,0
Ethopropazine,819,0
Methylscopolamine bromide,879,0
Gallamine Triethiodide,831,0
Anisotropine Methylbromide,699,0
Histamine Phosphate,975,0
Homatropine Methylbromide,1683,0
Tropicamide,831,222
Glycopyrrolate,711,0
Carphenazine,699,25
Doxacurium chloride,339,0
Alizapride,471,25
Propericiazine,615,0
Silodosin,171,460
Betahistine,627,199
Bromopride,519,26
Cisatracurium Besylate,303,0
Diphemanil Methylsulfate,819,0
Cyclopentolate,807,223
Lindane,831,2
Gadopentetate dimeglumine,399,0
Loratadine,387,403
Nizatidine,399,481
Azatadine,627,468
Epinastine,207,18
Olopatadine,279,0
Tripelennamine,891,278
Methdilazine,723,125
Ketotifen,507,389
Fexofenadine,291,364
Emedastine,327,6
Levocabastine,327,500
Diphenylpyraline,831,34
Phenindamine,879,37
Pheniramine,867,386
Clofedanol,747,24
Bepotastine,243,0
Alcaftadine,123,6
Antazoline,867,390
Isothipendyl,759,37
Roxatidine acetate,411,114
Chlorcyclizine,855,388
Travoprost,231,289
Carboprost Tromethamine,495,0
Latanoprost,303,113
Alprostadil,471,171
Bimatoprost,231,293
Dinoprostone,579,305
Misoprostol,411,21
Dinoprost Tromethamine,543,0
Tafluprost,99,112
Hirulog,243,0
Suramin,1203,4
Amlexanox,291,0
Pentosan Polysulfate,327,0
Cabozantinib,99,433
Flavopiridol,159,0
Fulvestrant,219,51
Clomifene,651,182
Rifabutin,339,410
Zalcitabine,339,123
Atovaquone,339,248
Rifaximin,195,478
Chlorotrianisene,819,496
Conjugated Estrogens,951,0
Dydrogesterone,711,111
Raloxifene,267,433
Fluticasone Propionate,363,0
Medroxyprogesterone Acetate,747,0
Oxandrolone,675,355
Estrone,831,360
Norethindrone,759,0
Ethynodiol,663,0
Drostanolone,711,0
Dienestrol,831,354
Nandrolone phenpropionate,735,184
Fluoxymesterone,771,160
Estramustine,567,335
Danazol,579,350
Testosterone Propionate,999,0
Estropipate,627,0
Quinestrol,627,505
Norelgestromin,231,413
Nandrolone decanoate,699,195
Diflorasone,507,256
Alclometasone,423,259
Medrysone,603,260
Amcinonide,507,260
Fluorometholone,735,260
Beclomethasone,579,0
Desoximetasone,627,256
Azelaic Acid,291,0
Fluocinolone Acetonide,711,0
Halobetasol Propionate,351,0
Flumethasone (pivalate),675,0
Hydrocortamate,771,197
Clocortolone,519,256
Flurandrenolide,699,259
Clobetasol propionate,567,263
Fluocinonide,603,260
Prednicarbate,351,265
Desonide,579,265
Difluprednate,507,259
Stavudine,315,349
Acetohydroxamic Acid,447,0
Fondaparinux sodium,231,0
Lymecycline,687,312
Oxytetracycline,843,378
Demeclocycline,735,313
Spectinomycin,591,17
Methacycline,687,0
Rolitetracycline,735,246
Amsacrine,447,469
Vindesine,483,531
Valrubicin,267,4
Podofilox,2403,0
Epirubicin,255,477
Sodium stibogluconate,963,0
Besifloxacin,135,8
Probucol,519,357
Crofelemer,99,0
Clofibrate,687,383
Bezafibrate,519,323
Masoprocol,339,4
Aminosalicylic Acid,867,0
Diethylcarbamazine,855,282
Suprofen,387,124
Bromfenac,279,124
Salicylate-sodium,1743,0
Niflumic Acid,627,0
Acetylcysteine,627,54
Nepafenac,183,124
