Drug Name,Age,Degree
Nicotine,462,17
Cevimeline,198,3
Varenicline,126,15
Methacholine,366,20
Tacrine,282,142
Galantamine,186,65
Malathion,414,0
Donepezil,246,56
Rivastigmine,234,73
Naltrexone,390,20
Alfentanil,402,93
Nalbuphine,450,60
Buprenorphine,462,226
Dezocine,366,0
Methadyl Acetate,282,0
Alvimopan,102,20
Methylnaltrexone,102,4
Glycine,462,0
Tramadol,474,220
Butorphanol,462,78
Aprepitant,162,210
Sufentanil,450,113
Remifentanil,246,65
Felbamate,282,84
Memantine,402,14
Levomethadyl Acetate,282,0
Vapreotide,138,0
Tadalafil,174,139
Avanafil,54,64
Sildenafil,222,91
Milrinone,354,1
Anagrelide,234,50
Mefloquine,330,100
Pentostatin,306,15
Vardenafil,162,133
Levosimendan,198,0
Cilostazol,210,117
Amrinone,414,51
Roflumilast,78,150
Enoximone,330,0
Ibudilast,330,1
Udenafil,138,0
Acarbose,258,16
Miglitol,246,14
Voglibose,270,0
Cetuximab,162,0
Indecainide,330,0
Fluconazole,342,257
Dofetilide,210,217
Oxiconazole,402,0
Ranolazine,126,149
Terconazole,354,1
Ropivacaine,246,11
Ibutilide,258,10
Gefitinib,174,62
Mexiletine,486,59
Erlotinib,150,66
Lamotrigine,318,103
Voriconazole,174,242
Moricizine,318,0
Riluzole,258,3
Oxcarbazepine,318,36
Propofol,330,47
Levobupivacaine,210,18
Tioconazole,426,3
Ketoconazole,426,261
Tocainide,426,0
Sertaconazole,162,0
Itraconazole,342,255
Propafenone,474,105
Flecainide,414,35
Halofantrine,390,30
Encainide,354,0
Lapatinib,114,80
Posaconazole,138,205
Fosphenytoin,246,300
Aprindine,486,0
Bifonazole,402,0
Permethrin,366,0
Afatinib,42,55
LULICONAZOLE,42,0
Vandetanib,66,45
Adenosine,330,8
Regadenoson,102,4
Torasemide,282,207
Pregabalin,150,48
Isradipine,330,111
Topiramate,246,150
Amlodipine,318,120
Nimodipine,378,179
Nisoldipine,318,122
Lercanidipine,234,66
Naftifine,342,0
Indapamide,474,103
Terbinafine,318,34
Dorzolamide,270,4
Zonisamide,330,71
Gabapentin,282,85
Felodipine,342,110
Nitrendipine,378,52
Butenafine,246,0
Brinzolamide,198,22
Levetiracetam,210,33
Bepridil,426,85
Mibefradil,234,0
Piretanide,438,0
Succinic acid,102,0
Pyruvic acid,318,0
Eszopiclone,150,56
Zolpidem,342,204
Isoflurane,450,52
Progabide,378,2
Vigabatrin,330,36
Desflurane,294,44
Zopiclone,354,84
Sevoflurane,318,46
Ketazolam,438,11
Perampanel,54,195
Arbaclofen,66,0
Fluvoxamine,402,263
Midodrine,474,123
Citalopram,330,287
Eletriptan,186,93
Guanadrel,402,0
Reboxetine,234,1
Cabergoline,282,95
Ropinirole,246,157
Venlafaxine,282,173
Zolmitriptan,234,51
Pramipexole,234,148
Dipivefrin,462,78
Fluoxetine,354,184
Duloxetine,150,230
Brimonidine,246,279
Cisapride,318,48
Guanabenz,414,0
Dexmedetomidine,210,30
Sumatriptan,318,49
Tizanidine,246,152
Modafinil,366,86
Fenoldopam,270,0
Minaprine,450,0
Dobutamine,474,77
Almotriptan,198,67
Salmeterol,318,125
Naratriptan,234,48
Rizatriptan,222,50
Pindolol,462,72
Apraclonidine,342,26
Formoterol,366,89
Frovatriptan,198,48
Guanfacine,438,119
Selegiline,414,122
Arbutamine,234,0
Sertraline,306,148
Sibutramine,258,0
Bupropion,414,75
Moclobemide,330,141
Pergolide,414,0
Dexfenfluramine,378,0
Lisdexamfetamine,114,94
Arformoterol,126,49
Pirbuterol,414,44
Procaterol,438,0
Rasagiline,138,121
Clenbuterol,474,59
Bambuterol,318,1
Zimelidine,426,0
Milnacipran,90,97
Lofexidine,426,0
Indacaterol,90,64
Rotigotine,126,146
Tapentadol,102,216
Droxidopa,330,12
Vilazodone,66,164
Desvenlafaxine,102,98
Dexmethylphenidate,186,72
Mirabegron,54,118
Levomilnacipran,42,125
Nefazodone,270,215
Escitalopram,174,153
Betaxolol,402,80
Carteolol,438,53
Metipranolol,330,42
Esmolol,366,116
Labetalol,474,123
Bisoprolol,366,93
Nadolol,462,173
Levobunolol,378,42
Penbutolol,438,69
Nebivolol,234,107
Palonosetron,162,11
Doxazosin,342,79
Atracurium,402,0
Dolasetron,234,14
Granisetron,306,67
Ondansetron,318,95
Alosetron,198,29
Terazosin,378,54
Dextroamphetamine,486,99
Dronedarone,90,148
Agomelatine,90,9
Dalfampridine,78,3
Cinitapride,318,0
Ziprasidone,186,133
Disopyramide,474,109
Dapiprazole,318,0
Olanzapine,246,185
Alfuzosin,342,152
Remoxipride,330,71
