Drug Name,Age,Degree
Levamisole,558,4
Nicotine,474,308
Cevimeline,210,187
Succinylcholine,786,138
Carbachol,798,58
Bethanechol,834,58
Ambenonium,810,155
Decamethonium,822,222
Varenicline,138,95
Methacholine,378,58
Cytisine,642,0
Pyridostigmine,750,158
Isoflurophate,822,226
Malathion,426,194
Hexafluronium,750,0
Demecarium,702,155
Rivastigmine,246,188
Edrophonium,798,161
Echothiophate,702,155
Dimetacrine,606,0
Tubocurarine,870,311
Butalbital,570,329
Talbutal,750,0
Metharbital,834,3
Heptabarbital,834,0
Levallorphan,798,2
Naltrexone,402,225
Anileridine,714,0
Naloxone,582,282
Alvimopan,114,42
Methylnaltrexone,114,20
Glycine,474,0
Dextromethorphan,774,429
Levorphanol,798,443
Memantine,414,176
Pentolinium,786,296
Trimethaphan,774,296
Phencyclidine,810,0
Vapreotide,150,12
Ifenprodil,546,128
Tadalafil,186,235
Avanafil,66,87
Milrinone,366,126
Pentostatin,318,36
Dyphylline,834,226
Pentoxifylline,546,282
Levosimendan,210,184
Primaquine,786,324
Oxtriphylline,798,25
Amrinone,426,119
Roflumilast,90,184
Enoximone,342,0
Ibudilast,342,126
Tofisopam,510,1
Acarbose,270,197
Miglitol,258,197
Voglibose,282,112
Cetuximab,174,21
Indecainide,342,0
Oxiconazole,414,111
Terconazole,366,74
Ibutilide,270,161
Mexiletine,498,288
Hexylcaine,786,0
Cinchocaine,882,328
Mephenytoin,870,142
Dyclonine,738,328
Moricizine,330,127
Riluzole,270,30
Prilocaine,654,350
Ethotoin,726,337
Oxcarbazepine,330,60
Proparacaine,774,328
Benzonatate,714,0
Oxybuprocaine,774,328
Mepivacaine,702,357
Cromoglicic acid,594,0
Tioconazole,438,78
Procainamide,750,212
Tocainide,438,0
Miconazole,558,320
Phenacemide,822,3
Econazole,522,81
Sertaconazole,174,74
Flecainide,426,206
Halofantrine,402,165
Encainide,366,64
Ajmaline,714,67
Aprindine,498,64
Phenazopyridine,690,4
Bifonazole,414,75
Permethrin,378,96
LULICONAZOLE,54,0
Adenosine,342,9
Regadenoson,114,4
Drotaverine,630,0
Ethoxzolamide,726,85
Trimethadione,858,138
Methocarbamol,726,328
Benzthiazide,690,2
Ethosuximide,690,425
Cyclothiazide,654,212
Methazolamide,702,263
Acetazolamide,774,266
Ethacrynic acid,618,0
Ethinamate,750,0
Butenafine,258,74
Diazoxide,570,225
Diclofenamide,714,225
Bretylium,534,285
Brinzolamide,210,108
Quinethazone,654,416
Piretanide,450,335
Cyclandelate,714,0
Methsuximide,726,359
Mafenide,834,6
Cinnarizine,678,246
Succinic acid,114,0
Chlormerodrin,786,0
Pyridoxal Phosphate,942,0
Pyruvic acid,330,0
L-Alanine,558,0
Baclofen,558,327
Enflurane,546,343
Progabide,390,3
Methyprylon,750,64
Chlormezanone,714,327
Glutethimide,762,333
Arbaclofen,78,0
Phenformin,702,166
Glisoxepide,522,72
Phentermine,702,278
Midodrine,486,145
Isoetarine,918,103
Guanadrel,414,171
Reboxetine,246,244
Etomidate,546,360
Zolmitriptan,246,173
Norepinephrine,810,161
Alseroxylon,786,0
Phenylpropanolamine,954,151
Methylphenidate,750,334
Dipivefrin,474,112
Fenfluramine,654,65
Mazindol,510,0
Lisuride,594,162
Metaraminol,762,109
Guanabenz,426,240
Methoxamine,822,109
Fenoldopam,282,268
Orciprenaline,678,143
Phenmetrazine,762,44
Dobutamine,486,153
Pseudoephedrine,714,364
Benzphetamine,690,393
Ritodrine,510,142
Terbutaline,570,213
Amantadine,618,266
Oxymetazoline,678,106
Diethylpropion,702,232
Salmeterol,330,247
Naratriptan,246,148
Rizatriptan,234,172
Apraclonidine,354,235
Formoterol,378,270
Dopamine,522,170
Frovatriptan,210,171
Salbutamol,582,174
Isoprenaline,822,153
Deserpidine,726,171
Arbutamine,246,103
Sibutramine,270,87
Chloroprocaine,786,328
Pergolide,426,170
Dexfenfluramine,390,84
L-DOPA,606,0
Hydralazine,786,378
Fenoterol,558,143
Pirbuterol,426,104
Mephentermine,846,298
Procaterol,450,142
Ginkgo biloba,534,174
Clenbuterol,486,167
Bambuterol,330,81
Fencamfamine,666,372
Methamphetamine,894,349
Phendimetrazine,678,1
Pargyline,654,361
Lofexidine,438,304
Droxidopa,342,131
Xylometazoline,702,314
Dexmethylphenidate,198,137
Isometheptene,834,30
