Drug Name,Age,Degree
Pilocarpine,1688,150
Physostigmine,1712,155
Neostigmine,1040,321
Butabarbital,1028,326
Pentobarbital,1052,942
Secobarbital,1004,709
Thiopental,1004,567
Methylphenobarbital,1028,590
Phenobarbital,1280,1118
Amobarbital,1124,557
Aprobarbital,1172,0
Butethal,1136,326
Hexobarbital,1028,652
Barbital,1376,557
Morphine,2408,854
Codeine,2228,541
Hydromorphone,1100,579
Oxycodone,1208,561
Menthol,2924,0
Hydrocodone,1124,589
Heroin,1436,443
Dihydromorphine,1256,443
Caffeine,1292,509
Theophylline,1388,482
Papaverine,1244,184
Aminophylline,1316,315
Quinine,2288,891
Quinidine,1196,790
Benzocaine,1388,491
Ouabain,1316,537
Ethanol,3056,514
Amphetamine,1028,331
Epinephrine,1400,210
Ergotamine,1160,559
Apomorphine,1784,334
Procaine,1352,331
Cocaine,1604,535
Ergonovine,944,513
Ephedra,1580,104
Ephedrine,1100,74
Atropine,1688,164
Homatropine Methylbromide,1652,0
Scopolamine,1388,574
Suramin,1172,16
Progesterone,992,548
Estradiol,980,549
Podofilox,2372,116
Acetaminophen,1580,440
Salicylic acid,1712,766
Acetylsalicylic acid,1424,743
Salicylate-sodium,1712,0
Antipyrine,1592,582
