Drug Name,Age,Degree
Pilocarpine,1683,150
Physostigmine,1707,159
Neostigmine,1035,325
Butabarbital,1023,328
Pentobarbital,1047,946
Secobarbital,999,711
Thiopental,999,569
Methylphenobarbital,1023,592
Phenobarbital,1275,1123
Amobarbital,1119,559
Aprobarbital,1167,0
Butethal,1131,328
Hexobarbital,1023,654
Barbital,1371,559
Morphine,2403,861
Codeine,2223,546
Hydromorphone,1095,584
Oxycodone,1203,566
Menthol,2919,0
Hydrocodone,1119,594
Heroin,1431,448
Dihydromorphine,1251,448
Caffeine,1287,511
Theophylline,1383,484
Papaverine,1239,184
Aminophylline,1311,317
Quinine,2283,895
Quinidine,1191,796
Benzocaine,1383,493
Ouabain,1311,551
Ethanol,3051,516
Amphetamine,1023,332
Epinephrine,1395,210
Ergotamine,1155,562
Apomorphine,1779,334
Procaine,1347,333
Cocaine,1599,537
Ergonovine,939,516
Ephedra,1575,104
Ephedrine,1095,74
Atropine,1683,166
Homatropine Methylbromide,1647,0
Scopolamine,1383,578
Suramin,1167,16
Progesterone,987,551
Estradiol,975,553
Podofilox,2367,116
Acetaminophen,1575,442
Salicylic acid,1707,773
Acetylsalicylic acid,1419,751
Salicylate-sodium,1707,0
Antipyrine,1587,585
