Drug Name,Age,Degree
Levamisole,570,6
Nicotine,486,341
Cevimeline,222,210
Succinylcholine,798,156
Carbachol,810,78
Bethanechol,846,78
Ambenonium,822,195
Decamethonium,834,267
Varenicline,150,123
Methacholine,390,78
Cytisine,654,0
Tacrine,306,239
Pyridostigmine,762,200
Isoflurophate,834,260
Malathion,438,241
Hexafluronium,762,1
Demecarium,714,195
Rivastigmine,258,256
Edrophonium,810,209
Echothiophate,714,195
Neostigmine,1050,212
Dimetacrine,618,270
Tubocurarine,882,368
Butalbital,582,362
Talbutal,762,1
Metharbital,846,5
Heptabarbital,846,1
Levallorphan,810,2
Naltrexone,414,65
Anileridine,726,0
Naloxone,594,109
Alvimopan,126,48
Methylnaltrexone,126,28
Glycine,486,1
Dextromethorphan,786,354
Loperamide,522,312
Memantine,426,244
Pentolinium,798,366
Trimethaphan,786,366
Phencyclidine,822,2
Vapreotide,162,27
Ifenprodil,558,156
Milrinone,378,151
Pentostatin,330,64
Dyphylline,846,257
Pentoxifylline,558,407
Levosimendan,222,183
Primaquine,798,390
Oxtriphylline,810,27
Amrinone,438,172
Roflumilast,102,194
Enoximone,354,0
Ibudilast,354,151
Udenafil,162,316
Tofisopam,522,34
Acarbose,282,227
Miglitol,270,227
Voglibose,294,118
Cetuximab,186,48
Indecainide,354,0
Dofetilide,234,315
Oxiconazole,426,138
Terconazole,378,95
Ibutilide,282,166
Gefitinib,198,229
Mexiletine,510,309
Hexylcaine,798,0
Cinchocaine,894,360
Erlotinib,174,236
Mephenytoin,882,158
Dyclonine,750,360
Moricizine,342,163
Riluzole,282,36
Prilocaine,666,382
Ethotoin,738,373
Oxcarbazepine,342,67
Proparacaine,786,360
Benzonatate,726,0
Oxybuprocaine,786,360
Mepivacaine,714,401
Cromoglicic acid,606,0
Tioconazole,450,131
Procainamide,762,225
Tocainide,450,0
Miconazole,570,241
Phenacemide,834,5
Econazole,534,134
Sertaconazole,186,95
Flecainide,438,217
Halofantrine,414,180
Encainide,378,70
Ajmaline,726,73
Aprindine,510,70
Phenazopyridine,702,4
Bifonazole,426,125
Permethrin,390,97
Afatinib,66,275
LULICONAZOLE,66,0
Vandetanib,90,247
Adenosine,354,9
Regadenoson,126,4
Drotaverine,642,0
Ethoxzolamide,738,104
Trimethadione,870,302
Methocarbamol,738,361
Cyclothiazide,666,258
Methazolamide,714,311
Acetazolamide,786,139
Dorzolamide,294,348
Ethacrynic acid,630,0
Ethinamate,762,0
Butenafine,270,93
Diazoxide,582,273
Diclofenamide,726,235
Bretylium,546,321
Brinzolamide,222,115
Cyclandelate,726,172
Mafenide,846,6
Cinnarizine,690,307
Succinic acid,126,0
Chlormerodrin,798,0
Pyridoxal Phosphate,954,0
Pyruvic acid,342,0
L-Alanine,570,0
Baclofen,570,360
Enflurane,558,374
Meprobamate,762,418
Progabide,402,7
Vigabatrin,354,362
Methyprylon,762,71
Chlormezanone,726,361
Glutethimide,774,369
Arbaclofen,90,0
Phenformin,714,178
Glisoxepide,534,104
Phentermine,714,356
Midodrine,498,227
Eletriptan,210,323
Isoetarine,930,166
Guanadrel,426,210
Reboxetine,258,108
Zolmitriptan,258,197
Norepinephrine,822,247
Alseroxylon,798,0
Phenylpropanolamine,966,209
Methylphenidate,762,415
Dipivefrin,486,345
Fenfluramine,666,75
Mazindol,522,0
Lisuride,606,371
Metaraminol,774,176
Guanabenz,438,330
Sumatriptan,342,196
Methoxamine,834,176
Modafinil,390,271
Fenoldopam,294,304
Orciprenaline,690,208
Phenmetrazine,774,50
Dobutamine,498,222
Ritodrine,522,207
Amantadine,630,120
Almotriptan,222,320
Oxymetazoline,690,210
Diethylpropion,714,303
Salmeterol,342,310
Naratriptan,258,171
Rizatriptan,246,196
Apraclonidine,366,287
Formoterol,390,330
Dopamine,534,192
Frovatriptan,222,195
Salbutamol,594,244
Isoprenaline,834,221
Deserpidine,738,210
Arbutamine,258,166
Sibutramine,282,89
Chloroprocaine,798,361
Dexfenfluramine,402,88
L-DOPA,618,0
Arformoterol,150,315
Hydralazine,798,475
Fenoterol,570,208
Pirbuterol,438,167
Mephentermine,858,401
Procaterol,462,207
Ginkgo biloba,546,223
Clenbuterol,498,232
Bambuterol,342,168
Fencamfamine,678,410
Methamphetamine,906,468
Phendimetrazine,690,131
Droxidopa,354,218
Vilazodone,90,297
Xylometazoline,714,316
Dexmethylphenidate,210,171
Isometheptene,846,134
Levonordefrin,702,100
Naphazoline,918,170
Propylhexedrine,834,0
Captodiame,726,2
Chlorphenamine,834,489
Practolol,582,382
Betazole,786,0
Palonosetron,186,192
Atracurium,426,235
Dolasetron,258,302
Granisetron,330,280
Alosetron,222,190
Dalfampridine,102,8
Cinitapride,342,38
Methysergide,714,307
Ipratropium bromide,534,0
Metixene,702,169
Methylergometrine,870,501
Thiethylperazine,690,164
Trihexyphenidyl,834,169
Oxyphencyclimine,714,0
Procyclidine,762,169
Ethopropazine,798,194
Hyoscyamine,702,189
Cyproheptadine,690,410
Methylscopolamine bromide,858,169
Gallamine Triethiodide,810,367
Tridihexethyl,774,0
Anisotropine Methylbromide,678,169
Histamine Phosphate,954,0
Phentolamine,798,477
Rocuronium,294,74
Benzquinamide,534,25
Clidinium,690,358
Propiomazine,702,285
Propantheline,786,169
Cryptenamine,774,210
Tolazoline,846,477
Dicyclomine,822,169
Tropicamide,810,169
Glycopyrrolate,690,0
Carphenazine,678,1
Ergoloid mesylate,786,454
Oxybutynin,522,289
Acetophenazine,690,92
Tegaserod,198,72
Doxacurium chloride,318,74
Flavoxate,582,169
Domperidone,474,300
Mivacurium,294,194
Diphenidol,618,0
Chlorprothixene,702,433
Pancuronium,558,239
Pipecuronium,342,235
Tiotropium,198,302
Alizapride,450,1
Alverine,270,0
Molindone,534,413
Thioproperazine,702,440
Isopropamide,738,0
Mepenzolate,750,0
Mianserin,522,376
Betahistine,606,207
Aclidinium,78,171
Bromopride,498,2
Cisatracurium Besylate,282,0
Vecuronium,414,244
Trospium,342,174
Pirenzepine,414,169
Diphemanil Methylsulfate,798,0
Biperiden,714,189
Cycrimine,786,0
Cyclopentolate,786,169
Lindane,810,0
Flumazenil,330,7
Gadopentetate dimeglumine,378,0
Dacarbazine,522,91
Benzatropine,774,285
Terfenadine,426,249
Buclizine,738,25
Doxylamine,846,410
Dexbrompheniramine,714,383
Triprolidine,786,386
Hydroxyzine,750,440
Nizatidine,378,63
Astemizole,426,210
Azatadine,606,29
Meclizine,786,383
Tripelennamine,870,29
Ranitidine,450,221
Methdilazine,702,25
Ketotifen,486,25
Famotidine,402,161
Dimenhydrinate,834,390
Mequitazine,510,230
Emedastine,306,25
Diphenylpyraline,810,25
Cyclizine,786,383
Alimemazine,726,192
Phenindamine,858,25
Pheniramine,846,26
Clofedanol,726,25
Bepotastine,222,25
Mepyramine,846,29
Alcaftadine,102,25
Antazoline,846,25
Dimetindene,702,25
Isothipendyl,738,25
Roxatidine acetate,390,56
Chlorcyclizine,834,25
Butriptyline,522,273
Carboprost Tromethamine,474,155
Latanoprost,282,351
Alprostadil,450,282
Dinoprostone,558,173
Misoprostol,390,166
Dinoprost Tromethamine,522,144
Tafluprost,78,143
Hirulog,222,0
Amlexanox,270,0
Pentosan Polysulfate,306,338
Axitinib,78,145
Cabozantinib,78,143
Regorafenib,78,201
Ponatinib,78,194
Trametinib,66,27
Flavopiridol,138,0
Cefdinir,330,42
Tamoxifen,546,399
Fulvestrant,198,109
Clomifene,630,38
Ospemifene,66,182
Flutamide,426,151
Tenofovir,210,0
Zidovudine,378,253
Lamivudine,282,16
Zalcitabine,318,167
Atovaquone,318,38
Linagliptin,90,268
Diethylstilbestrol,930,404
Chlorotrianisene,798,234
Conjugated Estrogens,930,0
Etonogestrel,246,237
Desogestrel,450,176
Levonorgestrel,630,237
Dydrogesterone,690,52
Raloxifene,246,122
Fluticasone Propionate,342,0
Medroxyprogesterone Acetate,726,0
Oxandrolone,654,128
Testosterone,978,314
Nilutamide,378,69
Norethindrone,738,0
Ethynodiol,642,53
Drostanolone,690,0
Dienestrol,810,213
Norgestimate,390,134
Ethinylestradiol,966,0
Nandrolone phenpropionate,714,3
Bicalutamide,282,156
Fluoxymesterone,750,128
Estramustine,546,172
Mestranol,738,437
Danazol,558,184
Testosterone Propionate,978,0
Allylestrenol,690,140
Estropipate,606,0
Quinestrol,606,213
Cyproterone acetate,546,369
Methyltestosterone,990,243
Norelgestromin,210,77
Nandrolone decanoate,678,131
Diflorasone,486,400
Medrysone,582,400
Amcinonide,486,400
Fluorometholone,714,452
Megestrol acetate,666,209
Beclomethasone,558,0
Desoximetasone,606,400
Azelaic Acid,270,21
Fluocinolone Acetonide,690,400
Halobetasol Propionate,330,0
Flumethasone (pivalate),654,0
Fludrocortisone,774,465
Hydrocortamate,750,4
Clocortolone,498,400
Flurandrenolide,678,400
Clobetasol propionate,546,400
Fluocinonide,582,400
Dutasteride,210,88
Finasteride,318,88
Desonide,558,400
Difluprednate,486,400
Stavudine,294,9
Emtricitabine,186,4
Didanosine,330,118
Abacavir,246,90
Acetohydroxamic Acid,426,1
Fondaparinux sodium,210,0
Heparin,954,385
Enoxaparin,306,361
Plerixafor,126,0
Rescinnamine,750,411
Lymecycline,666,6
Framycetin,630,281
Amikacin,510,282
Oxytetracycline,822,125
Demeclocycline,714,126
Tobramycin,534,281
