Drug Name,Age,Degree
Levamisole,552,4
Nicotine,468,308
Cevimeline,204,187
Succinylcholine,780,138
Carbachol,792,58
Bethanechol,828,58
Ambenonium,804,159
Decamethonium,816,226
Varenicline,132,95
Methacholine,372,58
Cytisine,636,0
Pyridostigmine,744,162
Isoflurophate,816,230
Malathion,420,198
Hexafluronium,744,0
Demecarium,696,159
Rivastigmine,240,192
Edrophonium,792,165
Echothiophate,696,159
Dimetacrine,600,0
Tubocurarine,864,315
Butalbital,564,331
Talbutal,744,0
Metharbital,828,3
Heptabarbital,828,0
Levallorphan,792,2
Naltrexone,396,225
Anileridine,708,0
Naloxone,576,284
Alvimopan,108,42
Methylnaltrexone,108,20
Glycine,468,0
Dextromethorphan,768,429
Levorphanol,792,448
Memantine,408,181
Pentolinium,780,298
Trimethaphan,768,298
Phencyclidine,804,0
Vapreotide,144,12
Ifenprodil,540,132
Tadalafil,180,235
Avanafil,60,87
Milrinone,360,130
Pentostatin,312,37
Dyphylline,828,227
Pentoxifylline,540,286
Levosimendan,204,184
Primaquine,780,324
Oxtriphylline,792,25
Amrinone,420,121
Roflumilast,84,185
Enoximone,336,0
Ibudilast,336,130
Tofisopam,504,1
Acarbose,264,197
Miglitol,252,197
Voglibose,276,112
Cetuximab,168,22
Indecainide,336,0
Oxiconazole,408,111
Terconazole,360,74
Ibutilide,264,161
Mexiletine,492,288
Hexylcaine,780,0
Cinchocaine,876,330
Mephenytoin,864,142
Dyclonine,732,330
Moricizine,324,129
Riluzole,264,30
Prilocaine,648,352
Ethotoin,720,339
Oxcarbazepine,324,60
Proparacaine,768,330
Benzonatate,708,0
Oxybuprocaine,768,330
Mepivacaine,696,359
Cromoglicic acid,588,0
Tioconazole,432,78
Procainamide,744,212
Tocainide,432,0
Miconazole,552,320
Phenacemide,816,3
Econazole,516,81
Sertaconazole,168,74
Flecainide,420,206
Halofantrine,396,165
Encainide,360,64
Ajmaline,708,67
Aprindine,492,64
Phenazopyridine,684,4
Bifonazole,408,75
Permethrin,372,96
LULICONAZOLE,48,0
Adenosine,336,9
Regadenoson,108,4
Drotaverine,624,0
Ethoxzolamide,720,85
Trimethadione,852,138
Methocarbamol,720,330
Benzthiazide,684,2
Ethosuximide,684,427
Cyclothiazide,648,212
Methazolamide,696,263
Acetazolamide,768,266
Ethacrynic acid,612,0
Ethinamate,744,0
Butenafine,252,74
Diazoxide,564,225
Diclofenamide,708,225
Bretylium,528,285
Brinzolamide,204,108
Quinethazone,648,419
Piretanide,444,336
Cyclandelate,708,0
Methsuximide,720,361
Mafenide,828,6
Cinnarizine,672,248
Succinic acid,108,0
Chlormerodrin,780,0
Pyridoxal Phosphate,936,0
Pyruvic acid,324,0
L-Alanine,552,0
Baclofen,552,329
Enflurane,540,345
Progabide,384,3
Methyprylon,744,64
Chlormezanone,708,329
Glutethimide,756,335
Arbaclofen,72,0
Phenformin,696,166
Glisoxepide,516,72
Phentermine,696,279
Midodrine,480,145
Isoetarine,912,103
Guanadrel,408,171
Reboxetine,240,244
Etomidate,540,362
Zolmitriptan,240,173
Norepinephrine,804,161
Alseroxylon,780,0
Phenylpropanolamine,948,151
Methylphenidate,744,335
Dipivefrin,468,112
Fenfluramine,648,65
Mazindol,504,0
Lisuride,588,162
Metaraminol,756,109
Guanabenz,420,240
Methoxamine,816,109
Fenoldopam,276,268
Orciprenaline,672,143
Phenmetrazine,756,44
Dobutamine,480,153
Pseudoephedrine,708,365
Benzphetamine,684,394
Ritodrine,504,142
Terbutaline,564,213
Amantadine,612,266
Oxymetazoline,672,106
Diethylpropion,696,233
Salmeterol,324,247
Naratriptan,240,148
