Drug Name,Age,Degree
Levamisole,555,4
Nicotine,471,308
Cevimeline,207,187
Succinylcholine,783,138
Carbachol,795,58
Bethanechol,831,58
Ambenonium,807,159
Decamethonium,819,226
Varenicline,135,95
Methacholine,375,58
Cytisine,639,0
Pyridostigmine,747,162
Isoflurophate,819,230
Malathion,423,198
Hexafluronium,747,0
Demecarium,699,159
Rivastigmine,243,192
Edrophonium,795,165
Echothiophate,699,159
Dimetacrine,603,0
Tubocurarine,867,315
Butalbital,567,331
Talbutal,747,0
Metharbital,831,3
Heptabarbital,831,0
Levallorphan,795,2
Naltrexone,399,225
Anileridine,711,0
Naloxone,579,284
Alvimopan,111,42
Methylnaltrexone,111,20
Glycine,471,0
Dextromethorphan,771,429
Levorphanol,795,448
Memantine,411,181
Pentolinium,783,298
Trimethaphan,771,298
Phencyclidine,807,0
Vapreotide,147,12
Ifenprodil,543,131
Tadalafil,183,235
Avanafil,63,87
Milrinone,363,129
Pentostatin,315,36
Dyphylline,831,226
Pentoxifylline,543,285
Levosimendan,207,184
Primaquine,783,324
Oxtriphylline,795,25
Amrinone,423,121
Roflumilast,87,185
Enoximone,339,0
Ibudilast,339,129
Tofisopam,507,1
Acarbose,267,197
Miglitol,255,197
Voglibose,279,112
Cetuximab,171,21
Indecainide,339,0
Oxiconazole,411,111
Terconazole,363,74
Ibutilide,267,161
Mexiletine,495,288
Hexylcaine,783,0
Cinchocaine,879,330
Mephenytoin,867,142
Dyclonine,735,330
Moricizine,327,129
Riluzole,267,30
Prilocaine,651,352
Ethotoin,723,339
Oxcarbazepine,327,60
Proparacaine,771,330
Benzonatate,711,0
Oxybuprocaine,771,330
Mepivacaine,699,359
Cromoglicic acid,591,0
Tioconazole,435,78
Procainamide,747,212
Tocainide,435,0
Miconazole,555,320
Phenacemide,819,3
Econazole,519,81
Sertaconazole,171,74
Flecainide,423,206
Halofantrine,399,165
Encainide,363,64
Ajmaline,711,67
Aprindine,495,64
Phenazopyridine,687,4
Bifonazole,411,75
Permethrin,375,96
LULICONAZOLE,51,0
Adenosine,339,9
Regadenoson,111,4
Drotaverine,627,0
Ethoxzolamide,723,85
Trimethadione,855,138
Methocarbamol,723,330
Benzthiazide,687,2
Ethosuximide,687,427
Cyclothiazide,651,212
Methazolamide,699,263
Acetazolamide,771,266
Ethacrynic acid,615,0
Ethinamate,747,0
Butenafine,255,74
Diazoxide,567,225
Diclofenamide,711,225
Bretylium,531,285
Brinzolamide,207,108
Quinethazone,651,419
Piretanide,447,336
Cyclandelate,711,0
Methsuximide,723,361
Mafenide,831,6
Cinnarizine,675,248
Succinic acid,111,0
Chlormerodrin,783,0
Pyridoxal Phosphate,939,0
Pyruvic acid,327,0
L-Alanine,555,0
Baclofen,555,329
Enflurane,543,345
Progabide,387,3
Methyprylon,747,64
Chlormezanone,711,329
Glutethimide,759,335
Arbaclofen,75,0
Phenformin,699,166
Glisoxepide,519,72
Phentermine,699,279
Midodrine,483,145
Isoetarine,915,103
Guanadrel,411,171
Reboxetine,243,244
Etomidate,543,362
