Drug Name,Age,Degree
Levamisole,563,5
Nicotine,479,324
Cevimeline,215,197
Succinylcholine,791,165
Carbachol,803,70
Bethanechol,839,69
Ambenonium,815,186
Decamethonium,827,269
Varenicline,143,108
Methacholine,383,69
Cytisine,647,0
Tacrine,299,229
Pyridostigmine,755,190
Isoflurophate,827,259
Malathion,431,230
Hexafluronium,755,0
Demecarium,707,186
Rivastigmine,251,248
Edrophonium,803,200
Echothiophate,707,186
Dimetacrine,611,1
Tubocurarine,875,369
Butalbital,575,360
Talbutal,755,0
Metharbital,839,4
Heptabarbital,839,0
Levallorphan,803,2
Naltrexone,407,64
Anileridine,719,0
Naloxone,587,102
Alvimopan,119,48
Methylnaltrexone,119,25
Glycine,479,0
Dextromethorphan,779,344
Loperamide,515,167
Memantine,419,219
Pentolinium,791,355
Trimethaphan,779,355
Phencyclidine,815,0
Vapreotide,155,25
Ifenprodil,551,155
Milrinone,371,152
Pentostatin,323,54
Dyphylline,839,249
Pentoxifylline,551,336
Levosimendan,215,183
Dipyridamole,683,397
Primaquine,791,381
Oxtriphylline,803,27
Amrinone,431,146
Roflumilast,95,191
Enoximone,347,0
Ibudilast,347,152
Tofisopam,515,32
Acarbose,275,216
Miglitol,263,216
Voglibose,287,115
Cetuximab,179,40
Indecainide,347,0
Oxiconazole,419,131
Terconazole,371,90
Ibutilide,275,162
Gefitinib,191,218
Mexiletine,503,293
Hexylcaine,791,0
Cinchocaine,887,359
Erlotinib,167,216
Mephenytoin,875,151
Dyclonine,743,359
Moricizine,335,154
Riluzole,275,32
Prilocaine,659,381
Ethotoin,731,371
Oxcarbazepine,335,60
Proparacaine,779,359
Benzonatate,719,0
Oxybuprocaine,779,359
Mepivacaine,707,395
Cromoglicic acid,599,0
Tioconazole,443,115
Procainamide,755,221
Tocainide,443,0
Miconazole,563,222
Phenacemide,827,4
Econazole,527,120
Sertaconazole,179,90
Propafenone,491,350
Flecainide,431,211
Halofantrine,407,170
Encainide,371,68
Ajmaline,719,71
Aprindine,503,68
Phenazopyridine,695,4
Bifonazole,419,111
Permethrin,383,91
LULICONAZOLE,59,0
Adenosine,347,9
Regadenoson,119,4
Drotaverine,635,0
Ethoxzolamide,731,102
Trimethadione,863,143
Methocarbamol,731,359
Benzthiazide,695,2
Ethosuximide,695,454
Cyclothiazide,659,254
Methazolamide,707,308
Acetazolamide,779,136
Ethacrynic acid,623,0
Ethinamate,755,0
Butenafine,263,79
Diazoxide,575,265
Diclofenamide,719,233
Bretylium,539,319
Brinzolamide,215,108
Cyclandelate,719,0
Methsuximide,731,393
Mafenide,839,6
Cinnarizine,683,282
Succinic acid,119,0
Chlormerodrin,791,0
Pyridoxal Phosphate,947,0
Pyruvic acid,335,0
L-Alanine,563,0
Baclofen,563,358
Enflurane,551,373
Meprobamate,755,412
Progabide,395,5
Methyprylon,755,68
Chlormezanone,719,358
Glutethimide,767,367
Arbaclofen,83,0
Phenformin,707,173
Glisoxepide,527,87
Phentermine,707,332
Midodrine,491,176
Isoetarine,923,115
Guanadrel,419,206
Reboxetine,251,101
Etomidate,551,401
Zolmitriptan,251,194
Norepinephrine,815,188
Alseroxylon,791,0
Phenylpropanolamine,959,159
Methylphenidate,755,408
Dipivefrin,479,131
Fenfluramine,659,74
Mazindol,515,0
Lisuride,599,333
Metaraminol,767,125
Guanabenz,431,283
Sumatriptan,335,191
Methoxamine,827,125
Modafinil,383,260
Fenoldopam,287,302
Orciprenaline,683,160
Phenmetrazine,767,50
Dobutamine,491,173
Pseudoephedrine,719,429
Benzphetamine,695,446
Ritodrine,515,159
Terbutaline,575,230
Amantadine,623,120
Oxymetazoline,683,125
Diethylpropion,707,279
Salmeterol,335,270
Naratriptan,251,168
Rizatriptan,239,193
Apraclonidine,359,244
Formoterol,383,292
Dopamine,527,188
Frovatriptan,215,192
Salbutamol,587,210
Isoprenaline,827,173
Deserpidine,731,206
Arbutamine,251,114
Sibutramine,275,82
Chloroprocaine,791,359
Dexfenfluramine,395,86
L-DOPA,611,0
Hydralazine,791,472
Fenoterol,563,160
Pirbuterol,431,116
Mephentermine,851,353
Procaterol,455,160
Ginkgo biloba,539,213
Clenbuterol,491,184
Bambuterol,335,89
Fencamfamine,671,407
Methamphetamine,899,410
Phendimetrazine,683,1
Pargyline,659,435
Lofexidine,443,346
Droxidopa,347,151
Xylometazoline,707,381
Dexmethylphenidate,203,164
Isometheptene,839,34
Levonordefrin,695,92
Naphazoline,911,81
Propylhexedrine,827,0
Captodiame,719,1
Chlorphenamine,827,481
Practolol,575,338
Betazole,779,0
Palonosetron,179,185
Atracurium,419,0
Granisetron,323,273
Alosetron,215,127
Terazosin,395,331
Dextroamphetamine,503,338
Dalfampridine,95,8
Cinitapride,335,0
Methysergide,707,244
Ipratropium bromide,527,290
Metixene,695,163
Methylergometrine,863,461
Thiethylperazine,683,154
Trihexyphenidyl,827,163
Oxyphencyclimine,707,0
Procyclidine,755,163
Ethopropazine,791,187
Hyoscyamine,695,182
Cyproheptadine,683,408
Methylscopolamine bromide,851,163
Gallamine Triethiodide,803,369
Tridihexethyl,767,0
Anisotropine Methylbromide,671,163
Histamine Phosphate,947,0
Phentolamine,791,302
Nicergoline,551,278
Rocuronium,287,84
Benzquinamide,527,0
Clidinium,683,357
Propiomazine,695,0
Propantheline,779,163
Cryptenamine,767,206
Tolazoline,839,302
Dicyclomine,815,163
Tropicamide,803,163
Phenoxybenzamine,779,373
Glycopyrrolate,683,0
Carphenazine,671,0
Ergoloid mesylate,779,443
Oxybutynin,515,277
Acetophenazine,683,89
Tegaserod,191,70
Doxacurium chloride,311,84
Flavoxate,575,0
Domperidone,467,290
Mivacurium,287,255
Diphenidol,611,0
Chlorprothixene,695,427
Pancuronium,551,248
Pipecuronium,335,244
Alizapride,443,0
Propericiazine,587,231
Alverine,263,0
Thioproperazine,695,231
Isopropamide,731,0
Mepenzolate,743,0
Mianserin,515,359
Betahistine,599,133
Aclidinium,71,164
Bromopride,491,1
Cisatracurium Besylate,275,0
