Drug Name,Age,Degree
Levamisole,527,4
Succinylcholine,755,13
Carbachol,767,1
Bethanechol,803,1
Ambenonium,779,8
Decamethonium,791,0
Cytisine,611,0
Pyridostigmine,719,11
Isoflurophate,791,0
Hexafluronium,719,0
Demecarium,671,1
Edrophonium,767,8
Echothiophate,671,1
Neostigmine,1007,6
Dimetacrine,575,0
Tubocurarine,839,15
Butabarbital,995,50
Butalbital,539,49
Talbutal,719,29
Pentobarbital,1019,41
Secobarbital,971,35
Metharbital,803,0
Thiopental,971,32
Primidone,779,62
Methylphenobarbital,995,31
Amobarbital,1091,35
Aprobarbital,1139,29
Butethal,1103,29
Heptabarbital,803,29
Hexobarbital,995,29
Levallorphan,767,0
Anileridine,683,0
Naloxone,551,0
Oxymorphone,671,3
Hydromorphone,1067,3
Methadone,815,56
Pethidine,863,23
Dextromethorphan,743,23
Dextropropoxyphene,695,12
Pentazocine,611,2
Fentanyl,623,22
Loperamide,479,0
Levorphanol,767,3
Hydrocodone,1091,3
Diphenoxylate,659,3
Pentolinium,755,0
Trimethaphan,743,0
Halothane,707,4
Ketamine,623,5
Phencyclidine,779,2
Ketobemidone,755,0
Ifenprodil,515,0
Chloroquine,815,20
Dyphylline,803,35
Pentoxifylline,515,11
Dipyridamole,647,6
Primaquine,755,5
Oxtriphylline,767,72
Tofisopam,479,0
Phenytoin,923,151
Clotrimazole,503,14
Lidocaine,803,29
Bupivacaine,599,1
Hexylcaine,755,0
Cinchocaine,851,0
Mephenytoin,839,65
Carbamazepine,623,110
Dyclonine,707,0
Prilocaine,623,0
Ethotoin,695,66
Proparacaine,743,0
Benzonatate,683,0
Oxybuprocaine,743,0
Mepivacaine,671,0
Cromoglicic acid,563,0
Procainamide,719,32
Miconazole,527,29
Phenacemide,791,0
Econazole,491,0
Ajmaline,683,0
Phenazopyridine,659,0
Drotaverine,599,0
Methyclothiazide,659,4
Chlorthalidone,659,10
Ethoxzolamide,695,0
Diltiazem,491,48
Trimethadione,827,2
Methocarbamol,695,1
Bendroflumethiazide,671,8
Acetyldigitoxin,731,0
Metolazone,503,8
Benzthiazide,659,2
Ethosuximide,659,3
Cyclothiazide,623,2
Verapamil,623,93
Furosemide,611,23
Methazolamide,671,9
Hydroflumethiazide,671,4
Acetazolamide,743,9
Chlorothiazide,695,10
Bumetanide,515,17
Ethacrynic acid,587,18
Hydrochlorothiazide,671,12
Trichlormethiazide,659,10
Ethinamate,719,0
Nifedipine,479,35
Diazoxide,539,10
Diclofenamide,683,4
Bretylium,503,11
Polythiazide,647,4
Quinethazone,623,2
Digitoxin,791,13
Cyclandelate,683,1
Methsuximide,695,3
Mafenide,803,0
Cinnarizine,647,0
Chlormerodrin,755,0
Pyridoxal Phosphate,911,0
L-Alanine,527,0
Baclofen,527,1
Enflurane,515,2
Valproic Acid,575,18
Meprobamate,719,0
Clorazepate,575,21
Methoxyflurane,635,5
Methyprylon,719,0
Thiamylal,767,0
Chlormezanone,683,0
Glutethimide,731,8
Flunitrazepam,491,1
Phenformin,671,0
Glisoxepide,491,17
Amphetamine,995,18
Phentermine,671,30
Reserpine,743,25
Isoetarine,887,1
Etomidate,515,0
Dihydroergotamine,827,64
Protriptyline,587,48
Norepinephrine,779,20
Alseroxylon,755,7
Phenylpropanolamine,923,46
Methylphenidate,719,9
Fenfluramine,623,30
Clonidine,587,30
Mazindol,479,27
