Drug Name,Age,Degree
Nicotine,495,1534
Cevimeline,231,1545
Galantamine,219,1744
Donepezil,279,1580
Dimetacrine,627,1415
Butalbital,591,1484
Pentobarbital,1071,1944
Secobarbital,1023,1962
Thiopental,1023,1529
Primidone,831,1662
Methylphenobarbital,1047,1595
Phenobarbital,1299,1807
Amobarbital,1143,1485
Hexobarbital,1047,1675
Barbital,1395,1518
Alfentanil,435,1823
Buprenorphine,495,1693
Naloxone,603,1642
Oxymorphone,723,1521
Tramadol,507,2154
Morphine,2427,1707
Codeine,2247,1972
Hydromorphone,1119,1610
Methadone,867,2192
Oxycodone,1227,1523
Dextromethorphan,795,1409
Dextropropoxyphene,747,1538
Sufentanil,483,1784
Fentanyl,675,2013
Loperamide,531,1655
Felbamate,315,1544
Hydrocodone,1143,1535
Halothane,759,1729
Ketamine,675,1969
Ketobemidone,807,1543
Tadalafil,207,1694
Caffeine,1311,1391
Sildenafil,255,1472
Anagrelide,267,1491
Theophylline,1407,1404
Mefloquine,363,1443
Chloroquine,867,1880
Pentoxifylline,567,1523
Cilostazol,243,1999
Roflumilast,111,1526
Quinine,2307,2082
Fluconazole,375,1676
Ranolazine,159,1716
Phenytoin,975,1865
Ropivacaine,279,1593
Erlotinib,183,1408
Lamotrigine,351,2167
Carbamazepine,675,2387
Propofol,363,1883
Quinidine,1215,2483
Levobupivacaine,243,1588
Ketoconazole,459,1561
Procainamide,771,1520
Itraconazole,375,1449
Propafenone,507,1816
Fosphenytoin,279,1649
Torasemide,315,1554
Pregabalin,183,2099
Isradipine,363,2090
Topiramate,279,1956
Chlorthalidone,711,1395
Diltiazem,543,1898
Trimethadione,879,1934
Amlodipine,351,1671
Nimodipine,411,1794
Nisoldipine,351,1989
Bendroflumethiazide,723,1540
Metolazone,555,1494
Lercanidipine,267,1687
Ethosuximide,711,1902
Verapamil,675,2162
Methazolamide,723,1369
Hydroflumethiazide,723,1481
Indapamide,507,2081
Acetazolamide,795,1725
Chlorothiazide,747,1501
Zonisamide,363,2283
Gabapentin,315,1895
Hydrochlorothiazide,723,1670
Trichlormethiazide,711,1451
Felodipine,375,1933
Nitrendipine,411,1806
Nifedipine,531,2336
Levetiracetam,243,1968
Bepridil,459,1818
Polythiazide,699,1449
Mibefradil,267,1830
Digitoxin,843,1386
Cyclandelate,735,1362
Methsuximide,747,1497
Cinnarizine,699,1656
Baclofen,579,1415
Valproic Acid,627,1706
Eszopiclone,183,1815
Zolpidem,375,1503
Isoflurane,483,1398
Ethanol,3075,1603
Methoxyflurane,687,1725
Sevoflurane,351,1954
Flunitrazepam,543,1437
Ketazolam,471,1916
Perampanel,87,1455
Fluvoxamine,435,2169
Amphetamine,1047,1663
Phentermine,723,1697
Reserpine,795,1650
Citalopram,363,1932
Eletriptan,219,1577
Cabergoline,315,1534
Venlafaxine,315,2341
Etomidate,567,1510
Dihydroergotamine,879,1498
Protriptyline,639,1489
Methylphenidate,771,1369
Fluoxetine,387,1919
Duloxetine,183,2297
Clonidine,639,1914
Lisuride,615,1448
Dexmedetomidine,243,1693
Epinephrine,1419,1435
Sumatriptan,351,1572
Ergotamine,1179,1466
Tizanidine,279,1495
Tranylcypromine,711,1589
Phenelzine,723,1910
Minaprine,483,1410
Benzphetamine,711,1647
Terbutaline,591,1549
Cocaine,1623,1751
Almotriptan,231,1795
Salmeterol,351,1598
Pindolol,495,1678
Salbutamol,603,1767
Guanfacine,471,2020
Selegiline,447,1808
Sertraline,339,1863
Sibutramine,291,2055
Bupropion,447,2079
Pergolide,447,1516
Acebutolol,555,1581
Bromocriptine,531,1768
Clomipramine,615,2172
Arformoterol,159,1689
Hydralazine,807,1577
Rasagiline,171,1609
Zimelidine,459,1581
Milnacipran,123,2119
Lofexidine,459,1931
Indacaterol,123,1683
Rotigotine,159,1668
Vilazodone,99,1471
Desvenlafaxine,135,2120
Mirabegron,87,2011
Levomilnacipran,75,2238
Trimipramine,663,1859
Nefazodone,303,2221
Escitalopram,207,1784
Betaxolol,435,1437
Timolol,543,1908
