Drug Name,Age,Degree
Nicotine,504,1198
Cevimeline,240,1074
Succinylcholine,816,1232
Decamethonium,852,959
Varenicline,168,900
Tacrine,324,961
Hexafluronium,780,976
Edrophonium,828,990
Neostigmine,1068,691
Tubocurarine,900,1201
Butalbital,600,1282
Talbutal,780,866
Metharbital,864,991
Aprobarbital,1200,1022
Heptabarbital,864,866
Naltrexone,432,745
Nalbuphine,492,904
Naloxone,612,1240
Oxymorphone,732,1124
Dezocine,408,904
Methylnaltrexone,144,800
Butorphanol,504,904
Dextropropoxyphene,756,1201
Pentazocine,672,1269
Aprepitant,204,756
Sufentanil,492,1333
Levorphanol,828,904
Remifentanil,288,1337
Felbamate,324,1344
Memantine,444,1162
Diphenoxylate,720,906
Pentolinium,816,1025
Trimethaphan,804,1030
Dihydromorphine,1284,904
Phencyclidine,840,767
Ketobemidone,816,1249
Ifenprodil,576,1237
Avanafil,96,670
Sildenafil,264,1364
Milrinone,396,924
Mefloquine,372,1168
Pentostatin,348,1134
Dyphylline,864,994
Vardenafil,204,1136
Levosimendan,240,646
Primaquine,816,1004
Aminophylline,1344,864
Amrinone,456,750
Roflumilast,120,1276
Ibudilast,372,647
Tofisopam,540,897
Acarbose,300,1183
Miglitol,288,579
Voglibose,312,576
Dofetilide,252,843
Lidocaine,864,1055
Ropivacaine,288,1172
Bupivacaine,660,666
Ibutilide,300,1093
Gefitinib,216,1002
Mexiletine,528,746
Erlotinib,192,1286
Voriconazole,216,932
Dyclonine,768,733
Moricizine,360,1142
Riluzole,300,1120
Ethotoin,756,1017
Oxcarbazepine,360,1326
Mepivacaine,732,778
Levobupivacaine,252,1173
Miconazole,588,843
Phenacemide,852,861
Itraconazole,384,1143
Flecainide,456,1152
Halofantrine,432,914
Encainide,396,655
Lapatinib,156,939
Posaconazole,180,886
Phenazopyridine,720,773
Afatinib,84,539
Vandetanib,108,655
Adenosine,372,671
Ethoxzolamide,756,786
Methocarbamol,756,736
Lercanidipine,276,1345
Benzthiazide,720,1204
Methazolamide,732,920
Terbinafine,360,902
Gabapentin,324,881
Diclofenamide,744,980
Bretylium,564,971
Levetiracetam,252,1210
Quinethazone,684,1101
Digitoxin,852,1224
Piretanide,480,980
Cyclandelate,744,676
Enflurane,576,1180
Meprobamate,780,738
Progabide,420,875
Vigabatrin,372,866
Methyprylon,780,734
Chlormezanone,744,737
Desflurane,336,1369
Zopiclone,396,1216
Glutethimide,792,748
Flunitrazepam,552,1140
Perampanel,96,1343
Phenformin,732,866
Glisoxepide,552,1014
Midodrine,516,822
Guanadrel,444,634
Reboxetine,276,1100
Ropinirole,288,1146
Zolmitriptan,276,1355
Norepinephrine,840,990
Phenylpropanolamine,984,894
Methylphenidate,780,1278
Brimonidine,288,805
Fenfluramine,684,897
Mazindol,540,796
Metaraminol,792,745
Guanabenz,456,1008
Methoxamine,852,745
Modafinil,408,634
Fenoldopam,312,1198
Orciprenaline,708,810
Phenmetrazine,792,722
Dobutamine,516,1330
Pseudoephedrine,744,1089
Ritodrine,540,808
Oxymetazoline,708,745
Diethylpropion,732,1291
Salmeterol,360,1247
Naratriptan,276,1143
Formoterol,408,1337
Dopamine,552,1295
Frovatriptan,240,1351
Isoprenaline,852,808
Deserpidine,756,634
Arbutamine,276,743
Dexfenfluramine,420,715
Lisdexamfetamine,156,1176
Hydralazine,816,1242
Fenoterol,588,1002
Pirbuterol,456,744
Ephedrine,1128,871
Mephentermine,876,1019
Procaterol,480,808
Clenbuterol,516,809
Bambuterol,360,848
Phendimetrazine,708,679
Indacaterol,132,1325
Rotigotine,168,1362
Tapentadol,144,1290
Droxidopa,372,1318
Vilazodone,108,1383
Xylometazoline,732,999
Dexmethylphenidate,228,1194
Isometheptene,864,704
Levonordefrin,720,795
Naphazoline,936,873
Captodiame,744,747
Practolol,600,1292
Nebivolol,276,1362
Atracurium,444,1096
Dolasetron,276,1171
Granisetron,348,1018
Alosetron,240,1154
Terazosin,420,952
Dextroamphetamine,528,1180
Agomelatine,132,1090
Dalfampridine,120,867
Cinitapride,360,1131
Metixene,720,961
Alfuzosin,384,835
Methylergometrine,888,734
Trihexyphenidyl,852,961
Oxyphencyclimine,732,960
Procyclidine,780,961
Sulpiride,624,1219
Loxapine,540,1088
Remoxipride,372,999
Hyoscyamine,720,1250
Cyproheptadine,708,1216
Prazosin,552,1116
Tridihexethyl,792,960
Fluphenazine,732,1195
Phentolamine,816,1211
Nicergoline,576,902
Rocuronium,312,1239
Benzquinamide,552,1210
Clidinium,708,963
Cryptenamine,792,628
Tolazoline,864,703
Brompheniramine,780,1269
Perphenazine,756,1251
Cyclobenzaprine,516,1312
Phenoxybenzamine,804,737
Mesoridazine,600,1254
Ergoloid mesylate,804,1210
Acetophenazine,708,875
Tegaserod,216,1223
Domperidone,492,1257
Mivacurium,312,1195
Diphenidol,636,960
Pancuronium,576,1326
Pipecuronium,360,1246
Alverine,288,746
Molindone,552,790
Pipotiazine,480,1126
Thioproperazine,720,1281
Thiothixene,636,1223
Isopropamide,756,959
Mepenzolate,768,960
Tetrabenazine,720,779
Sertindole,288,1032
Silodosin,168,694
Amisulpride,408,1049
Trospium,360,1081
Pirenzepine,432,960
Biperiden,732,1081
Cycrimine,804,960
Methohexital,720,1254
Flumazenil,348,757
Dacarbazine,540,1311
Clemastine,636,1088
Buclizine,756,1191
Doxylamine,864,1188
Dexbrompheniramine,732,1002
Triprolidine,804,1002
Loratadine,384,724
Hydroxyzine,768,1080
Nizatidine,396,847
Astemizole,444,1119
Meclizine,804,980
Carbinoxamine,804,1005
Olopatadine,276,1124
Famotidine,420,605
Desloratadine,228,1316
Dimenhydrinate,852,995
Mequitazine,528,845
Cyclizine,804,1135
Alimemazine,744,1107
Mepyramine,864,1081
Dimetindene,720,968
Treprostinil,216,1203
Iloprost,336,959
Lepirudin,276,638
Bivalirudin,240,638
Argatroban,240,843
Bosutinib,96,1009
Axitinib,96,910
Crizotinib,108,1006
Vemurafenib,108,1209
Regorafenib,96,879
Ponatinib,96,1199
Trametinib,84,975
Dabrafenib,84,1169
Cefdinir,348,926
Abiraterone,108,567
Ospemifene,84,578
Flutamide,444,1151
Leflunomide,264,874
Pravastatin,372,686
Lovastatin,396,1077
Nevirapine,264,830
Tenofovir,228,1379
Cerivastatin,276,1049
Zidovudine,396,1282
Simvastatin,384,1139
Delavirdine,276,759
Lamivudine,300,1202
Rifampicin,624,1021
Atorvastatin,288,1084
Fluvastatin,312,927
Rosuvastatin,204,1019
Rifaximin,192,595
Alogliptin,84,1408
