Drug Name,Age,Degree
Galantamine,207,387
Donepezil,267,368
Primidone,819,1119
Alfentanil,423,675
Nalbuphine,471,542
Buprenorphine,483,717
Oxymorphone,711,638
Dezocine,387,540
Methadyl Acetate,303,538
Tramadol,495,710
Methadone,855,921
Pethidine,903,760
Butorphanol,483,542
Dextropropoxyphene,735,640
Pentazocine,651,543
Aprepitant,183,717
Sufentanil,471,751
Fentanyl,663,726
Levorphanol,807,539
Remifentanil,267,668
Felbamate,303,507
Diphenoxylate,699,538
Halothane,747,623
Ketamine,663,489
Levomethadyl Acetate,303,614
Ketobemidone,795,659
Tadalafil,195,302
Avanafil,75,273
Sildenafil,243,857
Anagrelide,255,357
Mefloquine,351,465
Chloroquine,855,984
Vardenafil,183,330
Cilostazol,231,401
Udenafil,159,271
Fluconazole,363,727
Dofetilide,231,311
Ranolazine,147,840
Phenytoin,963,1112
Clotrimazole,543,814
Lidocaine,843,680
Ropivacaine,267,604
Bupivacaine,639,626
Lamotrigine,339,508
Carbamazepine,663,1125
Voriconazole,195,841
Propofol,351,689
Levobupivacaine,231,578
Ketoconazole,447,889
Itraconazole,363,778
Lapatinib,135,340
Posaconazole,159,748
Fosphenytoin,267,1075
Afatinib,63,273
Vandetanib,87,245
Torasemide,303,789
Pregabalin,171,472
Methyclothiazide,699,661
Isradipine,351,914
Topiramate,267,560
Chlorthalidone,699,766
Diltiazem,531,1009
Amlodipine,339,509
Nimodipine,399,468
Nisoldipine,339,536
Bendroflumethiazide,711,784
Acetyldigitoxin,771,627
Metolazone,543,766
Lercanidipine,255,490
Ethosuximide,699,560
Verapamil,663,930
Furosemide,651,633
Naftifine,363,574
Hydroflumethiazide,711,766
Indapamide,495,879
Terbinafine,339,428
Dorzolamide,291,341
Chlorothiazide,735,766
Bumetanide,555,630
Zonisamide,351,536
Gabapentin,303,491
Hydrochlorothiazide,711,767
Trichlormethiazide,699,689
Felodipine,363,609
Nitrendipine,399,504
Nifedipine,519,472
Levetiracetam,231,478
Bepridil,447,472
Polythiazide,687,689
Quinethazone,663,510
Mibefradil,255,431
Digitoxin,831,690
Piretanide,459,415
Methsuximide,735,499
Valproic Acid,615,714
Eszopiclone,171,471
Zolpidem,363,562
Clorazepate,615,445
Isoflurane,471,569
Methoxyflurane,675,505
Vigabatrin,351,362
Thiamylal,807,654
Desflurane,315,554
Zopiclone,375,477
Sevoflurane,339,762
Flunitrazepam,531,491
Ketazolam,459,461
Perampanel,75,451
Fluvoxamine,423,1058
Reserpine,783,708
Citalopram,351,904
Eletriptan,207,317
Cabergoline,303,641
Ropinirole,267,833
Venlafaxine,303,1093
Dihydroergotamine,867,937
Protriptyline,627,692
Pramipexole,255,489
