Drug Name,Age,Degree
Levamisole,546,0
Succinylcholine,774,59
Carbachol,786,27
Bethanechol,822,3
Ambenonium,798,0
Decamethonium,810,0
Cytisine,630,0
Pyridostigmine,738,9
Isoflurophate,810,61
Hexafluronium,738,0
Demecarium,690,0
Edrophonium,786,9
Echothiophate,690,1
Neostigmine,1026,8
Dimetacrine,594,0
Tubocurarine,858,0
Butabarbital,1014,190
Butalbital,558,82
Talbutal,738,0
Pentobarbital,1038,192
Secobarbital,990,220
Metharbital,822,0
Thiopental,990,13
Primidone,798,307
Methylphenobarbital,1014,2
Amobarbital,1110,73
Aprobarbital,1158,0
Butethal,1122,147
Heptabarbital,822,147
Hexobarbital,1014,147
Levallorphan,786,0
Anileridine,702,0
Naloxone,570,2
Oxymorphone,690,70
Hydromorphone,1086,70
Methadone,834,218
Pethidine,882,134
Dextromethorphan,762,71
Dextropropoxyphene,714,0
Pentazocine,630,60
Fentanyl,642,173
Loperamide,498,6
Levorphanol,786,61
Hydrocodone,1110,311
Diphenoxylate,678,14
Pentolinium,774,0
Trimethaphan,762,0
Halothane,726,2
Ketamine,642,54
Phencyclidine,798,0
Ketobemidone,774,0
Ifenprodil,534,0
Chloroquine,834,84
Dyphylline,822,64
Pentoxifylline,534,139
Dipyridamole,666,99
Primaquine,774,49
Oxtriphylline,786,0
Tofisopam,498,11
Phenytoin,942,443
Clotrimazole,522,11
Lidocaine,822,67
Bupivacaine,618,20
Hexylcaine,774,0
Cinchocaine,870,0
Mephenytoin,858,2
Carbamazepine,642,290
Dyclonine,726,0
Prilocaine,642,28
Ethotoin,714,36
Proparacaine,762,0
Benzonatate,702,0
Oxybuprocaine,762,0
Mepivacaine,690,56
Cromoglicic acid,582,1
Procainamide,738,28
Miconazole,546,11
Phenacemide,810,0
Econazole,510,3
Ajmaline,702,0
Phenazopyridine,678,4
Drotaverine,618,0
Methyclothiazide,678,78
Chlorthalidone,678,100
Ethoxzolamide,714,55
Diltiazem,510,151
Trimethadione,846,2
Methocarbamol,714,32
Bendroflumethiazide,690,92
Acetyldigitoxin,750,0
Metolazone,522,100
Benzthiazide,678,0
Ethosuximide,678,68
Cyclothiazide,642,23
Verapamil,642,259
Furosemide,630,112
Methazolamide,690,32
Hydroflumethiazide,690,23
Acetazolamide,762,79
Chlorothiazide,714,100
Bumetanide,534,107
Ethacrynic acid,606,0
Hydrochlorothiazide,690,101
Trichlormethiazide,678,243
Ethinamate,738,0
Nifedipine,498,104
