Drug Name,Age,Degree
Pilocarpine,1698,197
Physostigmine,1722,195
Butabarbital,1038,359
Pentobarbital,1062,1087
Secobarbital,1014,802
Thiopental,1014,674
Methylphenobarbital,1038,672
Phenobarbital,1290,1184
Amobarbital,1134,630
Aprobarbital,1182,1
Butethal,1146,359
Hexobarbital,1038,732
Barbital,1386,630
Morphine,2418,769
Codeine,2238,644
Hydromorphone,1110,661
Oxycodone,1218,639
Menthol,2934,172
Hydrocodone,1134,641
Heroin,1446,539
Dihydromorphine,1266,539
Caffeine,1302,365
Theophylline,1398,690
Papaverine,1254,188
Aminophylline,1326,349
Quinine,2298,916
Quinidine,1206,930
Benzocaine,1398,380
Ouabain,1326,640
Ethanol,3066,606
Amphetamine,1038,700
Epinephrine,1410,454
Ergotamine,1170,711
Apomorphine,1794,376
Procaine,1362,713
Cocaine,1614,606
Ephedra,1590,195
Ephedrine,1110,134
Atropine,1698,198
Homatropine Methylbromide,1662,0
Scopolamine,1398,494
Suramin,1182,26
Progesterone,1002,397
Estradiol,990,508
Podofilox,2382,132
Acetaminophen,1590,499
Salicylic acid,1722,782
Acetylsalicylic acid,1434,677
Salicylate-sodium,1722,0
Antipyrine,1602,743
