Drug Name,Age,Degree
Tacrine,291,343
Galantamine,195,358
Donepezil,255,330
Primidone,807,1037
Alfentanil,411,705
Nalbuphine,459,451
Buprenorphine,471,714
Oxymorphone,699,568
Dezocine,375,450
Methadyl Acetate,291,448
Tramadol,483,612
Methadone,843,889
Pethidine,891,673
Butorphanol,471,451
Dextropropoxyphene,723,525
Pentazocine,639,451
Aprepitant,171,655
Sufentanil,459,679
Fentanyl,651,733
Loperamide,507,400
Remifentanil,255,594
Felbamate,291,478
Diphenoxylate,687,448
Halothane,735,587
Ketamine,651,563
Levomethadyl Acetate,291,521
Ketobemidone,783,561
Sildenafil,231,749
Anagrelide,243,319
Mefloquine,339,507
Chloroquine,843,924
Vardenafil,171,293
Dipyridamole,675,613
Cilostazol,219,345
Udenafil,147,234
Fluconazole,351,707
Dofetilide,219,308
Ranolazine,135,752
Phenytoin,951,1073
Clotrimazole,531,781
Lidocaine,831,690
Ropivacaine,255,570
Bupivacaine,627,583
Gefitinib,183,423
Erlotinib,159,344
Lamotrigine,327,623
Carbamazepine,651,1098
Voriconazole,183,755
Propofol,339,624
Levobupivacaine,219,546
Ketoconazole,435,926
Itraconazole,351,724
Propafenone,483,432
Lapatinib,123,385
Posaconazole,147,711
Fosphenytoin,255,998
Afatinib,51,335
Vandetanib,75,233
Torasemide,291,673
Pregabalin,159,458
Methyclothiazide,687,572
Isradipine,339,819
Topiramate,255,513
Chlorthalidone,687,646
Diltiazem,519,973
Amlodipine,327,558
Nimodipine,387,469
Nisoldipine,327,550
Bendroflumethiazide,699,664
Acetyldigitoxin,759,549
Metolazone,531,646
Lercanidipine,243,428
Verapamil,651,916
Furosemide,639,551
Naftifine,351,483
Hydroflumethiazide,699,646
Indapamide,483,760
Terbinafine,327,392
Dorzolamide,279,294
Chlorothiazide,723,646
Bumetanide,543,548
Zonisamide,339,406
Gabapentin,291,443
Hydrochlorothiazide,699,646
Trichlormethiazide,687,567
Felodipine,351,618
Nitrendipine,387,549
Nifedipine,507,613
Levetiracetam,219,508
Bepridil,435,546
Polythiazide,675,567
Mibefradil,243,485
Digitoxin,819,750
Valproic Acid,603,613
Meprobamate,747,517
Eszopiclone,159,434
Zolpidem,351,508
Clorazepate,603,412
Isoflurane,459,539
Methoxyflurane,663,468
Vigabatrin,339,331
Thiamylal,795,593
Desflurane,303,525
Zopiclone,363,441
Sevoflurane,327,708
Flunitrazepam,519,451
Ketazolam,447,544
Perampanel,63,418
Fluvoxamine,411,992
Reserpine,771,817
Citalopram,339,937
Eletriptan,195,422
Cabergoline,291,417
Ropinirole,255,770
Venlafaxine,291,1040
Dihydroergotamine,855,829
Protriptyline,615,736
Pramipexole,243,457
Fluoxetine,363,870
Duloxetine,159,777
Brimonidine,255,1018
Clonidine,615,785
Cisapride,327,399
Dexmedetomidine,219,521
Sumatriptan,327,324
Tizanidine,255,617
Modafinil,375,566
Tranylcypromine,687,821
Phenelzine,699,503
Minaprine,459,528
Almotriptan,207,287
Pindolol,471,580
Guanfacine,447,674
Selegiline,423,743
Sertraline,315,850
Bupropion,423,391
Moclobemide,339,581
Acebutolol,531,716
Bromocriptine,507,769
Clomipramine,591,931
Isocarboxazid,699,500
Lisdexamfetamine,123,232
Arformoterol,135,258
Rasagiline,147,518
Zimelidine,435,615
Milnacipran,99,561
Indacaterol,99,444
Rotigotine,135,559
Tapentadol,111,578
Vilazodone,75,267
Desvenlafaxine,111,626
Mirabegron,63,509
Levomilnacipran,51,775
Trimipramine,639,788
Nefazodone,279,999
Escitalopram,183,633
Betaxolol,411,715
Timolol,519,732
Sotalol,519,579
Carteolol,447,580
Amiodarone,663,930
Metipranolol,339,495
Esmolol,375,461
Metoprolol,507,930
Atenolol,507,775
Propranolol,639,835
Labetalol,483,638
Bisoprolol,375,630
Alprenolol,603,502
Nadolol,471,693
Levobunolol,387,413
Penbutolol,447,537
Oxprenolol,567,773
Nebivolol,243,378
Bupranolol,579,457
Doxazosin,351,559
Dolasetron,243,289
Ondansetron,327,569
Terazosin,387,443
Dronedarone,99,732
Agomelatine,99,339
Ziprasidone,195,883
Disopyramide,483,379
Dapiprazole,327,374
Amitriptyline,675,870
Olanzapine,255,704
Alfuzosin,351,426
Clozapine,543,937
Sulpiride,591,471
Loxapine,507,409
Remoxipride,339,412
Promazine,735,700
Prochlorperazine,735,536
Droperidol,651,482
Prazosin,519,630
Imipramine,699,978
Chlorpromazine,783,922
Buspirone,375,667
Darifenacin,159,424
Haloperidol,699,914
Triflupromazine,723,593
Nortriptyline,651,686
Amoxapine,447,467
Nicardipine,435,888
Fluphenazine,699,618
Thioridazine,699,803
Tamsulosin,291,398
Paroxetine,315,781
Risperidone,291,787
Trifluoperazine,711,610
Brompheniramine,747,484
Perphenazine,723,572
Flupentixol,627,614
Cyclobenzaprine,483,635
Mesoridazine,567,477
Maprotiline,543,601
Tolterodine,231,337
Promethazine,819,655
Pimozide,555,789
Carvedilol,315,805
Doxepin,579,811
Desipramine,651,836
Domperidone,459,423
