Drug Name,Age,Degree
Pilocarpine,1671,3
Physostigmine,1695,8
Phenobarbital,1263,227
Barbital,1359,0
Morphine,2391,184
Codeine,2211,83
Oxycodone,1191,120
Menthol,2907,0
Heroin,1419,0
Dihydromorphine,1239,0
Caffeine,1275,159
Theophylline,1371,187
Papaverine,1227,14
Aminophylline,1299,134
Quinine,2271,207
Quinidine,1179,146
Benzocaine,1371,4
Ouabain,1299,0
Ethanol,3039,276
Epinephrine,1383,114
Apomorphine,1767,20
Procaine,1335,1
Cocaine,1587,72
Ephedra,1563,4
Atropine,1671,38
Homatropine Methylbromide,1635,0
Scopolamine,1371,52
Podofilox,2355,0
Acetaminophen,1563,98
Salicylic acid,1695,0
Acetylsalicylic acid,1407,255
Salicylate-sodium,1695,0
Antipyrine,1575,1
