Drug Name,Age,Degree
Pilocarpine,1655,1
Physostigmine,1679,0
Phenobarbital,1247,83
Barbital,1343,2
Morphine,2375,5
Codeine,2195,7
Oxycodone,1175,9
Menthol,2891,0
Heroin,1403,2
Dihydromorphine,1223,0
Caffeine,1259,13
Theophylline,1355,80
Papaverine,1211,2
Aminophylline,1283,76
Quinine,2255,30
Quinidine,1163,116
Benzocaine,1355,0
Ouabain,1283,0
Ethanol,3023,6
Epinephrine,1367,48
Apomorphine,1751,11
Procaine,1319,0
Cocaine,1571,14
Ephedra,1547,17
Atropine,1655,8
Homatropine Methylbromide,1619,5
Scopolamine,1355,8
Podofilox,2339,0
Acetaminophen,1547,8
Salicylic acid,1679,0
Acetylsalicylic acid,1391,45
Salicylate-sodium,1679,13
Antipyrine,1559,0
