Drug Name,Age,Degree
Succinylcholine,803,1133
Pilocarpine,1703,832
Decamethonium,839,924
Varenicline,155,876
Tacrine,311,846
Pyridostigmine,767,944
Hexafluronium,767,835
Rivastigmine,263,1101
Edrophonium,815,966
Tubocurarine,887,1171
Talbutal,767,853
Metharbital,851,925
Butethal,1151,853
Heptabarbital,851,853
Naltrexone,419,716
Nalbuphine,479,901
Dezocine,395,901
Methylnaltrexone,131,782
Butorphanol,491,901
Pentazocine,659,1244
Aprepitant,191,968
Levorphanol,815,901
Remifentanil,275,1310
Memantine,431,1118
Diphenoxylate,707,900
Pentolinium,803,763
Trimethaphan,791,772
Dihydromorphine,1271,901
Phencyclidine,827,674
Vapreotide,167,719
Ifenprodil,563,1037
Avanafil,83,1040
Milrinone,383,906
Pentostatin,335,1097
Dyphylline,851,1069
Vardenafil,191,1298
Dipyridamole,695,1270
Primaquine,803,1285
Aminophylline,1331,1166
Amrinone,443,733
Udenafil,167,1047
Tofisopam,527,1218
Acarbose,287,1073
Dofetilide,239,1069
Ranolazine,155,1222
Clotrimazole,551,1039
Lidocaine,851,1249
Bupivacaine,647,1117
Ibutilide,287,1018
Gefitinib,203,1203
Mexiletine,515,1109
Erlotinib,179,1370
Mephenytoin,887,1295
Voriconazole,203,1178
Dyclonine,755,637
Moricizine,347,990
Riluzole,287,944
Ethotoin,743,1249
Mepivacaine,719,763
Miconazole,575,1145
Phenacemide,839,715
Flecainide,443,726
Halofantrine,419,1176
Encainide,383,600
Lapatinib,143,1165
Posaconazole,167,1205
Bifonazole,431,755
Vandetanib,95,1132
Adenosine,359,604
Methyclothiazide,707,1292
Chlorthalidone,707,1285
Ethoxzolamide,743,770
Methocarbamol,743,640
Benzthiazide,707,1192
Cyclothiazide,671,1096
Furosemide,659,1240
Terbinafine,347,1204
Bumetanide,563,1286
Trichlormethiazide,707,1333
Diazoxide,587,1081
Diclofenamide,731,880
Bretylium,551,844
Polythiazide,695,1331
Quinethazone,671,1090
Piretanide,467,973
Cyclandelate,731,1318
Enflurane,563,1026
Meprobamate,767,642
Isoflurane,479,1341
Progabide,407,730
Vigabatrin,359,855
Methyprylon,767,638
Thiamylal,815,1155
Chlormezanone,731,641
Desflurane,323,1244
Glutethimide,779,785
Phenformin,719,800
Glisoxepide,539,775
Phentermine,719,1254
Midodrine,503,868
Isoetarine,935,677
Zolmitriptan,263,1188
Norepinephrine,827,912
Phenylpropanolamine,971,812
Brimonidine,275,776
Mazindol,527,710
Metaraminol,779,658
Guanabenz,443,934
Apomorphine,1799,1044
Procaine,1367,696
Methoxamine,839,658
Modafinil,395,1053
Fenoldopam,299,1019
Orciprenaline,695,714
Phenmetrazine,779,631
Dobutamine,503,1241
Pseudoephedrine,731,988
Ritodrine,527,712
Amantadine,635,1221
Oxymetazoline,695,658
Diethylpropion,719,908
Naratriptan,263,1019
Formoterol,395,1279
Dopamine,539,1223
Frovatriptan,227,1185
Isoprenaline,839,712
Arbutamine,263,677
Dexfenfluramine,407,695
Isocarboxazid,719,1311
Lisdexamfetamine,143,907
Fenoterol,575,912
Pirbuterol,443,678
Ephedra,1595,765
Ephedrine,1115,707
Mephentermine,863,931
Procaterol,467,712
Clenbuterol,503,713
Bambuterol,347,779
Fencamfamine,683,637
Phendimetrazine,695,602
Pargyline,671,1324
Tapentadol,131,1311
Droxidopa,359,1257
Xylometazoline,719,879
Dexmethylphenidate,215,1032
Isometheptene,851,628
Levonordefrin,707,775
Captodiame,731,651
Sotalol,539,1277
Esmolol,395,1327
Practolol,587,1149
Bupranolol,599,1294
Atracurium,431,1088
Terazosin,407,919
Dextroamphetamine,515,913
Agomelatine,119,967
Dalfampridine,107,764
Cinitapride,347,994
Dapiprazole,347,1049
Methylergometrine,875,1262
Sulpiride,611,1185
Loxapine,527,1004
Remoxipride,359,923
Hyoscyamine,707,810
Cyproheptadine,695,1204
Droperidol,671,1258
Prazosin,539,1089
Gallamine Triethiodide,815,1233
Atropine,1703,1141
Fluphenazine,719,1079
Phentolamine,803,1191
Nicergoline,563,852
Rocuronium,299,1232
Scopolamine,1403,1206
Benzquinamide,539,743
Clidinium,695,958
Propiomazine,707,1262
Propantheline,791,1129
Tolazoline,851,696
Dicyclomine,827,1127
Phenoxybenzamine,791,726
Mesoridazine,587,1168
Acetophenazine,695,770
Tegaserod,203,1220
Flavoxate,587,1129
Mivacurium,299,1192
Pancuronium,563,1311
Pipecuronium,347,1236
Alverine,275,651
Molindone,539,707
Thioproperazine,707,1136
Thiothixene,623,1176
Tetrabenazine,707,764
Silodosin,155,1316
Amisulpride,395,955
Aclidinium,83,1132
Mecamylamine,755,1295
Vecuronium,419,1278
Trospium,347,690
Biperiden,719,709
Flumazenil,335,741
Dacarbazine,527,1254
Benzatropine,779,1021
Clemastine,623,993
Cetirizine,383,1109
Terfenadine,431,1301
Buclizine,743,787
Doxylamine,851,1176
Dexbrompheniramine,719,911
Triprolidine,791,911
Hydroxyzine,755,986
Nizatidine,383,719
Astemizole,431,1239
Azatadine,611,987
Meclizine,791,661
Famotidine,407,591
Fexofenadine,275,1271
Desloratadine,215,1296
Dimenhydrinate,839,904
Mequitazine,515,1143
Cyclizine,791,1037
Treprostinil,203,973
Iloprost,323,923
Epoprostenol,287,1282
Lepirudin,263,602
Bivalirudin,227,601
Argatroban,227,769
Dabigatran etexilate,131,1349
Pentosan Polysulfate,311,601
Bosutinib,83,1283
Axitinib,83,1125
Crizotinib,95,1209
Cabozantinib,83,982
Vemurafenib,95,1343
Regorafenib,83,1153
Trametinib,71,1301
Dabrafenib,71,1348
Fulvestrant,203,892
Abiraterone,95,1085
Ospemifene,71,1068
Leflunomide,251,839
Pravastatin,359,712
Lovastatin,383,1216
Nevirapine,251,1094
Tenofovir,215,1074
Cerivastatin,263,1206
Rifabutin,323,1082
Simvastatin,371,1211
Delavirdine,263,1092
Lamivudine,287,1081
Atorvastatin,275,1249
Fluvastatin,299,1183
Rosuvastatin,191,1212
Atovaquone,323,964
Rifaximin,179,1101
Pitavastatin,191,792
Rilpivirine,95,1227
Teriflunomide,83,678
Linagliptin,95,1297
Desogestrel,455,1111
Levonorgestrel,635,1107
Dydrogesterone,695,970
Raloxifene,251,769
Nilutamide,383,922
Norgestimate,395,1122
Bicalutamide,287,1088
Estramustine,551,1148
Danazol,563,817
Cyproterone acetate,551,1178
Norelgestromin,215,1024
Hydrocortamate,755,727
Dutasteride,215,1245
Finasteride,323,1254
Emtricitabine,191,734
Didanosine,335,938
Abacavir,251,768
Heparin,959,826
Enoxaparin,311,818
Dalteparin,299,819
Nadroparin,251,818
Plerixafor,131,731
Ramipril,359,1054
Fosinopril,347,1314
Trandolapril,311,870
Benazepril,347,868
Moexipril,287,1091
