Drug Name,Age,Degree
Nicotine,459,17
Cevimeline,195,3
Varenicline,123,15
Methacholine,363,20
Tacrine,279,142
Galantamine,183,65
Malathion,411,0
Donepezil,243,56
Rivastigmine,231,73
Naltrexone,387,20
Alfentanil,399,93
Nalbuphine,447,60
Buprenorphine,459,226
Dezocine,363,0
Methadyl Acetate,279,0
Alvimopan,99,20
Methylnaltrexone,99,4
Glycine,459,0
Tramadol,471,220
Butorphanol,459,78
Aprepitant,159,210
Sufentanil,447,113
Remifentanil,243,65
Felbamate,279,84
Memantine,399,14
Levomethadyl Acetate,279,0
Vapreotide,135,0
Tadalafil,171,139
Avanafil,51,64
Sildenafil,219,91
Milrinone,351,1
Anagrelide,231,50
Mefloquine,327,100
Pentostatin,303,15
Vardenafil,159,133
Levosimendan,195,0
Cilostazol,207,117
Amrinone,411,51
Roflumilast,75,150
Enoximone,327,0
Ibudilast,327,1
Udenafil,135,0
Acarbose,255,16
Miglitol,243,14
Voglibose,267,0
Cetuximab,159,0
Indecainide,327,0
Fluconazole,339,257
Dofetilide,207,217
Oxiconazole,399,0
Ranolazine,123,149
Terconazole,351,1
Ropivacaine,243,11
Ibutilide,255,10
Gefitinib,171,62
Mexiletine,483,59
Erlotinib,147,66
Lamotrigine,315,103
Voriconazole,171,242
Moricizine,315,0
Riluzole,255,3
Oxcarbazepine,315,36
Propofol,327,47
Levobupivacaine,207,18
Tioconazole,423,3
Ketoconazole,423,261
Tocainide,423,0
Sertaconazole,159,0
Itraconazole,339,255
Propafenone,471,105
Flecainide,411,35
Halofantrine,387,30
Encainide,351,0
Lapatinib,111,80
Posaconazole,135,205
Fosphenytoin,243,300
Aprindine,483,0
Bifonazole,399,0
Permethrin,363,0
Afatinib,39,55
LULICONAZOLE,39,0
Vandetanib,63,45
Adenosine,327,8
Regadenoson,99,4
Torasemide,279,207
Pregabalin,147,48
Isradipine,327,111
Topiramate,243,150
Amlodipine,315,120
Nimodipine,375,179
Nisoldipine,315,122
Lercanidipine,231,66
Naftifine,339,0
Indapamide,471,103
Terbinafine,315,34
Dorzolamide,267,4
Zonisamide,327,71
Gabapentin,279,85
Felodipine,339,110
Nitrendipine,375,52
Butenafine,243,0
Brinzolamide,195,22
Levetiracetam,207,33
Bepridil,423,85
Mibefradil,231,0
Piretanide,435,0
Succinic acid,99,0
Pyruvic acid,315,0
Eszopiclone,147,56
Zolpidem,339,204
Isoflurane,447,52
Progabide,375,2
Vigabatrin,327,36
Desflurane,291,44
Zopiclone,351,84
Sevoflurane,315,46
Ketazolam,435,11
Perampanel,51,195
Arbaclofen,63,0
Fluvoxamine,399,263
