Drug Name,Age,Degree
Pilocarpine,1689,150
Physostigmine,1713,155
Neostigmine,1041,321
Butabarbital,1029,326
Pentobarbital,1053,942
Secobarbital,1005,709
Thiopental,1005,567
Methylphenobarbital,1029,590
Phenobarbital,1281,1118
Amobarbital,1125,557
Aprobarbital,1173,0
Butethal,1137,326
Hexobarbital,1029,652
Barbital,1377,557
Morphine,2409,854
Codeine,2229,541
Hydromorphone,1101,579
Oxycodone,1209,561
Menthol,2925,0
Hydrocodone,1125,589
Heroin,1437,443
Dihydromorphine,1257,443
Caffeine,1293,509
Theophylline,1389,482
Papaverine,1245,184
Aminophylline,1317,315
Quinine,2289,891
Quinidine,1197,790
Benzocaine,1389,491
Ouabain,1317,537
Ethanol,3057,514
Amphetamine,1029,331
Epinephrine,1401,210
Ergotamine,1161,559
Apomorphine,1785,334
Procaine,1353,331
Cocaine,1605,535
Ergonovine,945,513
Ephedra,1581,104
Ephedrine,1101,74
Atropine,1689,164
Homatropine Methylbromide,1653,0
Scopolamine,1389,574
Suramin,1173,16
Progesterone,993,548
Estradiol,981,549
Podofilox,2373,116
Acetaminophen,1581,440
Salicylic acid,1713,766
Acetylsalicylic acid,1425,743
Salicylate-sodium,1713,0
Antipyrine,1593,582
