Drug Name,Age,Degree
Levamisole,588,2
Carbachol,828,0
Bethanechol,864,124
Pilocarpine,1716,323
Ambenonium,840,282
Methacholine,408,124
Cytisine,672,0
Pyridostigmine,780,284
Isoflurophate,852,282
Malathion,456,6
Demecarium,732,282
Physostigmine,1740,282
Rivastigmine,276,381
Echothiophate,732,5
Butethal,1164,0
Levallorphan,828,53
Anileridine,744,79
Methadyl Acetate,324,0
Alvimopan,144,53
Glycine,504,0
Pethidine,924,0
Menthol,2952,0
Levomethadyl Acetate,324,0
Heroin,1464,0
Vapreotide,180,171
Caffeine,1320,644
Papaverine,1272,601
Oxtriphylline,828,579
Enoximone,372,6
Udenafil,180,472
Cetuximab,204,333
Indecainide,372,0
Oxiconazole,444,3
Terconazole,396,0
Clotrimazole,564,17
Hexylcaine,816,0
Cinchocaine,912,282
Prilocaine,684,36
Proparacaine,804,1
Benzonatate,744,0
Oxybuprocaine,804,1
Cromoglicic acid,624,0
Tioconazole,468,10
Tocainide,468,456
Benzocaine,1416,34
Econazole,552,15
Sertaconazole,204,0
Ajmaline,744,428
Aprindine,528,477
Bifonazole,444,283
Permethrin,408,2
LULICONAZOLE,84,0
Regadenoson,144,39
Drotaverine,660,1
Acetyldigitoxin,792,496
Naftifine,384,0
Dorzolamide,312,175
Ethacrynic acid,648,0
Ethinamate,780,0
Butenafine,288,0
Ouabain,1344,545
Brinzolamide,240,2
Mafenide,864,2
Succinic acid,144,87
Chlormerodrin,816,0
Pyridoxal Phosphate,972,0
Pyruvic acid,360,0
L-Alanine,588,0
Valproic Acid,636,0
Clorazepate,636,0
Arbaclofen,108,0
Isoetarine,948,0
Alseroxylon,816,0
Dipivefrin,504,1
Apraclonidine,384,36
Chloroprocaine,816,367
L-DOPA,636,0
Ergonovine,972,0
Ephedra,1608,0
Ginkgo biloba,564,566
Fencamfamine,696,0
Methamphetamine,924,0
Propylhexedrine,852,0
Chlorphenamine,852,0
Carteolol,480,288
Metipranolol,372,285
Levobunolol,420,6
Betazole,804,0
Dapiprazole,360,4
Ipratropium bromide,552,0
Ethopropazine,816,0
Methylscopolamine bromide,876,0
Gallamine Triethiodide,828,0
Anisotropine Methylbromide,696,0
Histamine Phosphate,972,0
Homatropine Methylbromide,1680,0
Tropicamide,828,222
Glycopyrrolate,708,0
Carphenazine,696,25
Doxacurium chloride,336,0
Alizapride,468,25
Propericiazine,612,0
Betahistine,624,200
Bromopride,516,26
Cisatracurium Besylate,300,0
Diphemanil Methylsulfate,816,0
Cyclopentolate,804,223
Lindane,828,2
Gadopentetate dimeglumine,396,0
Azatadine,624,473
Epinastine,204,12
Tripelennamine,888,278
Methdilazine,720,123
Ketotifen,504,396
Emedastine,324,3
Levocabastine,324,507
Diphenylpyraline,828,35
Phenindamine,876,35
Pheniramine,864,393
Clofedanol,744,25
Bepotastine,240,0
Alcaftadine,120,3
Antazoline,864,396
Isothipendyl,756,35
Roxatidine acetate,408,134
Chlorcyclizine,852,395
Travoprost,228,285
Carboprost Tromethamine,492,0
Latanoprost,300,113
Alprostadil,468,169
Bimatoprost,228,289
Dinoprostone,576,303
Misoprostol,408,21
Dinoprost Tromethamine,540,0
Tafluprost,96,112
Hirulog,240,0
Suramin,1200,4
Amlexanox,288,0
Pentosan Polysulfate,324,0
Cabozantinib,96,433
Flavopiridol,156,0
Fulvestrant,216,51
Clomifene,648,465
Rifabutin,336,425
Zalcitabine,336,121
Atovaquone,336,503
Chlorotrianisene,816,471
Conjugated Estrogens,948,0
Dydrogesterone,708,111
Fluticasone Propionate,360,0
Medroxyprogesterone Acetate,744,0
Oxandrolone,672,353
Estrone,828,337
Norethindrone,756,0
Ethynodiol,660,0
Drostanolone,708,0
Dienestrol,828,331
Nandrolone phenpropionate,732,185
Fluoxymesterone,768,161
Danazol,576,358
Testosterone Propionate,996,0
Estropipate,624,0
Quinestrol,624,480
Norelgestromin,228,417
Nandrolone decanoate,696,196
Diflorasone,504,241
Alclometasone,420,242
Medrysone,600,242
Amcinonide,504,242
Fluorometholone,732,242
Beclomethasone,576,0
Desoximetasone,624,241
Azelaic Acid,288,0
Fluocinolone Acetonide,708,0
Halobetasol Propionate,348,0
Flumethasone (pivalate),672,0
Hydrocortamate,768,209
Clocortolone,516,241
Flurandrenolide,696,242
Clobetasol propionate,564,244
Fluocinonide,600,242
Prednicarbate,348,245
Desonide,576,245
Difluprednate,504,242
Stavudine,312,345
Acetohydroxamic Acid,444,0
Fondaparinux sodium,228,0
Lymecycline,684,310
Oxytetracycline,840,376
Demeclocycline,732,311
Spectinomycin,588,16
Methacycline,684,0
Rolitetracycline,732,244
Vindesine,480,528
Valrubicin,264,4
Podofilox,2400,0
Sodium stibogluconate,960,0
Besifloxacin,132,3
Probucol,516,362
Crofelemer,96,0
Clofibrate,684,387
Bezafibrate,516,323
Masoprocol,336,4
Aminosalicylic Acid,864,0
Diethylcarbamazine,852,282
Suprofen,384,125
Bromfenac,276,124
Salicylate-sodium,1740,0
Niflumic Acid,624,0
Acetylcysteine,624,55
Nepafenac,180,124
