Drug Name,Age,Degree
Nicotine,516,1206
Cevimeline,252,1064
Succinylcholine,828,1220
Decamethonium,864,954
Varenicline,180,859
Tacrine,336,661
Galantamine,240,840
Donepezil,300,1312
Hexafluronium,792,974
Edrophonium,840,979
Tubocurarine,912,1195
Talbutal,792,864
Metharbital,876,987
Aprobarbital,1212,1044
Heptabarbital,876,864
Naltrexone,444,741
Nalbuphine,504,899
Naloxone,624,1002
Oxymorphone,744,1118
Dezocine,420,899
Methylnaltrexone,156,790
Butorphanol,516,899
Dextropropoxyphene,768,1220
Pentazocine,684,901
Aprepitant,216,597
Levorphanol,840,899
Hydrocodone,1164,1108
Memantine,456,1161
Diphenoxylate,732,901
Pentolinium,828,1017
Trimethaphan,816,1023
Dihydromorphine,1296,899
Phencyclidine,852,768
Ketobemidone,828,1251
Ifenprodil,588,1229
Tadalafil,228,1333
Sildenafil,276,1146
Milrinone,408,960
Anagrelide,288,1147
Theophylline,1428,1170
Mefloquine,384,970
Pentostatin,360,1130
Dyphylline,876,981
Vardenafil,216,994
Levosimendan,252,660
Dipyridamole,720,1077
Primaquine,828,879
Aminophylline,1356,893
Amrinone,468,739
Roflumilast,132,1259
Ibudilast,384,701
Udenafil,192,548
Tofisopam,552,880
Acarbose,312,1171
Miglitol,300,579
Voglibose,324,576
Dofetilide,264,847
Lidocaine,876,930
Ropivacaine,300,1174
Bupivacaine,672,678
Ibutilide,312,1088
Gefitinib,228,869
Mexiletine,540,751
Erlotinib,204,1256
Voriconazole,228,958
Dyclonine,780,733
Moricizine,372,1145
Riluzole,312,1126
Ethotoin,768,1050
Oxcarbazepine,372,1119
Mepivacaine,744,768
Levobupivacaine,264,1174
Ketoconazole,480,1290
Miconazole,600,710
Phenacemide,864,857
Itraconazole,396,1039
Flecainide,468,943
Halofantrine,444,920
Encainide,408,655
Lapatinib,168,899
Posaconazole,192,739
Phenazopyridine,732,762
Permethrin,420,862
Vandetanib,120,885
Adenosine,384,674
Ethoxzolamide,768,786
Amlodipine,372,1149
Nimodipine,432,1223
Methocarbamol,768,733
Methazolamide,744,1011
