Drug Name,Age,Degree
Nicotine,443,0
Cevimeline,179,2
Varenicline,107,0
Methacholine,347,1
Tacrine,263,131
Galantamine,167,99
Malathion,395,0
Donepezil,227,97
Rivastigmine,215,61
Naltrexone,371,0
Alfentanil,383,11
Nalbuphine,431,3
Buprenorphine,443,16
Dezocine,347,2
Methadyl Acetate,263,0
Alvimopan,83,34
Methylnaltrexone,83,0
Glycine,443,0
Tramadol,455,133
Butorphanol,443,3
Aprepitant,143,46
Sufentanil,431,6
Remifentanil,227,2
Felbamate,263,13
Memantine,383,6
Levomethadyl Acetate,263,3
Vapreotide,119,0
Tadalafil,155,39
Avanafil,35,11
Sildenafil,203,23
Milrinone,335,0
Anagrelide,215,2
Mefloquine,311,22
Pentostatin,287,4
Vardenafil,143,39
Levosimendan,179,0
Cilostazol,191,16
Amrinone,395,0
Roflumilast,59,48
Enoximone,311,0
Ibudilast,311,0
Udenafil,119,3
Acarbose,239,2
Miglitol,227,2
Voglibose,251,0
Cetuximab,143,0
Indecainide,311,0
Fluconazole,323,79
Dofetilide,191,29
Oxiconazole,383,0
Ranolazine,107,47
Terconazole,335,0
Ropivacaine,227,1
Ibutilide,239,14
Gefitinib,155,37
Mexiletine,467,21
Erlotinib,131,18
Lamotrigine,299,18
Voriconazole,155,255
Moricizine,299,4
Riluzole,239,0
Oxcarbazepine,299,15
Propofol,311,2
Levobupivacaine,191,0
Tioconazole,407,0
Ketoconazole,407,165
Tocainide,407,2
Sertaconazole,143,0
Itraconazole,323,131
Propafenone,455,44
Flecainide,395,23
Halofantrine,371,20
Encainide,335,1
Lapatinib,95,19
Posaconazole,119,44
Fosphenytoin,227,127
Aprindine,467,0
Bifonazole,383,0
Permethrin,347,0
Afatinib,23,0
LULICONAZOLE,23,0
Vandetanib,47,16
Adenosine,311,6
Regadenoson,83,4
Torasemide,263,29
Pregabalin,131,1
Isradipine,311,15
Topiramate,227,13
Amlodipine,299,10
Nimodipine,359,8
Nisoldipine,299,10
Lercanidipine,215,1
Naftifine,323,0
Indapamide,455,19
Terbinafine,299,61
Dorzolamide,251,1
Zonisamide,311,26
Gabapentin,263,5
Felodipine,323,34
Nitrendipine,359,6
Butenafine,227,0
Brinzolamide,179,6
Levetiracetam,191,2
Bepridil,407,17
Mibefradil,215,5
Piretanide,419,0
Succinic acid,83,0
Pyruvic acid,299,0
Eszopiclone,131,3
Zolpidem,323,25
Isoflurane,431,1
Progabide,359,0
Vigabatrin,311,9
Desflurane,275,0
Zopiclone,335,26
Sevoflurane,299,0
Ketazolam,419,3
Perampanel,35,7
Arbaclofen,47,0
Fluvoxamine,383,88
Midodrine,455,34
Citalopram,311,49
Eletriptan,167,28
Guanadrel,383,0
Reboxetine,215,0
Cabergoline,263,8
Ropinirole,227,7
Venlafaxine,263,96
Zolmitriptan,215,59
Pramipexole,215,7
Dipivefrin,443,2
Fluoxetine,335,99
Duloxetine,131,26
Brimonidine,227,12
Cisapride,299,86
Guanabenz,395,3
Dexmedetomidine,191,3
Sumatriptan,299,20
Tizanidine,227,46
Modafinil,347,10
Fenoldopam,251,0
Minaprine,431,0
Dobutamine,455,17
Almotriptan,179,26
Salmeterol,299,17
Naratriptan,215,23
Rizatriptan,203,20
Pindolol,443,45
Apraclonidine,323,2
Formoterol,347,19
Frovatriptan,179,20
Guanfacine,419,3
Selegiline,395,23
Arbutamine,215,0
Sertraline,287,42
Sibutramine,239,39
Bupropion,395,13
Moclobemide,311,61
Pergolide,395,15
Dexfenfluramine,359,30
Lisdexamfetamine,95,4
Arformoterol,107,0
Pirbuterol,395,27
Procaterol,419,25
Rasagiline,119,73
Clenbuterol,455,0
Bambuterol,299,1
Zimelidine,407,0
Milnacipran,71,14
Lofexidine,407,0
Indacaterol,71,25
Rotigotine,107,10
Tapentadol,83,7
Droxidopa,311,0
Vilazodone,47,33
Desvenlafaxine,83,61
Dexmethylphenidate,167,0
Mirabegron,35,9
Levomilnacipran,23,1
Nefazodone,251,73
Escitalopram,155,39
Betaxolol,383,26
Carteolol,419,27
Metipranolol,311,1
Esmolol,347,40
Labetalol,455,41
