Drug Name,Age,Degree
Levamisole,549,4
Succinylcholine,777,117
Carbachol,789,55
Bethanechol,825,55
Ambenonium,801,139
Decamethonium,813,187
Cytisine,633,0
Pyridostigmine,741,142
Isoflurophate,813,194
Hexafluronium,741,0
Demecarium,693,139
Edrophonium,789,144
Echothiophate,693,139
Neostigmine,1029,305
Dimetacrine,597,0
Tubocurarine,861,274
Butabarbital,1017,314
Butalbital,561,317
Talbutal,741,0
Pentobarbital,1041,869
Secobarbital,993,633
Metharbital,825,3
Thiopental,993,482
Primidone,801,961
Methylphenobarbital,1017,509
Amobarbital,1113,474
Aprobarbital,1161,0
Butethal,1125,314
Heptabarbital,825,0
Hexobarbital,1017,574
Levallorphan,789,2
Anileridine,705,0
Naloxone,573,284
Oxymorphone,693,541
Glycine,465,0
Hydromorphone,1089,557
Methadone,837,851
Pethidine,885,635
Dextromethorphan,765,420
Dextropropoxyphene,717,498
Pentazocine,633,424
Fentanyl,645,659
Levorphanol,789,421
Hydrocodone,1113,568
Diphenoxylate,681,421
Pentolinium,777,289
Trimethaphan,765,289
Halothane,729,447
Ketamine,645,549
Phencyclidine,801,0
Ketobemidone,777,534
Ifenprodil,537,115
Chloroquine,837,852
Dyphylline,825,183
Pentoxifylline,537,263
Dipyridamole,669,542
Primaquine,777,316
Oxtriphylline,789,25
Tofisopam,501,1
Phenytoin,945,1009
Lidocaine,825,674
Bupivacaine,621,454
Hexylcaine,777,0
Cinchocaine,873,316
Mephenytoin,861,142
Dyclonine,729,316
Prilocaine,645,338
Ethotoin,717,324
Proparacaine,765,316
Benzonatate,705,0
Oxybuprocaine,765,316
Mepivacaine,693,343
Cromoglicic acid,585,0
Tioconazole,429,69
Procainamide,741,211
Tocainide,429,0
Miconazole,549,314
Phenacemide,813,3
Econazole,513,72
Ajmaline,705,67
Aprindine,489,64
Phenazopyridine,681,4
Drotaverine,621,0
Methyclothiazide,681,452
Chlorthalidone,681,545
Ethoxzolamide,717,72
Trimethadione,849,138
Methocarbamol,717,316
Bendroflumethiazide,693,575
Acetyldigitoxin,753,443
Benzthiazide,681,0
Ethosuximide,681,406
Cyclothiazide,645,204
Furosemide,633,433
Methazolamide,693,183
Hydroflumethiazide,693,507
Acetazolamide,765,185
Chlorothiazide,717,545
Ethacrynic acid,609,0
Hydrochlorothiazide,693,545
Trichlormethiazide,681,507
Ethinamate,741,0
Diazoxide,561,215
Diclofenamide,705,142
Bretylium,525,236
Polythiazide,669,507
Quinethazone,645,364
Digitoxin,813,651
Cyclandelate,705,0
Methsuximide,717,347
Mafenide,825,6
Cinnarizine,669,219
Chlormerodrin,777,0
Pyridoxal Phosphate,933,0
L-Alanine,549,0
Baclofen,549,315
Enflurane,537,331
Meprobamate,741,503
Clorazepate,597,396
Methoxyflurane,657,454
Methyprylon,741,64
Thiamylal,789,510
Chlormezanone,705,315
Glutethimide,753,320
Phenformin,693,167
Glisoxepide,513,69
Amphetamine,1017,316
Phentermine,693,263
Reserpine,765,769
Midodrine,477,130
Isoetarine,909,78
Etomidate,537,344
