Drug Name,Age,Degree
Tacrine,296,339
Galantamine,200,354
Donepezil,260,326
Primidone,812,1033
Alfentanil,416,699
Nalbuphine,464,446
Buprenorphine,476,709
Oxymorphone,704,563
Dezocine,380,445
Methadyl Acetate,296,443
Tramadol,488,607
Methadone,848,884
Pethidine,896,667
Butorphanol,476,446
Dextropropoxyphene,728,520
Pentazocine,644,446
Aprepitant,176,653
Sufentanil,464,674
Fentanyl,656,728
Loperamide,512,398
Remifentanil,260,589
Felbamate,296,476
Diphenoxylate,692,443
Halothane,740,585
Ketamine,656,561
Levomethadyl Acetate,296,516
Ketobemidone,788,556
Sildenafil,236,747
Anagrelide,248,315
Mefloquine,344,503
Chloroquine,848,920
Vardenafil,176,293
Dipyridamole,680,607
Cilostazol,224,340
Udenafil,152,234
Fluconazole,356,705
Dofetilide,224,307
Ranolazine,140,749
Phenytoin,956,1067
Clotrimazole,536,780
Lidocaine,836,688
Ropivacaine,260,568
Bupivacaine,632,581
Gefitinib,188,420
Erlotinib,164,341
Lamotrigine,332,618
Carbamazepine,656,1092
Voriconazole,188,753
Propofol,344,622
Levobupivacaine,224,544
Ketoconazole,440,922
Itraconazole,356,721
Propafenone,488,432
Lapatinib,128,385
Posaconazole,152,709
Fosphenytoin,260,993
Afatinib,56,333
Vandetanib,80,233
Torasemide,296,671
Pregabalin,164,454
Methyclothiazide,692,568
Isradipine,344,817
Topiramate,260,509
Chlorthalidone,692,642
Diltiazem,524,969
Amlodipine,332,556
Nimodipine,392,467
Nisoldipine,332,548
Bendroflumethiazide,704,660
Acetyldigitoxin,764,535
Metolazone,536,642
Lercanidipine,248,426
Verapamil,656,912
Furosemide,644,549
Naftifine,356,480
Hydroflumethiazide,704,642
Indapamide,488,756
Terbinafine,332,392
Dorzolamide,284,293
Chlorothiazide,728,642
Bumetanide,548,546
Zonisamide,344,404
Gabapentin,296,438
Hydrochlorothiazide,704,642
Trichlormethiazide,692,563
Felodipine,356,616
Nitrendipine,392,547
Nifedipine,512,610
Levetiracetam,224,504
Bepridil,440,544
Polythiazide,680,563
Mibefradil,248,483
Digitoxin,824,735
Valproic Acid,608,610
Meprobamate,752,515
Eszopiclone,164,432
Zolpidem,356,505
Clorazepate,608,410
Isoflurane,464,537
Methoxyflurane,668,466
Vigabatrin,344,329
Thiamylal,800,591
Desflurane,308,523
Zopiclone,368,439
Sevoflurane,332,702
Flunitrazepam,524,449
Ketazolam,452,540
Perampanel,68,416
Fluvoxamine,416,989
Reserpine,776,813
Citalopram,344,933
Eletriptan,200,420
Cabergoline,296,414
Ropinirole,260,768
Venlafaxine,296,1036
Dihydroergotamine,860,826
Protriptyline,620,733
Pramipexole,248,455
Fluoxetine,368,868
Duloxetine,164,775
Brimonidine,260,1014
Clonidine,620,781
Cisapride,332,396
Dexmedetomidine,224,519
Sumatriptan,332,324
Tizanidine,260,615
Modafinil,380,565
Tranylcypromine,692,819
Phenelzine,704,502
Minaprine,464,523
Almotriptan,212,287
Pindolol,476,578
Guanfacine,452,672
Selegiline,428,742
Sertraline,320,848
Bupropion,428,391
Moclobemide,344,580
Acebutolol,536,712
Bromocriptine,512,765
Clomipramine,596,928
Isocarboxazid,704,499
Lisdexamfetamine,128,231
Arformoterol,140,258
Rasagiline,152,517
Zimelidine,440,613
Milnacipran,104,559
Indacaterol,104,441
Rotigotine,140,557
Tapentadol,116,573
Vilazodone,80,267
Desvenlafaxine,116,624
Mirabegron,68,505
Levomilnacipran,56,771
Trimipramine,644,785
Nefazodone,284,994
Escitalopram,188,631
Betaxolol,416,713
Timolol,524,728
Sotalol,524,576
Carteolol,452,578
Amiodarone,668,928
Metipranolol,344,493
Esmolol,380,459
Metoprolol,512,926
Atenolol,512,771
Propranolol,644,831
Labetalol,488,636
Bisoprolol,380,628
Alprenolol,608,500
Nadolol,476,689
Levobunolol,392,411
Penbutolol,452,535
Oxprenolol,572,769
Nebivolol,248,378
Bupranolol,584,455
Doxazosin,356,559
Dolasetron,248,289
Ondansetron,332,567
Terazosin,392,443
Dronedarone,104,731
Agomelatine,104,337
Ziprasidone,200,880
Disopyramide,488,377
Dapiprazole,332,372
Amitriptyline,680,865
Olanzapine,260,700
Alfuzosin,356,425
Clozapine,548,933
Sulpiride,596,466
Loxapine,512,406
Remoxipride,344,410
Promazine,740,697
Prochlorperazine,740,533
Droperidol,656,480
Prazosin,524,628
Imipramine,704,973
Chlorpromazine,788,917
Buspirone,380,663
Darifenacin,164,422
Haloperidol,704,909
