Drug Name,Age,Degree
Galantamine,228,1424
Donepezil,288,1477
Dimetacrine,636,1714
Butabarbital,1056,1463
Pentobarbital,1080,1862
Secobarbital,1032,1849
Thiopental,1032,1429
Primidone,840,1575
Methylphenobarbital,1056,1458
Phenobarbital,1308,1805
Amobarbital,1152,1269
Hexobarbital,1056,1421
Barbital,1404,1359
Alfentanil,444,1780
Buprenorphine,504,1578
Tramadol,516,1983
Morphine,2436,1498
Codeine,2256,1643
Hydromorphone,1128,1626
Methadone,876,2152
Oxycodone,1236,1254
Dextromethorphan,804,1355
Fentanyl,684,2111
Loperamide,540,1462
Hydrocodone,1152,1286
Halothane,768,1427
Ketamine,684,1865
Tadalafil,216,1528
Anagrelide,276,1498
Theophylline,1416,1269
Chloroquine,876,1717
Pentoxifylline,576,1562
Dipyridamole,708,1322
Cilostazol,252,1867
Quinine,2316,2178
Fluconazole,384,1570
Ranolazine,168,1511
Phenytoin,984,1782
Mephenytoin,900,1477
Lamotrigine,360,2292
Carbamazepine,684,2400
Propofol,372,1843
Quinidine,1224,2523
Ketoconazole,468,1355
Procainamide,780,1535
Propafenone,516,1608
Fosphenytoin,288,1594
Torasemide,324,1608
Pregabalin,192,1837
Methyclothiazide,720,1365
Isradipine,372,1846
Topiramate,288,1792
Chlorthalidone,720,1438
Diltiazem,552,1766
Trimethadione,888,1785
Amlodipine,360,1669
Nimodipine,420,1398
Nisoldipine,360,1883
Bendroflumethiazide,732,1581
Metolazone,564,1543
Ethosuximide,720,1851
Cyclothiazide,684,1338
Verapamil,684,2025
Furosemide,672,1516
Hydroflumethiazide,732,1523
Indapamide,516,1740
Acetazolamide,804,1542
Chlorothiazide,756,1543
Bumetanide,576,1359
Zonisamide,372,2241
Hydrochlorothiazide,732,1805
Trichlormethiazide,720,1523
Felodipine,384,1756
Nitrendipine,420,1519
Nifedipine,540,2183
Diazoxide,600,1332
Bepridil,468,1520
Polythiazide,708,1521
Mibefradil,276,1601
Methsuximide,756,1645
Cinnarizine,708,1358
Baclofen,588,1606
Eszopiclone,192,1691
Zolpidem,384,1466
