Drug Name,Age,Degree
Nicotine,507,1199
Cevimeline,243,1071
Succinylcholine,819,1228
Decamethonium,855,957
Varenicline,171,870
Tacrine,327,655
Donepezil,291,1301
Hexafluronium,783,972
Edrophonium,831,988
Tubocurarine,903,1198
Butalbital,603,1269
Talbutal,783,863
Metharbital,867,985
Aprobarbital,1203,1009
Heptabarbital,867,863
Naltrexone,435,742
Nalbuphine,495,898
Naloxone,615,993
Oxymorphone,735,1118
Dezocine,411,898
Methylnaltrexone,147,798
Butorphanol,507,898
Dextropropoxyphene,759,1192
Pentazocine,675,900
Aprepitant,207,570
Levorphanol,831,898
Hydrocodone,1155,1100
Memantine,447,1163
Diphenoxylate,723,900
Pentolinium,819,1025
Trimethaphan,807,1030
Dihydromorphine,1287,898
Phencyclidine,843,764
Ketobemidone,819,1244
Ifenprodil,579,1232
Sildenafil,267,1159
Milrinone,399,923
Mefloquine,375,942
Pentostatin,351,1133
Dyphylline,867,992
Vardenafil,207,931
Levosimendan,243,642
Dipyridamole,711,1079
Primaquine,819,853
Aminophylline,1347,862
Amrinone,459,748
Roflumilast,123,1267
Ibudilast,375,648
Tofisopam,543,883
Acarbose,303,1185
Miglitol,291,582
Voglibose,315,579
Dofetilide,255,839
Lidocaine,867,921
Ropivacaine,291,1169
Bupivacaine,663,665
Ibutilide,303,1089
Gefitinib,219,850
Mexiletine,531,743
Erlotinib,195,1156
Voriconazole,219,932
Dyclonine,771,732
Moricizine,363,1138
Riluzole,303,1115
Ethotoin,759,1003
Oxcarbazepine,363,1086
Mepivacaine,735,778
Levobupivacaine,255,1172
Ketoconazole,471,1261
Miconazole,591,674
Phenacemide,855,855
Itraconazole,387,1009
Flecainide,459,929
Halofantrine,435,911
Encainide,399,652
Lapatinib,159,874
Posaconazole,183,714
Phenazopyridine,723,771
Vandetanib,111,554
Adenosine,375,667
Ethoxzolamide,759,785
Amlodipine,363,1257
Nimodipine,423,1224
Methocarbamol,759,732
Methazolamide,735,920
Terbinafine,363,901
Gabapentin,327,870
Diazoxide,603,1229
Diclofenamide,747,978
Bretylium,567,970
Levetiracetam,255,856
Quinethazone,687,1098
Digitoxin,855,1101
Piretanide,483,974
Cyclandelate,747,691
Enflurane,579,1178
Meprobamate,783,734
Progabide,423,869
Vigabatrin,375,860
Methyprylon,783,731
Chlormezanone,747,734
Zopiclone,399,1212
Glutethimide,795,745
Flunitrazepam,555,1132
Perampanel,99,1335
Phenformin,735,871
Glisoxepide,555,1012
Midodrine,519,820
Guanadrel,447,636
Reboxetine,279,878
Cabergoline,327,1285
Ropinirole,291,1144
Norepinephrine,843,992
Phenylpropanolamine,987,893
Brimonidine,291,804
Fenfluramine,687,893
Mazindol,543,790
Metaraminol,795,746
Guanabenz,459,1008
Methoxamine,855,746
Modafinil,411,632
Fenoldopam,315,1196
Orciprenaline,711,810
Phenmetrazine,795,721
Pseudoephedrine,747,1084
Ritodrine,543,808
Oxymetazoline,711,743
Salmeterol,363,1272
Naratriptan,279,1138
Isoprenaline,855,808
Deserpidine,759,636
Arbutamine,279,743
Pergolide,459,1214
Dexfenfluramine,423,714
Lisdexamfetamine,159,1172
Hydralazine,819,1238
Fenoterol,591,1001
Pirbuterol,459,744
Ephedrine,1131,873
Mephentermine,879,1017
Procaterol,483,808
Ginkgo biloba,567,567
Clenbuterol,519,809
Bambuterol,363,848
Phendimetrazine,711,677
Zimelidine,471,1252
Indacaterol,135,1171
Tapentadol,147,1285
Xylometazoline,735,998
Dexmethylphenidate,231,1190
Isometheptene,867,702
Levonordefrin,723,794
Naphazoline,939,870
Captodiame,747,744
Atracurium,447,1092
Dolasetron,279,1164
Granisetron,351,1010
Alosetron,243,1148
Terazosin,423,703
Dextroamphetamine,531,1176
Agomelatine,135,1087
Dalfampridine,123,866
Cinitapride,363,1126
Metixene,723,958
Alfuzosin,387,829
Methylergometrine,891,730
Trihexyphenidyl,855,958
Oxyphencyclimine,735,957
Procyclidine,783,958
Sulpiride,627,1209
Loxapine,543,955
Remoxipride,375,997
Hyoscyamine,723,1244
Cyproheptadine,711,1208
Prazosin,555,842
Tridihexethyl,795,957
Triflupromazine,759,1172
Fluphenazine,735,983
Phentolamine,819,1209
Nicergoline,579,903
Rocuronium,315,1234
Scopolamine,1419,959
Benzquinamide,555,964
Clidinium,711,960
Cryptenamine,795,630
Tolazoline,867,705
Perphenazine,759,1248
Phenoxybenzamine,807,739
Mesoridazine,603,1250
Ergoloid mesylate,807,1208
Acetophenazine,711,874
Tegaserod,219,1106
Domperidone,495,1087
Mivacurium,315,1191
Diphenidol,639,957
Chlorprothixene,723,1243
Pipecuronium,363,1242
Alverine,291,743
Molindone,555,789
Pipotiazine,483,1123
Thiothixene,639,1217
Isopropamide,759,956
Mepenzolate,771,957
Tetrabenazine,723,774
Sertindole,291,1029
Amisulpride,411,1044
Vecuronium,435,1093
Trospium,363,1078
Pirenzepine,435,957
Biperiden,735,1078
Cycrimine,807,957
Methohexital,723,1243
Flumazenil,351,755
Clemastine,639,1080
Buclizine,759,1186
Doxylamine,867,1180
Dexbrompheniramine,735,994
Triprolidine,807,994
Hydroxyzine,771,1234
Astemizole,447,1020
Meclizine,807,975
Carbinoxamine,807,997
Famotidine,423,708
Desloratadine,231,1118
Dimenhydrinate,855,990
Mequitazine,531,788
Cyclizine,807,1132
Alimemazine,747,1101
Mepyramine,867,1073
Dimetindene,723,967
Treprostinil,219,1200
Iloprost,339,959
Lepirudin,279,646
Bivalirudin,243,646
Argatroban,243,647
Dabigatran etexilate,147,1308
Sunitinib,171,1278
